vt_symbol,score,weight,target_value
301396.SZSE,0.9985,0.0,0.0
001267.SZSE,0.996625,0.0,0.0
301392.SZSE,0.993875,0.0,0.0
002636.SZSE,0.9925,0.0,0.0
001359.SZSE,0.990125,0.0,0.0
000962.SZSE,0.989875,0.0,0.0
002428.SZSE,0.988875,0.0,0.0
002484.SZSE,0.98775,0.0,0.0
603306.SSE,0.986375,0.0,0.0
600869.SSE,0.986125,0.0,0.0
