因子,周期,IC均值,IC_t(NW),IC_t未修正,ICIR,IC胜率,多空收益,单调,横截面数,结论
低波动,5,0.05109947181914557,3.9901834341955564,7.329606619760176,0.20924658811478636,0.5802770986145069,0.0007232920048174116,False,1227,正向有效 · 非单调（仅极端组有效，慎用）
低波动,20,0.07865434869983266,3.0627636696039717,11.065608150046966,0.31785128916172495,0.6311881188118812,0.0044035695547493935,False,1212,正向有效 · 非单调（仅极端组有效，慎用）
低波动,60,0.11924399408990796,3.0128316761967753,17.862954409625313,0.5217824696150402,0.7235494880546075,0.01193106149132006,True,1172,正向有效 · 单调
低波动60,5,0.05419067205900792,3.782533312507245,6.942675150816555,0.20151226546727552,0.5914069081718618,0.0015504031669209394,False,1187,正向有效 · 非单调（仅极端组有效，慎用）
低波动60,20,0.07890980694606131,2.721646254721908,9.855385071940036,0.2878788717656441,0.613481228668942,0.005602911536840724,False,1172,正向有效 · 非单调（仅极端组有效，慎用）
低波动60,60,0.13216296337565508,2.94734658992086,18.10841519243886,0.5382167755750282,0.7473498233215548,0.017011136105200858,False,1132,正向有效 · 非单调（仅极端组有效，慎用）
EP,5,0.04367335431004667,3.2537115455937378,5.969937691725569,0.1690583288661346,0.5629510825982358,0.0011467117787133546,False,1247,正向有效 · 非单调（仅极端组有效，慎用）
EP,20,0.06656237859930977,2.4486168491268274,9.02095323856553,0.2570082578205914,0.5909090909090909,0.0058600129557396154,False,1232,正向有效 · 非单调（仅极端组有效，慎用）
EP,60,0.10354177790292761,2.9412058982878753,16.30750998781095,0.47233434474280933,0.700503355704698,0.014436632759688928,False,1192,正向有效 · 非单调（仅极端组有效，慎用）
BP,5,0.04595227862414587,3.569940539612564,6.5387078508281835,0.18516491784110603,0.5741780272654371,0.002982454795341865,True,1247,正向有效 · 单调
BP,20,0.07690955569041967,3.0419825174376816,11.171526734000878,0.3182784066352491,0.6371753246753247,0.012369939999150308,True,1232,正向有效 · 单调
BP,60,0.13163511968800365,3.6693216063113296,21.000372752629872,0.6082594651717081,0.7248322147651006,0.027405142649479027,True,1192,正向有效 · 单调
SP,5,0.025430358177142353,2.5994145982214882,4.7460449912286125,0.13439980052935552,0.5252606255012029,0.0018278086570068177,False,1247,正向但过弱（显著却不足以覆盖交易成本）
SP,20,0.048094038681938386,2.5460672691530783,9.18757827645434,0.2617554291631959,0.5681818181818182,0.007586429234185782,False,1232,正向有效 · 非单调（仅极端组有效，慎用）
SP,60,0.07576903853291969,2.626668514590889,15.705878993046683,0.4549085708569526,0.6526845637583892,0.016821834517038475,False,1192,正向有效 · 非单调（仅极端组有效，慎用）
股息率,5,0.04627593675742877,3.32476629371052,6.129104454254525,0.1735656567937734,0.5757818765036087,0.0019888964758149235,True,1247,正向有效 · 单调
股息率,20,0.07173500886144149,2.5423961088064475,9.295590790210552,0.26483272124632395,0.5844155844155844,0.008848450309832785,True,1232,正向有效 · 单调
股息率,60,0.11721350310497679,2.9830635177574534,17.543594388080848,0.5081365681162542,0.7206375838926175,0.020173144546063608,False,1192,正向有效 · 非单调（仅极端组有效，慎用）
换手率,5,-0.04903144539453418,-4.432238916458783,-8.029807115195638,-0.22739027475846135,0.591018444266239,-0.0007725499965144198,False,1247,**反向**有效 · 非单调（仅极端组有效，慎用）
换手率,20,-0.06850811315372121,-3.183608928882621,-11.256522680924759,-0.3206999534122937,0.6241883116883117,-0.0030648479701599644,False,1232,**反向**有效 · 非单调（仅极端组有效，慎用）
换手率,60,-0.10239764945684518,-3.2023273331008837,-18.48153778771471,-0.5353033692651139,0.7332214765100671,-0.007610015458187949,False,1192,**反向**有效 · 非单调（仅极端组有效，慎用）
对数市值,5,0.01885919480162428,1.9617105064505382,3.6587551188721,0.10360962845294742,0.5517241379310345,0.00013956749263357028,False,1247,无信号（不显著，IC 在不同时期忽正忽负）
对数市值,20,0.015947520462877524,0.8568127376249163,3.0413150973085643,0.08664750542117096,0.5381493506493507,0.0007557725163465696,False,1232,无信号（不显著，IC 在不同时期忽正忽负）
对数市值,60,0.03123804679553632,1.0986469437018254,6.418274077898307,0.18590031729122372,0.5838926174496645,0.005710702119983937,False,1192,无信号（不显著，IC 在不同时期忽正忽负）
