day,symbol,side,entry_time,exit_time,entry_price,exit_price,volume,pnl,pnl_pct,reason
2026-01-07,002522.SZSE,sell,2026-01-06 10:35:00,2026-01-07 10:17:00,52.2496,51.8336,185,-101.93,-0.00796,模型转空
2026-01-07,600760.SSE,sell,2026-01-06 13:24:00,2026-01-07 10:34:00,602.1485,600.5585,9,-34.26,-0.00264,模型转空
2026-01-07,002383.SZSE,sell,2026-01-06 14:10:00,2026-01-07 14:12:00,63.8356,67.4392,145,498.36,0.05645,模型转空
2026-01-08,600376.SSE,sell,2026-01-07 10:10:00,2026-01-08 09:35:00,62.0263,60.7487,154,-221.77,-0.0206,止损
2026-01-08,000933.SZSE,sell,2026-01-07 10:17:00,2026-01-08 09:35:00,392.4591,384.1687,22,-209.36,-0.02112,止损
2026-01-08,603179.SSE,sell,2026-01-07 10:09:00,2026-01-08 10:34:00,196.5328,192.3686,28,-138.99,-0.02119,止损
2026-01-08,000426.SZSE,sell,2026-01-07 14:30:00,2026-01-08 13:29:00,1118.1144,1095.3818,7,-194.27,-0.02033,止损
2026-01-08,301002.SZSE,sell,2026-01-07 10:38:00,2026-01-08 13:47:00,51.825,53.047,144,155.56,0.02358,模型转空
2026-01-09,002659.SZSE,sell,2026-01-08 09:36:00,2026-01-09 10:41:00,12.283,12.383,782,53.59,0.00814,模型转空
2026-01-09,600149.SSE,sell,2026-01-08 10:34:00,2026-01-09 13:28:00,14.882,14.9108,657,-5.96,0.00194,模型转空
2026-01-09,603878.SSE,sell,2026-01-08 13:45:00,2026-01-09 13:30:00,29.5925,29.9492,336,94.84,0.01205,模型转空
2026-01-09,002361.SZSE,sell,2026-01-08 09:35:00,2026-01-09 13:36:00,127.03,133.11,69,395.88,0.04786,模型转空
2026-01-09,600501.SSE,sell,2026-01-08 13:47:00,2026-01-09 14:35:00,151.0249,155.2153,66,251.58,0.02775,模型转空
2026-01-12,600760.SSE,sell,2026-01-09 10:41:00,2026-01-12 09:35:00,650.5426,631.4632,9,-204.26,-0.02933,止损
2026-01-12,300536.SZSE,sell,2026-01-09 13:36:00,2026-01-12 09:35:00,30.364,28.9465,312,-466.74,-0.04668,止损
2026-01-12,603179.SSE,sell,2026-01-09 13:28:00,2026-01-12 09:44:00,208.0315,203.6544,28,-145.65,-0.02104,止损
2026-01-12,000532.SZSE,sell,2026-01-09 14:35:00,2026-01-12 13:56:00,76.5129,81.0378,110,477.55,0.05914,模型转空
2026-01-12,000426.SZSE,sell,2026-01-09 13:30:00,2026-01-12 14:50:00,1119.4515,1197.5444,7,566.11,0.06976,尾盘平仓
2026-01-13,603278.SSE,sell,2026-01-12 09:44:00,2026-01-13 09:35:00,25.265,23.221,337,-712.81,-0.0809,止损
2026-01-13,300324.SZSE,sell,2026-01-12 09:35:00,2026-01-13 09:37:00,168.3896,165.0218,59,-223.81,-0.02,止损
