total_return,annual_return,max_drawdown,sharpe,trading_days,n_trades,trades_per_day,days_with_trade,coverage,win_rate,t_pnl,t_return,t_annual,gross_edge,net_edge,buyhold_annual,date_range,base_value,cash_value,base_pct,signal,thr,vol_thr,take_profit,stop_loss,max_trades,hold_max,reverse
-0.0257,-0.026,-0.0877,-0.356,241,216,0.9,216,0.8963,0.4537,-7977.34,-0.0399,-0.0404,0.001107,-0.001393,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,1.0,0.015,0.012,1,30,False
-0.0852,-0.0862,-0.1369,-1.121,241,216,0.9,216,0.8963,0.3287,-19874.4,-0.0994,-0.1005,-0.001111,-0.003611,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,1.0,0.015,0.012,1,30,True
-0.0251,-0.0254,-0.091,-0.355,241,214,0.89,214,0.888,0.4579,-7854.66,-0.0393,-0.0398,0.001066,-0.001434,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,1.0,0.015,0.012,1,60,False
-0.086,-0.087,-0.135,-1.102,241,214,0.89,214,0.888,0.3458,-20030.89,-0.1002,-0.1013,-0.001161,-0.003661,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,1.0,0.015,0.012,1,60,True
-0.998,-0.9981,-0.9979,-0.801,241,88,0.37,88,0.3651,0.4205,-3780.35,-0.0189,-0.0191,0.000788,-0.001712,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,1.0,0.015,0.012,2,30,False
-0.8442,-0.8478,-0.859,-1.284,241,169,0.7,169,0.7012,0.4024,-10034.69,-0.0502,-0.0508,8e-05,-0.00242,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,1.0,0.015,0.012,2,30,True
-0.8411,-0.8447,-0.8478,-1.323,241,172,0.71,172,0.7137,0.436,-11116.48,-0.0556,-0.0563,6.9e-05,-0.002431,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,1.0,0.015,0.012,2,60,False
-0.8428,-0.8464,-0.8599,-1.299,241,165,0.68,165,0.6846,0.3879,-10514.05,-0.0526,-0.0532,-0.00011,-0.00261,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,1.0,0.015,0.012,2,60,True
-0.0373,-0.0377,-0.0982,-0.526,241,190,0.79,190,0.7884,0.4895,-10291.17,-0.0515,-0.0521,0.000295,-0.002205,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.006,0.008,1,30,False
-0.051,-0.0516,-0.1156,-0.69,241,190,0.79,190,0.7884,0.4789,-13040.14,-0.0652,-0.066,-9.1e-05,-0.002591,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.006,0.008,1,30,True
-0.0366,-0.037,-0.0999,-0.516,241,184,0.76,184,0.7635,0.5326,-10147.61,-0.0507,-0.0514,0.000322,-0.002178,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.006,0.008,1,60,False
-0.0516,-0.0522,-0.1159,-0.698,241,184,0.76,184,0.7635,0.4946,-13160.1,-0.0658,-0.0666,-0.000227,-0.002727,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.006,0.008,1,60,True
-0.8529,-0.8564,-0.8651,-1.236,241,147,0.61,147,0.61,0.4626,-10032.42,-0.0502,-0.0508,-0.000226,-0.002726,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.006,0.008,2,30,False
-0.8545,-0.858,-0.8776,-1.222,241,125,0.52,125,0.5187,0.464,-7873.8,-0.0394,-0.0398,4.4e-05,-0.002456,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.006,0.008,2,30,True
-0.8469,-0.8504,-0.8606,-1.238,241,138,0.57,138,0.5726,0.5362,-8829.82,-0.0441,-0.0447,7e-05,-0.00243,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.006,0.008,2,60,False
-0.8499,-0.8534,-0.8734,-1.23,241,122,0.51,122,0.5062,0.5082,-7313.18,-0.0366,-0.037,0.000103,-0.002397,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.006,0.008,2,60,True
-0.0418,-0.0423,-0.1025,-0.591,241,190,0.79,190,0.7884,0.5,-11201.93,-0.056,-0.0567,0.000181,-0.002319,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.006,0.012,1,30,False
-0.052,-0.0526,-0.1168,-0.694,241,190,0.79,190,0.7884,0.5,-13229.4,-0.0661,-0.0669,-3.2e-05,-0.002532,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.006,0.012,1,30,True
-0.0524,-0.053,-0.1062,-0.737,241,184,0.76,184,0.7635,0.5543,-13313.5,-0.0666,-0.0674,-0.000237,-0.002737,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.006,0.012,1,60,False
-0.0607,-0.0614,-0.1227,-0.806,241,184,0.76,184,0.7635,0.5272,-14979.06,-0.0749,-0.0758,-0.000511,-0.003011,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.006,0.012,1,60,True
-0.8655,-0.8688,-0.8799,-1.22,241,148,0.61,148,0.6141,0.473,-11222.3,-0.0561,-0.0568,-0.000419,-0.002919,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.006,0.012,2,30,False
-0.8546,-0.8581,-0.8776,-1.214,241,125,0.52,125,0.5187,0.48,-7891.49,-0.0395,-0.0399,9.7e-05,-0.002403,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.006,0.012,2,30,True
-0.8658,-0.8691,-0.8809,-1.224,241,139,0.58,139,0.5768,0.5612,-11290.81,-0.0565,-0.0571,-0.000439,-0.002939,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.006,0.012,2,60,False
-0.8559,-0.8593,-0.8788,-1.223,241,122,0.51,122,0.5062,0.5328,-8506.75,-0.0425,-0.0431,-0.000194,-0.002694,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.006,0.012,2,60,True
-0.0291,-0.0295,-0.0901,-0.416,241,190,0.79,190,0.7884,0.4263,-8662.99,-0.0433,-0.0438,0.000569,-0.001931,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.01,0.008,1,30,False
-0.0525,-0.0532,-0.1169,-0.701,241,190,0.79,190,0.7884,0.4105,-13344.01,-0.0667,-0.0675,-0.000239,-0.002739,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.01,0.008,1,30,True
-0.0223,-0.0225,-0.0892,-0.318,241,184,0.76,184,0.7635,0.4728,-7287.96,-0.0364,-0.0369,0.000859,-0.001641,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.01,0.008,1,60,False
-0.0446,-0.0452,-0.1132,-0.594,241,184,0.76,184,0.7635,0.4076,-11759.86,-0.0588,-0.0595,-2.7e-05,-0.002527,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.01,0.008,1,60,True
-0.8723,-0.8756,-0.8797,-1.19,241,148,0.61,148,0.6141,0.3986,-9249.98,-0.0462,-0.0468,-3.5e-05,-0.002535,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.01,0.008,2,30,False
-0.8562,-0.8597,-0.8757,-1.22,241,125,0.52,125,0.5187,0.4,-8214.75,-0.0411,-0.0416,-0.000156,-0.002656,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.01,0.008,2,30,True
-0.8636,-0.8669,-0.8728,-1.191,241,139,0.58,139,0.5768,0.4748,-7497.4,-0.0375,-0.0379,0.000438,-0.002062,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.01,0.008,2,60,False
-0.8472,-0.8507,-0.8679,-1.229,241,122,0.51,122,0.5062,0.418,-6763.05,-0.0338,-0.0342,0.000203,-0.002297,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.01,0.008,2,60,True
-0.0313,-0.0317,-0.0942,-0.446,241,190,0.79,190,0.7884,0.4421,-9099.78,-0.0455,-0.0461,0.000563,-0.001937,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.01,0.012,1,30,False
-0.0554,-0.056,-0.1185,-0.73,241,190,0.79,190,0.7884,0.4263,-13911.73,-0.0696,-0.0704,-0.000267,-0.002767,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.01,0.012,1,30,True
-0.0374,-0.0379,-0.0966,-0.532,241,184,0.76,184,0.7635,0.4946,-10321.22,-0.0516,-0.0522,0.000339,-0.002161,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.01,0.012,1,60,False
-0.0528,-0.0534,-0.1184,-0.689,241,184,0.76,184,0.7635,0.4402,-13389.71,-0.0669,-0.0678,-0.00024,-0.00274,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.01,0.012,1,60,True
-0.8759,-0.8791,-0.8877,-1.17,241,149,0.62,149,0.6183,0.4094,-10556.32,-0.0528,-0.0534,-0.000273,-0.002773,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.01,0.012,2,30,False
-0.8567,-0.8601,-0.8758,-1.212,241,125,0.52,125,0.5187,0.416,-8308.31,-0.0415,-0.042,-0.000124,-0.002624,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.01,0.012,2,30,True
-0.878,-0.8812,-0.8892,-1.173,241,141,0.59,141,0.5851,0.4894,-10980.58,-0.0549,-0.0556,-0.000344,-0.002844,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.01,0.012,2,60,False
-0.8533,-0.8568,-0.8734,-1.225,241,122,0.51,122,0.5062,0.4344,-7994.9,-0.04,-0.0405,-5.4e-05,-0.002554,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.01,0.012,2,60,True
-0.0334,-0.0338,-0.0928,-0.477,241,190,0.79,190,0.7884,0.3789,-9514.66,-0.0476,-0.0482,0.000375,-0.002125,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.015,0.008,1,30,False
-0.0471,-0.0477,-0.1154,-0.626,241,190,0.79,190,0.7884,0.3947,-12264.62,-0.0613,-0.0621,-1.7e-05,-0.002517,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.015,0.008,1,30,True
-0.0222,-0.0224,-0.0907,-0.318,241,184,0.76,184,0.7635,0.413,-7269.56,-0.0363,-0.0368,0.000818,-0.001682,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.015,0.008,1,60,False
-0.0323,-0.0327,-0.1094,-0.427,241,184,0.76,184,0.7635,0.3804,-9298.64,-0.0465,-0.0471,0.000426,-0.002074,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.015,0.008,1,60,True
-0.8718,-0.875,-0.8797,-1.201,241,148,0.61,148,0.6141,0.3581,-9135.7,-0.0457,-0.0462,-7.6e-05,-0.002576,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.015,0.008,2,30,False
-0.854,-0.8574,-0.8733,-1.221,241,125,0.52,125,0.5187,0.392,-7759.42,-0.0388,-0.0393,-6e-06,-0.002506,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.015,0.008,2,30,True
-0.8649,-0.8682,-0.8748,-1.198,241,139,0.58,139,0.5768,0.4173,-7761.58,-0.0388,-0.0393,0.000248,-0.002252,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.015,0.008,2,60,False
-0.8449,-0.8485,-0.8653,-1.23,241,122,0.51,122,0.5062,0.3934,-6137.39,-0.0307,-0.0311,0.000312,-0.002188,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.015,0.008,2,60,True
-0.0362,-0.0367,-0.0963,-0.518,241,190,0.79,190,0.7884,0.3895,-10084.56,-0.0504,-0.051,0.00034,-0.00216,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.015,0.012,1,30,False
-0.0488,-0.0494,-0.1159,-0.641,241,190,0.79,190,0.7884,0.4105,-12605.29,-0.063,-0.0638,3e-06,-0.002497,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.015,0.012,1,30,True
-0.037,-0.0374,-0.0982,-0.531,241,184,0.76,184,0.7635,0.4348,-10228.22,-0.0511,-0.0518,0.00028,-0.00222,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.015,0.012,1,60,False
-0.0377,-0.0382,-0.1141,-0.49,241,184,0.76,184,0.7635,0.413,-10379.16,-0.0519,-0.0525,0.000336,-0.002164,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.015,0.012,1,60,True
-0.8767,-0.8798,-0.8877,-1.184,241,149,0.62,149,0.6183,0.3624,-10707.59,-0.0535,-0.0542,-0.000395,-0.002895,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.015,0.012,2,30,False
-0.8544,-0.8579,-0.8735,-1.214,241,125,0.52,125,0.5187,0.408,-7852.98,-0.0393,-0.0397,2.5e-05,-0.002475,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.015,0.012,2,30,True
-0.8817,-0.8848,-0.8919,-1.185,241,141,0.59,141,0.5851,0.4255,-11718.87,-0.0586,-0.0593,-0.000678,-0.003178,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.015,0.012,2,60,False
-0.8501,-0.8536,-0.8699,-1.23,241,122,0.51,122,0.5062,0.4098,-7179.55,-0.0359,-0.0363,0.000129,-0.002371,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,pulse,0.01,2.0,0.015,0.012,2,60,True
-0.0779,-0.0788,-0.1713,-0.677,241,238,0.99,238,0.9876,0.5126,-19827.06,-0.0991,-0.1003,0.000358,-0.002142,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.006,0.008,1,30,False
-0.0881,-0.0891,-0.1654,-0.829,241,238,0.99,238,0.9876,0.4874,-21871.08,-0.1094,-0.1106,9.5e-05,-0.002405,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.006,0.008,1,30,True
-0.0726,-0.0734,-0.1695,-0.629,241,236,0.98,236,0.9793,0.5508,-18767.34,-0.0938,-0.0949,0.000512,-0.001988,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.006,0.008,1,60,False
-0.0914,-0.0925,-0.1693,-0.862,241,236,0.98,236,0.9793,0.5254,-22542.68,-0.1127,-0.114,-5.5e-05,-0.002555,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.006,0.008,1,60,True
-0.9894,-0.99,-0.9876,-0.838,241,100,0.41,100,0.4149,0.4,-11924.92,-0.0596,-0.0603,-0.000739,-0.003239,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.006,0.008,2,30,False
-0.9969,-0.9972,-0.9964,-0.824,241,176,0.73,176,0.7303,0.517,-13187.62,-0.0659,-0.0667,0.000684,-0.001816,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.006,0.008,2,30,True
-0.9992,-0.9993,-0.9991,-0.818,241,89,0.37,89,0.3693,0.3933,-12057.37,-0.0603,-0.061,-0.001158,-0.003658,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.006,0.008,2,60,False
-0.9961,-0.9964,-0.9954,-0.818,241,184,0.76,184,0.7635,0.5435,-13256.61,-0.0663,-0.0671,0.000661,-0.001839,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.006,0.008,2,60,True
-0.0822,-0.0832,-0.1739,-0.707,241,238,0.99,238,0.9876,0.5378,-20703.82,-0.1035,-0.1047,0.000278,-0.002222,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.006,0.012,1,30,False
-0.0789,-0.0798,-0.1524,-0.749,241,238,0.99,238,0.9876,0.5042,-20025.94,-0.1001,-0.1013,0.00024,-0.00226,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.006,0.012,1,30,True
-0.0826,-0.0836,-0.1763,-0.704,241,236,0.98,236,0.9793,0.5847,-20780.13,-0.1039,-0.1051,0.000329,-0.002171,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.006,0.012,1,60,False
-0.0679,-0.0687,-0.1529,-0.648,241,236,0.98,236,0.9793,0.5805,-17824.86,-0.0891,-0.0902,0.000391,-0.002109,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.006,0.012,1,60,True
-0.9992,-0.9993,-0.9991,-0.819,241,97,0.4,97,0.4025,0.4124,-12065.82,-0.0603,-0.0611,-0.000832,-0.003332,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.006,0.012,2,30,False
-0.9971,-0.9973,-0.9966,-0.824,241,176,0.73,176,0.7303,0.5284,-13216.07,-0.0661,-0.0669,0.000637,-0.001863,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.006,0.012,2,30,True
-0.9873,-0.988,-0.9851,-0.848,241,72,0.3,72,0.2988,0.375,-11874.86,-0.0594,-0.0601,-0.001893,-0.004393,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.006,0.012,2,60,False
-0.9995,-0.9995,-0.9994,-0.81,241,186,0.77,186,0.7718,0.586,-13046.06,-0.0652,-0.066,0.000619,-0.001881,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.006,0.012,2,60,True
-0.1006,-0.1018,-0.1931,-0.853,241,238,0.99,238,0.9876,0.3908,-24372.75,-0.1219,-0.1233,-0.000109,-0.002609,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.01,0.008,1,30,False
-0.0895,-0.0906,-0.1648,-0.843,241,238,0.99,238,0.9876,0.4202,-22152.68,-0.1108,-0.1121,-1.8e-05,-0.002518,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.01,0.008,1,30,True
-0.1008,-0.102,-0.1933,-0.841,241,236,0.98,236,0.9793,0.4025,-24418.12,-0.1221,-0.1235,-5.1e-05,-0.002551,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.01,0.008,1,60,False
-0.086,-0.087,-0.1585,-0.815,241,236,0.98,236,0.9793,0.428,-21459.58,-0.1073,-0.1086,-7.4e-05,-0.002574,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.01,0.008,1,60,True
-0.9992,-0.9993,-0.9991,-0.819,241,97,0.4,97,0.4025,0.3299,-12065.54,-0.0603,-0.0611,-0.00092,-0.00342,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.01,0.008,2,30,False
-0.9933,-0.9937,-0.9921,-0.824,241,196,0.81,196,0.8133,0.4592,-13122.39,-0.0656,-0.0664,0.000803,-0.001697,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.01,0.008,2,30,True
-0.9993,-0.9994,-0.9992,-0.818,241,89,0.37,89,0.3693,0.3258,-12085.75,-0.0604,-0.0612,-0.001228,-0.003728,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.01,0.008,2,60,False
-0.8627,-0.8661,-0.839,-1.168,241,199,0.83,199,0.8257,0.4472,-13238.82,-0.0662,-0.067,0.000626,-0.001874,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.01,0.008,2,60,True
-0.1043,-0.1055,-0.1959,-0.874,241,238,0.99,238,0.9876,0.416,-25106.54,-0.1255,-0.127,-0.000164,-0.002664,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.01,0.012,1,30,False
-0.0823,-0.0832,-0.1524,-0.781,241,238,0.99,238,0.9876,0.437,-20705.53,-0.1035,-0.1047,7.1e-05,-0.002429,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.01,0.012,1,30,True
-0.1103,-0.1116,-0.1976,-0.902,241,236,0.98,236,0.9793,0.4364,-26315.75,-0.1316,-0.1331,-0.000227,-0.002727,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.01,0.012,1,60,False
-0.0582,-0.0589,-0.1409,-0.56,241,236,0.98,236,0.9793,0.4873,-15889.03,-0.0794,-0.0804,0.000463,-0.002037,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.01,0.012,1,60,True
-0.9999,-0.9999,-0.9999,-0.821,241,89,0.37,89,0.3693,0.3371,-11413.08,-0.0571,-0.0578,-0.001031,-0.003531,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.01,0.012,2,30,False
-0.8628,-0.8661,-0.8391,-1.173,241,203,0.84,203,0.8423,0.4729,-13390.57,-0.067,-0.0678,0.000768,-0.001732,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.01,0.012,2,30,True
-0.9878,-0.9884,-0.9856,-0.848,241,72,0.3,72,0.2988,0.3056,-11960.14,-0.0598,-0.0605,-0.002022,-0.004522,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.01,0.012,2,60,False
-0.9981,-0.9983,-0.9978,-0.804,241,212,0.88,212,0.8797,0.4811,-12966.09,-0.0648,-0.0656,0.000641,-0.001859,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.01,0.012,2,60,True
-0.0996,-0.1008,-0.1891,-0.838,241,238,0.99,238,0.9876,0.3739,-24176.42,-0.1209,-0.1223,-1.4e-05,-0.002514,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.015,0.008,1,30,False
-0.0818,-0.0828,-0.1579,-0.767,241,238,0.99,238,0.9876,0.4034,-20617.47,-0.1031,-0.1043,0.000141,-0.002359,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.015,0.008,1,30,True
-0.1101,-0.1113,-0.1924,-0.907,241,236,0.98,236,0.9793,0.3475,-26265.53,-0.1313,-0.1328,-0.000173,-0.002673,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.015,0.008,1,60,False
-0.0821,-0.083,-0.1603,-0.776,241,236,0.98,236,0.9793,0.3856,-20665.33,-0.1033,-0.1045,1.6e-05,-0.002484,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.015,0.008,1,60,True
-1.0,-1.0,-1.0,-0.818,241,97,0.4,97,0.4025,0.3093,-12037.09,-0.0602,-0.0609,-0.00092,-0.00342,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.015,0.008,2,30,False
-0.8628,-0.8661,-0.8391,-1.17,241,203,0.84,203,0.8423,0.4335,-13390.57,-0.067,-0.0678,0.000788,-0.001712,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.015,0.008,2,30,True
-0.9994,-0.9995,-0.9993,-0.817,241,99,0.41,99,0.4108,0.3131,-11782.59,-0.0589,-0.0596,-0.00082,-0.00332,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.015,0.008,2,60,False
-0.9989,-0.999,-0.9987,-0.809,241,186,0.77,186,0.7718,0.4032,-12932.25,-0.0647,-0.0654,0.000616,-0.001884,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.015,0.008,2,60,True
-0.1016,-0.1028,-0.1909,-0.845,241,238,0.99,238,0.9876,0.3992,-24569.14,-0.1228,-0.1243,-3e-05,-0.00253,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.015,0.012,1,30,False
-0.0777,-0.0786,-0.1484,-0.733,241,238,0.99,238,0.9876,0.416,-19794.2,-0.099,-0.1001,0.000171,-0.002329,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.015,0.012,1,30,True
-0.1134,-0.1148,-0.1932,-0.922,241,236,0.98,236,0.9793,0.3856,-26942.13,-0.1347,-0.1363,-0.00023,-0.00273,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.015,0.012,1,60,False
-0.0612,-0.0619,-0.1511,-0.584,241,236,0.98,236,0.9793,0.4364,-16484.75,-0.0824,-0.0834,0.000423,-0.002077,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.015,0.012,1,60,True
-0.9885,-0.9891,-0.9865,-0.846,241,78,0.32,78,0.3237,0.2821,-12025.55,-0.0601,-0.0609,-0.001725,-0.004225,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.015,0.012,2,30,False
-0.8623,-0.8657,-0.8386,-1.172,241,203,0.84,203,0.8423,0.4483,-13305.22,-0.0665,-0.0673,0.000732,-0.001768,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.015,0.012,2,30,True
-0.9886,-0.9892,-0.9866,-0.847,241,72,0.3,72,0.2988,0.2778,-12130.86,-0.0607,-0.0614,-0.002125,-0.004625,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.015,0.012,2,60,False
-0.9964,-0.9966,-0.9957,-0.81,241,201,0.83,201,0.834,0.4478,-13159.59,-0.0658,-0.0666,0.000598,-0.001902,0.0215,"['2025-09-08', '2026-09-04']",30000,170000.0,0.15,corr,0.1,1.0,0.015,0.012,2,60,True
