total_return,annual_return,max_drawdown,sharpe,trading_days,n_trades,trades_per_day,days_with_trade,coverage,win_rate,t_pnl,t_return,t_annual,gross_edge,net_edge,buyhold_annual,date_range,base_value,cash_value,base_pct,signal,thr,vol_thr,take_profit,stop_loss,max_trades,hold_max,reverse
-0.0519,-0.0525,-0.1168,-0.681,241,238,0.99,238,0.9876,0.5126,-13218.04,-0.0661,-0.0669,0.000358,-0.002142,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.006,0.008,1,30,False
-0.0587,-0.0594,-0.113,-0.83,241,238,0.99,238,0.9876,0.4874,-14580.72,-0.0729,-0.0738,9.5e-05,-0.002405,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.006,0.008,1,30,True
-0.0484,-0.049,-0.1157,-0.632,241,236,0.98,236,0.9793,0.5508,-12511.56,-0.0626,-0.0633,0.000512,-0.001988,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.006,0.008,1,60,False
-0.061,-0.0617,-0.1158,-0.863,241,236,0.98,236,0.9793,0.5254,-15028.46,-0.0751,-0.076,-5.5e-05,-0.002555,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.006,0.008,1,60,True
-0.9925,-0.993,-0.9917,-0.827,241,79,0.33,79,0.3278,0.3924,-6674.8,-0.0334,-0.0338,-0.001025,-0.003525,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.006,0.008,2,30,False
-1.0,-1.0,-1.0,-0.804,241,164,0.68,164,0.6805,0.5183,-7867.68,-0.0393,-0.0398,0.000776,-0.001724,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.006,0.008,2,30,True
-0.9983,-0.9984,-0.9981,-0.816,241,70,0.29,70,0.2905,0.3857,-6584.56,-0.0329,-0.0333,-0.001438,-0.003938,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.006,0.008,2,60,False
-0.9954,-0.9957,-0.9949,-0.81,241,140,0.58,140,0.5809,0.5786,-4348.8,-0.0217,-0.022,0.001228,-0.001272,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.006,0.008,2,60,True
-0.0548,-0.0555,-0.1187,-0.712,241,238,0.99,238,0.9876,0.5378,-13802.55,-0.069,-0.0698,0.000278,-0.002222,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.006,0.012,1,30,False
-0.0526,-0.0532,-0.104,-0.749,241,238,0.99,238,0.9876,0.5042,-13350.63,-0.0668,-0.0676,0.00024,-0.00226,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.006,0.012,1,30,True
-0.0551,-0.0558,-0.1204,-0.709,241,236,0.98,236,0.9793,0.5847,-13853.42,-0.0693,-0.0701,0.000329,-0.002171,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.006,0.012,1,60,False
-0.0452,-0.0458,-0.1046,-0.646,241,236,0.98,236,0.9793,0.5805,-11883.24,-0.0594,-0.0601,0.000391,-0.002109,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.006,0.012,1,60,True
-0.9997,-0.9997,-0.9997,-0.814,241,67,0.28,67,0.278,0.3881,-6655.32,-0.0333,-0.0337,-0.001649,-0.004149,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.006,0.012,2,30,False
-0.9999,-0.9999,-0.9999,-0.805,241,164,0.68,164,0.6805,0.5305,-7886.65,-0.0394,-0.0399,0.000726,-0.001774,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.006,0.012,2,30,True
-0.9978,-0.998,-0.9976,-0.818,241,70,0.29,70,0.2905,0.4143,-6546.96,-0.0327,-0.0331,-0.001364,-0.003864,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.006,0.012,2,60,False
-0.9955,-0.9958,-0.9951,-0.81,241,146,0.61,146,0.6058,0.6164,-4416.59,-0.0221,-0.0224,0.001195,-0.001305,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.006,0.012,2,60,True
-0.0671,-0.0679,-0.1318,-0.861,241,238,0.99,238,0.9876,0.3908,-16248.5,-0.0812,-0.0822,-0.000109,-0.002609,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.01,0.008,1,30,False
-0.0597,-0.0604,-0.1125,-0.844,241,238,0.99,238,0.9876,0.4202,-14768.46,-0.0738,-0.0747,-1.8e-05,-0.002518,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.01,0.008,1,30,True
-0.0672,-0.068,-0.1319,-0.85,241,236,0.98,236,0.9793,0.4025,-16278.75,-0.0814,-0.0824,-5.1e-05,-0.002551,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.01,0.008,1,60,False
-0.0574,-0.058,-0.1082,-0.816,241,236,0.98,236,0.9793,0.428,-14306.38,-0.0715,-0.0724,-7.4e-05,-0.002574,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.01,0.008,1,60,True
-0.9919,-0.9923,-0.9909,-0.828,241,79,0.33,79,0.3278,0.3291,-6542.03,-0.0327,-0.0331,-0.001009,-0.003509,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.01,0.008,2,30,False
-0.9981,-0.9983,-0.9979,-0.807,241,176,0.73,176,0.7303,0.4659,-7786.15,-0.0389,-0.0394,0.000845,-0.001655,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.01,0.008,2,30,True
-0.9923,-0.9928,-0.9914,-0.827,241,73,0.3,73,0.3029,0.3151,-6630.63,-0.0332,-0.0336,-0.001353,-0.003853,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.01,0.008,2,60,False
-0.9922,-0.9927,-0.9913,-0.843,241,72,0.3,72,0.2988,0.3611,-4350.93,-0.0218,-0.022,-0.0003,-0.0028,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.01,0.008,2,60,True
-0.0695,-0.0703,-0.1338,-0.884,241,238,0.99,238,0.9876,0.416,-16737.69,-0.0837,-0.0847,-0.000164,-0.002664,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.01,0.012,1,30,False
-0.0548,-0.0555,-0.1038,-0.781,241,238,0.99,238,0.9876,0.437,-13803.68,-0.069,-0.0698,7.1e-05,-0.002429,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.01,0.012,1,30,True
-0.0735,-0.0744,-0.1347,-0.914,241,236,0.98,236,0.9793,0.4364,-17543.84,-0.0877,-0.0888,-0.000227,-0.002727,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.01,0.012,1,60,False
-0.0388,-0.0393,-0.0963,-0.558,241,236,0.98,236,0.9793,0.4873,-10592.69,-0.053,-0.0536,0.000463,-0.002037,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.01,0.012,1,60,True
-0.9998,-0.9998,-0.9998,-0.814,241,67,0.28,67,0.278,0.3134,-6674.28,-0.0334,-0.0338,-0.001696,-0.004196,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.01,0.012,2,30,False
-0.9982,-0.9983,-0.998,-0.807,241,176,0.73,176,0.7303,0.4773,-7805.12,-0.039,-0.0395,0.000795,-0.001705,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.01,0.012,2,30,True
-0.9997,-0.9997,-0.9996,-0.815,241,63,0.26,63,0.2614,0.3175,-6707.21,-0.0335,-0.0339,-0.001984,-0.004484,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.01,0.012,2,60,False
-0.9933,-0.9938,-0.9926,-0.84,241,72,0.3,72,0.2988,0.3889,-4673.39,-0.0234,-0.0237,-0.000494,-0.002994,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.01,0.012,2,60,True
-0.0664,-0.0672,-0.1289,-0.847,241,238,0.99,238,0.9876,0.3739,-16117.62,-0.0806,-0.0815,-1.4e-05,-0.002514,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.015,0.008,1,30,False
-0.0545,-0.0552,-0.1079,-0.767,241,238,0.99,238,0.9876,0.4034,-13744.98,-0.0687,-0.0695,0.000141,-0.002359,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.015,0.008,1,30,True
-0.0734,-0.0742,-0.1309,-0.918,241,236,0.98,236,0.9793,0.3475,-17510.35,-0.0876,-0.0886,-0.000173,-0.002673,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.015,0.008,1,60,False
-0.0547,-0.0554,-0.1095,-0.776,241,236,0.98,236,0.9793,0.3856,-13776.88,-0.0689,-0.0697,1.6e-05,-0.002484,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.015,0.008,1,60,True
-0.9922,-0.9927,-0.9914,-0.828,241,79,0.33,79,0.3278,0.3038,-6617.85,-0.0331,-0.0335,-0.001071,-0.003571,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.015,0.008,2,30,False
-0.9982,-0.9983,-0.998,-0.805,241,176,0.73,176,0.7303,0.4489,-7805.12,-0.039,-0.0395,0.000819,-0.001681,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.015,0.008,2,30,True
-0.9996,-0.9996,-0.9995,-0.813,241,63,0.26,63,0.2614,0.2698,-6630.82,-0.0332,-0.0336,-0.002032,-0.004532,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.015,0.008,2,60,False
-0.9929,-0.9933,-0.9921,-0.84,241,72,0.3,72,0.2988,0.3333,-4483.94,-0.0224,-0.0227,-0.000349,-0.002849,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.015,0.008,2,60,True
-0.0677,-0.0685,-0.1302,-0.855,241,238,0.99,238,0.9876,0.3992,-16379.43,-0.0819,-0.0829,-3e-05,-0.00253,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.015,0.012,1,30,False
-0.0518,-0.0524,-0.1012,-0.732,241,238,0.99,238,0.9876,0.416,-13196.13,-0.066,-0.0668,0.000171,-0.002329,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.015,0.012,1,30,True
-0.0756,-0.0765,-0.1315,-0.935,241,236,0.98,236,0.9793,0.3856,-17961.42,-0.0898,-0.0909,-0.00023,-0.00273,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.015,0.012,1,60,False
-0.0408,-0.0413,-0.1035,-0.582,241,236,0.98,236,0.9793,0.4364,-10989.84,-0.0549,-0.0556,0.000423,-0.002077,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.015,0.012,1,60,True
-0.9997,-0.9997,-0.9997,-0.814,241,67,0.28,67,0.278,0.3134,-6655.27,-0.0333,-0.0337,-0.001721,-0.004221,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.015,0.012,2,30,False
-0.9977,-0.9979,-0.9975,-0.808,241,176,0.73,176,0.7303,0.4602,-7710.27,-0.0386,-0.039,0.000787,-0.001713,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.015,0.012,2,30,True
-0.9998,-0.9998,-0.9998,-0.816,241,60,0.25,60,0.249,0.3,-6678.68,-0.0334,-0.0338,-0.002288,-0.004788,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.015,0.012,2,60,False
-0.9933,-0.9938,-0.9926,-0.84,241,72,0.3,72,0.2988,0.3611,-4673.62,-0.0234,-0.0237,-0.000474,-0.002974,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,1.0,0.015,0.012,2,60,True
-0.0498,-0.0504,-0.1143,-0.665,241,216,0.9,216,0.8963,0.4074,-12798.87,-0.064,-0.0648,8.4e-05,-0.002416,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.006,0.008,1,30,False
-0.0541,-0.0547,-0.1181,-0.755,241,216,0.9,216,0.8963,0.4444,-13649.79,-0.0682,-0.0691,-3.2e-05,-0.002532,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.006,0.008,1,30,True
-0.0454,-0.046,-0.1167,-0.601,241,209,0.87,209,0.8672,0.4737,-11922.48,-0.0596,-0.0603,0.000169,-0.002331,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.006,0.008,1,60,False
-0.0521,-0.0527,-0.115,-0.728,241,209,0.87,209,0.8672,0.4833,-13246.89,-0.0662,-0.067,-4.4e-05,-0.002544,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.006,0.008,1,60,True
-0.8654,-0.8687,-0.8858,-1.118,241,97,0.4,97,0.4025,0.4433,-4759.42,-0.0238,-0.0241,0.000487,-0.002013,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.006,0.008,2,30,False
-0.9972,-0.9974,-0.9971,-0.798,241,143,0.59,143,0.5934,0.5105,-5614.93,-0.0281,-0.0284,0.001019,-0.001481,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.006,0.008,2,30,True
-0.8012,-0.8052,-0.8217,-1.325,241,88,0.37,88,0.3651,0.5,-3684.72,-0.0184,-0.0187,0.00089,-0.00161,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.006,0.008,2,60,False
-0.991,-0.9915,-0.9909,-0.828,241,87,0.36,87,0.361,0.5172,-5058.72,-0.0253,-0.0256,0.000273,-0.002227,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.006,0.008,2,60,True
-0.0487,-0.0493,-0.1118,-0.65,241,216,0.9,216,0.8963,0.412,-12571.49,-0.0629,-0.0636,0.000126,-0.002374,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.006,0.012,1,30,False
-0.0581,-0.0588,-0.119,-0.805,241,216,0.9,216,0.8963,0.4537,-14464.71,-0.0723,-0.0732,-0.000124,-0.002624,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.006,0.012,1,30,True
-0.0465,-0.047,-0.1106,-0.613,241,209,0.87,209,0.8672,0.4976,-12130.33,-0.0607,-0.0614,0.000153,-0.002347,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.006,0.012,1,60,False
-0.0641,-0.0649,-0.1214,-0.883,241,209,0.87,209,0.8672,0.4976,-15654.67,-0.0783,-0.0792,-0.000432,-0.002932,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.006,0.012,1,60,True
-0.8674,-0.8707,-0.8869,-1.119,241,97,0.4,97,0.4025,0.4433,-5157.76,-0.0258,-0.0261,0.000348,-0.002152,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.006,0.012,2,30,False
-0.9914,-0.9919,-0.9913,-0.828,241,89,0.37,89,0.3693,0.4831,-5578.35,-0.0279,-0.0282,0.000297,-0.002203,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.006,0.012,2,30,True
-0.8295,-0.8332,-0.8497,-1.22,241,89,0.37,89,0.3693,0.4944,-4745.56,-0.0237,-0.024,0.000472,-0.002028,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.006,0.012,2,60,False
-0.9926,-0.9931,-0.9926,-0.826,241,81,0.34,81,0.3361,0.5432,-5292.48,-0.0265,-0.0268,-3.7e-05,-0.002537,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.006,0.012,2,60,True
-0.0493,-0.0499,-0.1108,-0.661,241,216,0.9,216,0.8963,0.3519,-12702.71,-0.0635,-0.0643,0.000141,-0.002359,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.01,0.008,1,30,False
-0.0515,-0.0521,-0.1153,-0.716,241,216,0.9,216,0.8963,0.3796,-13137.93,-0.0657,-0.0665,7.1e-05,-0.002429,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.01,0.008,1,30,True
-0.0395,-0.0399,-0.1102,-0.526,241,209,0.87,209,0.8672,0.4067,-10728.77,-0.0536,-0.0543,0.000431,-0.002069,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.01,0.008,1,60,False
-0.0474,-0.048,-0.1099,-0.662,241,209,0.87,209,0.8672,0.4019,-12317.64,-0.0616,-0.0623,0.000141,-0.002359,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.01,0.008,1,60,True
-0.8594,-0.8628,-0.8808,-1.114,241,97,0.4,97,0.4025,0.433,-3564.52,-0.0178,-0.018,0.00097,-0.00153,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.01,0.008,2,30,False
-0.9948,-0.9952,-0.9948,-0.805,241,128,0.53,128,0.5311,0.4219,-5688.19,-0.0284,-0.0288,0.000824,-0.001676,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.01,0.008,2,30,True
-0.7945,-0.7985,-0.8161,-1.32,241,89,0.37,89,0.3693,0.4719,-2346.0,-0.0117,-0.0119,0.001534,-0.000966,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.01,0.008,2,60,False
-0.9907,-0.9912,-0.9905,-0.828,241,87,0.36,87,0.361,0.4023,-4982.8,-0.0249,-0.0252,0.000285,-0.002215,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.01,0.008,2,60,True
-0.0483,-0.0489,-0.1083,-0.648,241,216,0.9,216,0.8963,0.3565,-12494.24,-0.0625,-0.0632,0.000186,-0.002314,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.01,0.012,1,30,False
-0.0551,-0.0558,-0.1162,-0.759,241,216,0.9,216,0.8963,0.3889,-13858.01,-0.0693,-0.0701,-6e-06,-0.002506,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.01,0.012,1,30,True
-0.0414,-0.042,-0.1049,-0.55,241,209,0.87,209,0.8672,0.4163,-11125.63,-0.0556,-0.0563,0.000396,-0.002104,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.01,0.012,1,60,False
-0.0596,-0.0604,-0.118,-0.818,241,209,0.87,209,0.8672,0.4163,-14763.36,-0.0738,-0.0747,-0.000249,-0.002749,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.01,0.012,1,60,True
-0.8608,-0.8642,-0.8814,-1.116,241,97,0.4,97,0.4025,0.433,-3849.04,-0.0192,-0.0195,0.000885,-0.001615,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.01,0.012,2,30,False
-0.9916,-0.9921,-0.9916,-0.827,241,89,0.37,89,0.3693,0.3708,-5635.2,-0.0282,-0.0285,0.000262,-0.002238,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.01,0.012,2,30,True
-0.8198,-0.8236,-0.8411,-1.217,241,89,0.37,89,0.3693,0.4831,-2811.47,-0.0141,-0.0142,0.001424,-0.001076,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.01,0.012,2,60,False
-0.9925,-0.993,-0.9924,-0.825,241,81,0.34,81,0.3361,0.4198,-5273.47,-0.0264,-0.0267,-3.4e-05,-0.002534,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.01,0.012,2,60,True
-0.0508,-0.0514,-0.1083,-0.678,241,216,0.9,216,0.8963,0.3333,-12986.28,-0.0649,-0.0657,0.000112,-0.002388,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.015,0.008,1,30,False
-0.0531,-0.0538,-0.1205,-0.734,241,216,0.9,216,0.8963,0.3565,-13459.96,-0.0673,-0.0681,1e-06,-0.002499,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.015,0.008,1,30,True
-0.0343,-0.0347,-0.1025,-0.453,241,209,0.87,209,0.8672,0.3828,-9686.65,-0.0484,-0.049,0.000653,-0.001847,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.015,0.008,1,60,False
-0.0468,-0.0474,-0.1178,-0.652,241,209,0.87,209,0.8672,0.3636,-12203.74,-0.061,-0.0618,0.00012,-0.00238,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.015,0.008,1,60,True
-0.8565,-0.8599,-0.8788,-1.118,241,97,0.4,97,0.4025,0.4227,-2976.6,-0.0149,-0.0151,0.001179,-0.001321,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.015,0.008,2,30,False
-0.9965,-0.9967,-0.9965,-0.801,241,134,0.56,134,0.556,0.3881,-5739.56,-0.0287,-0.029,0.000866,-0.001634,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.015,0.008,2,30,True
-0.8845,-0.8876,-0.9075,-1.096,241,88,0.37,88,0.3651,0.4432,-1731.47,-0.0087,-0.0088,0.001781,-0.000719,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.015,0.008,2,60,False
-0.9894,-0.99,-0.9893,-0.821,241,131,0.54,131,0.5436,0.4198,-5137.79,-0.0257,-0.026,0.000967,-0.001533,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.015,0.008,2,60,True
-0.0497,-0.0503,-0.1058,-0.664,241,216,0.9,216,0.8963,0.338,-12777.82,-0.0639,-0.0647,0.000156,-0.002344,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.015,0.012,1,30,False
-0.0567,-0.0574,-0.1213,-0.777,241,216,0.9,216,0.8963,0.3657,-14180.05,-0.0709,-0.0718,-7.5e-05,-0.002575,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.015,0.012,1,30,True
-0.0342,-0.0346,-0.0974,-0.452,241,209,0.87,209,0.8672,0.3971,-9667.26,-0.0483,-0.0489,0.000669,-0.001831,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.015,0.012,1,60,False
-0.0591,-0.0598,-0.1245,-0.808,241,209,0.87,209,0.8672,0.378,-14649.36,-0.0732,-0.0741,-0.000267,-0.002767,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.015,0.012,1,60,True
-0.8579,-0.8613,-0.8794,-1.119,241,97,0.4,97,0.4025,0.4227,-3261.12,-0.0163,-0.0165,0.001094,-0.001406,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.015,0.012,2,30,False
-0.9937,-0.9941,-0.9937,-0.81,241,126,0.52,126,0.5228,0.4048,-5679.06,-0.0284,-0.0287,0.000856,-0.001644,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.015,0.012,2,30,True
-0.8191,-0.8229,-0.8398,-1.22,241,89,0.37,89,0.3693,0.4494,-2659.53,-0.0133,-0.0135,0.001426,-0.001074,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.015,0.012,2,60,False
-0.9921,-0.9925,-0.992,-0.824,241,87,0.36,87,0.361,0.4023,-5267.42,-0.0263,-0.0267,0.000275,-0.002225,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.1,2.0,0.015,0.012,2,60,True
-0.0541,-0.0548,-0.1133,-0.706,241,232,0.96,232,0.9627,0.4784,-13663.27,-0.0683,-0.0691,0.000131,-0.002369,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.2,1.0,0.006,0.008,1,30,False
-0.0548,-0.0555,-0.1178,-0.772,241,232,0.96,232,0.9627,0.4698,-13795.81,-0.069,-0.0698,0.000167,-0.002333,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.2,1.0,0.006,0.008,1,30,True
-0.0559,-0.0566,-0.1145,-0.727,241,228,0.95,228,0.9461,0.5088,-14017.86,-0.0701,-0.0709,9.2e-05,-0.002408,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.2,1.0,0.006,0.008,1,60,False
-0.0509,-0.0515,-0.1155,-0.718,241,228,0.95,228,0.9461,0.5219,-13012.92,-0.0651,-0.0658,0.000207,-0.002293,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.2,1.0,0.006,0.008,1,60,True
-0.9998,-0.9998,-0.9998,-0.797,241,98,0.41,98,0.4066,0.3776,-7758.32,-0.0388,-0.0393,-0.000792,-0.003292,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.2,1.0,0.006,0.008,2,30,False
-0.9967,-0.9969,-0.9963,-0.796,241,137,0.57,137,0.5685,0.562,-2627.16,-0.0131,-0.0133,0.00169,-0.00081,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.2,1.0,0.006,0.008,2,30,True
-0.8851,-0.8881,-0.9039,-1.11,241,160,0.66,160,0.6639,0.4813,-9816.29,-0.0491,-0.0497,0.000103,-0.002397,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.2,1.0,0.006,0.008,2,60,False
-0.8732,-0.8765,-0.8814,-1.192,241,225,0.93,225,0.9336,0.5378,-10195.52,-0.051,-0.0516,0.000596,-0.001904,0.0144,"['2025-09-08', '2026-09-04']",20000,180000.0,0.1,corr,0.2,1.0,0.006,0.008,2,60,True
