total_return,annual_return,max_drawdown,sharpe,trading_days,n_trades,trades_per_day,days_with_trade,coverage,win_rate,t_pnl,t_return,t_annual,gross_edge,net_edge,avg_trade_amount,effective_round_trip,n_unclosed,buyhold_annual,date_range,gate_pass_pct,signal,thr,vol_thr,take_profit,stop_loss,max_trades,hold_max,reverse,min_breadth,min_day_ret,min_vol_z,gated
0.2198,0.2228,-0.2676,0.71,241,80,0.33,80,0.332,0.5875,16027.32,0.0801,0.0812,0.002695,0.001004,134021.15,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,pulse,0.005,2.0,0.01,0.012,1,60,True,0.3,-0.005,-0.8,True
0.2186,0.2216,-0.2923,0.721,241,55,0.23,55,0.2282,0.5273,15783.87,0.0789,0.0799,0.003257,0.001566,138209.46,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,corr,0.3,2.0,0.015,0.012,1,60,True,0.3,-0.005,-0.8,True
0.2113,0.2141,-0.3016,0.679,241,50,0.21,50,0.2075,0.58,14313.07,0.0716,0.0725,0.004047,0.002356,126316.61,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.7309,corr,0.3,2.0,0.015,0.012,1,60,False,0.0,-1.0,-0.8,True
0.2108,0.2137,-0.2921,0.696,241,55,0.23,55,0.2282,0.5455,14219.24,0.0711,0.072,0.00304,0.001349,138237.86,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,corr,0.3,2.0,0.01,0.012,1,60,True,0.3,-0.005,-0.8,True
0.21,0.2129,-0.2948,0.696,241,73,0.3,73,0.3029,0.5068,14070.35,0.0704,0.0713,0.002662,0.000971,136573.83,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3636,corr,0.3,2.0,0.015,0.008,1,60,True,0.3,-1.0,-0.8,True
0.2066,0.2094,-0.2921,0.663,241,50,0.21,50,0.2075,0.6,13373.94,0.0669,0.0677,0.003988,0.002297,126339.53,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.7309,corr,0.3,2.0,0.01,0.012,1,60,False,0.0,-1.0,-0.8,True
0.2043,0.2071,-0.2983,0.675,241,73,0.3,73,0.3029,0.5342,12923.84,0.0646,0.0654,0.002672,0.000982,136582.39,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3636,corr,0.3,2.0,0.015,0.012,1,60,True,0.3,-1.0,-0.8,True
0.204,0.2068,-0.2995,0.667,241,55,0.23,55,0.2282,0.5091,12863.22,0.0643,0.0651,0.002868,0.001177,138262.52,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,corr,0.3,2.0,0.015,0.008,1,60,True,0.3,-0.005,-0.8,True
0.204,0.2068,-0.2942,0.672,241,55,0.23,55,0.2282,0.5273,12863.22,0.0643,0.0651,0.002811,0.001121,138262.48,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,corr,0.3,2.0,0.01,0.008,1,60,True,0.3,-0.005,-0.8,True
0.2005,0.2033,-0.2801,0.646,241,92,0.38,92,0.3817,0.5652,12169.75,0.0608,0.0616,0.002235,0.000544,133975.31,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,pulse,0.003,2.0,0.01,0.012,1,60,True,0.3,-0.005,-0.8,True
0.1989,0.2016,-0.3028,0.653,241,60,0.25,60,0.249,0.5,11835.77,0.0592,0.0599,0.002758,0.001067,136868.47,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,corr,0.3,2.0,0.01,0.012,1,30,True,0.3,-0.005,-0.8,True
0.1952,0.1978,-0.3028,0.634,241,75,0.31,75,0.3112,0.4933,11093.42,0.0555,0.0562,0.002364,0.000673,135878.1,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,corr,0.2,2.0,0.015,0.012,1,60,True,0.3,-0.005,-0.8,True
0.1949,0.1975,-0.2993,0.621,241,37,0.15,37,0.1535,0.5676,11041.28,0.0552,0.0559,0.00396,0.002269,128118.25,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.6148,corr,0.3,2.0,0.015,0.012,1,60,False,0.0,-0.005,-0.8,True
0.194,0.1967,-0.3037,0.619,241,27,0.11,27,0.112,0.6667,10865.0,0.0543,0.055,0.004436,0.002745,129248.0,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.4742,corr,0.3,2.0,0.015,0.012,1,60,False,0.0,0.0,-0.8,True
0.1929,0.1955,-0.3036,0.617,241,42,0.17,42,0.1743,0.5476,10640.24,0.0532,0.0539,0.003083,0.001393,140509.15,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.2425,corr,0.3,2.0,0.015,0.012,1,60,True,0.3,0.0,-0.8,True
0.1921,0.1947,-0.3057,0.629,241,60,0.25,60,0.249,0.5,10479.76,0.0524,0.0531,0.002567,0.000876,136891.06,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,corr,0.3,2.0,0.01,0.008,1,30,True,0.3,-0.005,-0.8,True
0.1921,0.1947,-0.3125,0.625,241,60,0.25,60,0.249,0.4833,10479.76,0.0524,0.0531,0.002664,0.000973,136891.1,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,corr,0.3,2.0,0.015,0.012,1,30,True,0.3,-0.005,-0.8,True
0.1914,0.194,-0.304,0.61,241,27,0.11,27,0.112,0.6667,10343.81,0.0517,0.0524,0.004276,0.002585,129259.53,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.4742,corr,0.3,2.0,0.015,0.008,1,60,False,0.0,0.0,-0.8,True
0.1912,0.1938,-0.2891,0.62,241,80,0.33,80,0.332,0.55,10299.13,0.0515,0.0522,0.00209,0.000399,134027.67,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,pulse,0.005,2.0,0.01,0.008,1,60,True,0.3,-0.005,-0.8,True
0.1903,0.1929,-0.304,0.611,241,42,0.17,42,0.1743,0.5476,10118.69,0.0506,0.0512,0.00302,0.00133,140521.54,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.2425,corr,0.3,2.0,0.01,0.012,1,60,True,0.3,0.0,-0.8,True
0.1897,0.1923,-0.2967,0.602,241,37,0.15,37,0.1535,0.5946,9999.25,0.05,0.0506,0.003796,0.002105,128129.52,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.6148,corr,0.3,2.0,0.01,0.012,1,60,False,0.0,-0.005,-0.8,True
0.1893,0.1919,-0.302,0.603,241,27,0.11,27,0.112,0.7037,9925.52,0.0496,0.0503,0.004318,0.002627,129298.2,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.4742,corr,0.3,2.0,0.01,0.012,1,60,False,0.0,0.0,-0.8,True
0.1886,0.1912,-0.2963,0.61,241,93,0.39,93,0.3859,0.5376,9780.82,0.0489,0.0495,0.001997,0.000307,133820.24,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,pulse,0.003,2.0,0.01,0.008,1,60,True,0.3,-0.005,-0.8,True
0.1886,0.1911,-0.2874,0.597,241,23,0.1,23,0.0954,0.6522,9777.22,0.0489,0.0495,0.005192,0.003502,126143.31,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3636,corr,0.3,2.0,0.01,0.012,1,60,False,0.3,-1.0,-0.8,True
0.1884,0.1909,-0.3069,0.608,241,75,0.31,75,0.3112,0.48,9737.4,0.0487,0.0493,0.002257,0.000566,135896.17,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,corr,0.2,2.0,0.015,0.008,1,60,True,0.3,-0.005,-0.8,True
0.1884,0.1909,-0.2994,0.6,241,35,0.15,35,0.1452,0.5714,9740.37,0.0487,0.0493,0.003018,0.001327,134546.66,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,pulse,0.01,2.0,0.01,0.012,1,60,True,0.3,-0.005,-0.8,True
0.188,0.1906,-0.3028,0.596,241,36,0.15,36,0.1494,0.5556,9662.22,0.0483,0.0489,0.003736,0.002046,128671.77,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.6148,corr,0.3,2.0,0.015,0.008,1,60,False,0.0,-0.005,-0.8,True
0.1879,0.1905,-0.2966,0.593,241,46,0.19,46,0.1909,0.5435,9647.33,0.0482,0.0489,0.003372,0.001682,127668.42,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.7309,corr,0.3,2.0,0.015,0.008,1,60,False,0.0,-1.0,-0.8,True
0.1878,0.1903,-0.3015,0.597,241,27,0.11,27,0.112,0.7037,9612.59,0.0481,0.0487,0.004227,0.002536,129309.73,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.4742,corr,0.3,2.0,0.01,0.008,1,60,False,0.0,0.0,-0.8,True
0.1873,0.1899,-0.2985,0.597,241,35,0.15,35,0.1452,0.5714,9530.7,0.0477,0.0483,0.003017,0.001326,134570.51,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,pulse,0.01,2.0,0.01,0.008,1,60,True,0.3,-0.005,-0.8,True
0.187,0.1896,-0.3014,0.586,241,57,0.24,53,0.2199,0.5965,9469.86,0.0473,0.048,0.004023,0.002332,62076.83,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1352,pulse,0.01,2.0,0.01,0.012,2,60,True,0.4,-0.005,-0.8,True
0.1868,0.1893,-0.3027,0.593,241,80,0.33,80,0.332,0.5875,9419.72,0.0471,0.0477,0.002831,0.001141,130521.09,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.7309,corr,0.1,2.0,0.01,0.012,1,60,False,0.0,-1.0,-0.8,True
0.1868,0.1893,-0.2884,0.591,241,21,0.09,21,0.0871,0.6667,9420.31,0.0471,0.0477,0.005389,0.003698,127679.36,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3636,corr,0.3,2.0,0.015,0.012,1,60,False,0.3,-1.0,-0.8,True
0.1848,0.1873,-0.2994,0.591,241,16,0.07,16,0.0664,0.75,9013.13,0.0451,0.0456,0.00476,0.00307,132590.42,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,pulse,0.003,2.0,0.01,0.008,1,60,True,0.4,-1.0,-0.3,True
0.1837,0.1862,-0.2901,0.581,241,17,0.07,17,0.0705,0.6471,8794.46,0.044,0.0445,0.005747,0.004056,128775.84,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,corr,0.3,2.0,0.015,0.012,1,60,False,0.3,-0.005,-0.8,True
0.1832,0.1856,-0.2892,0.578,241,17,0.07,17,0.0705,0.6471,8691.91,0.0435,0.044,0.005577,0.003886,128720.64,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,corr,0.3,2.0,0.01,0.012,1,60,False,0.3,-0.005,-0.8,True
0.1831,0.1856,-0.3123,0.599,241,95,0.39,95,0.3942,0.4737,8685.57,0.0434,0.044,0.002021,0.000331,135228.45,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3636,corr,0.2,2.0,0.015,0.008,1,60,True,0.3,-1.0,-0.8,True
0.1829,0.1854,-0.3062,0.582,241,29,0.12,29,0.1203,0.6897,8651.51,0.0433,0.0438,0.003763,0.002072,129373.73,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.6282,corr,0.3,2.0,0.015,0.008,1,60,False,0.0,0.0,-99.0,True
0.1829,0.1854,-0.3083,0.598,241,73,0.3,73,0.3029,0.5068,8646.28,0.0432,0.0438,0.002146,0.000455,136648.04,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3636,corr,0.3,2.0,0.01,0.008,1,60,True,0.3,-1.0,-0.8,True
0.1822,0.1846,-0.3174,0.59,241,60,0.25,60,0.249,0.4833,8497.88,0.0425,0.043,0.002414,0.000723,136924.11,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,corr,0.3,2.0,0.015,0.008,1,30,True,0.3,-0.005,-0.8,True
0.1822,0.1846,-0.3006,0.582,241,16,0.07,16,0.0664,0.75,8491.94,0.0425,0.043,0.004434,0.002744,132609.95,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,pulse,0.003,2.0,0.01,0.012,1,60,True,0.4,-1.0,-0.3,True
0.1821,0.1846,-0.2976,0.561,241,108,0.45,87,0.361,0.4907,8487.44,0.0424,0.043,0.002722,0.001031,62909.31,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,pulse,0.01,2.0,0.015,0.012,2,60,True,0.3,-0.005,-0.8,True
0.1821,0.1845,-0.2995,0.573,241,45,0.19,45,0.1867,0.5556,8477.41,0.0424,0.0429,0.003287,0.001597,128089.7,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.7309,corr,0.3,2.0,0.01,0.008,1,60,False,0.0,-1.0,-0.8,True
0.1817,0.1842,-0.3011,0.573,241,154,0.64,126,0.5228,0.526,8406.03,0.042,0.0426,0.002426,0.000736,61966.94,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0799,pulse,0.003,1.0,0.01,0.012,2,30,True,0.3,-1.0,-0.3,True
0.1813,0.1838,-0.3075,0.579,241,8,0.03,8,0.0332,0.875,8326.81,0.0416,0.0422,0.007907,0.006216,146553.0,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,corr,0.3,2.0,0.01,0.008,1,60,True,0.4,-1.0,-0.3,True
0.1808,0.1832,-0.3043,0.579,241,20,0.08,20,0.083,0.65,8221.27,0.0411,0.0416,0.003965,0.002274,132568.26,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,pulse,0.003,2.0,0.01,0.008,1,30,True,0.4,-1.0,-0.3,True
0.1806,0.183,-0.3023,0.561,241,75,0.31,66,0.2739,0.5867,8177.61,0.0409,0.0414,0.003209,0.001518,62530.4,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1646,pulse,0.01,2.0,0.01,0.012,2,60,True,0.4,-1.0,-0.8,True
0.1806,0.183,-0.3024,0.586,241,75,0.31,75,0.3112,0.4933,8172.77,0.0409,0.0414,0.00205,0.000359,135916.97,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,corr,0.2,2.0,0.01,0.008,1,60,True,0.3,-0.005,-0.8,True
0.1805,0.183,-0.3003,0.575,241,49,0.2,49,0.2033,0.551,8165.54,0.0408,0.0413,0.002973,0.001282,127682.19,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",1.0,corr,0.3,2.0,0.015,0.012,1,60,False,0.0,-1.0,-99.0,False
0.1801,0.1826,-0.2986,0.568,241,65,0.27,65,0.2697,0.5692,8085.24,0.0404,0.0409,0.002951,0.00126,130146.13,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.7309,corr,0.2,2.0,0.01,0.012,1,60,False,0.0,-1.0,-0.8,True
0.18,0.1825,-0.3092,0.574,241,80,0.33,80,0.332,0.55,8065.47,0.0403,0.0408,0.002627,0.000937,130525.0,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.7309,corr,0.1,2.0,0.015,0.012,1,60,False,0.0,-1.0,-0.8,True
0.1798,0.1822,-0.3085,0.573,241,8,0.03,8,0.0332,0.875,8013.89,0.0401,0.0406,0.007533,0.005842,146592.05,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,corr,0.3,2.0,0.01,0.012,1,60,True,0.4,-1.0,-0.3,True
0.1796,0.1821,-0.288,0.57,241,34,0.14,34,0.1411,0.5588,7990.26,0.04,0.0405,0.003789,0.002099,125473.73,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3636,corr,0.2,2.0,0.01,0.008,1,60,False,0.3,-1.0,-0.8,True
0.1795,0.1819,-0.3033,0.582,241,75,0.31,75,0.3112,0.5067,7964.15,0.0398,0.0403,0.002039,0.000349,135919.75,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,corr,0.2,2.0,0.01,0.012,1,60,True,0.3,-0.005,-0.8,True
0.1794,0.1818,-0.3024,0.561,241,69,0.29,62,0.2573,0.5507,7945.59,0.0397,0.0402,0.003376,0.001685,62682.01,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1352,pulse,0.01,2.0,0.01,0.012,2,30,True,0.4,-0.005,-0.8,True
0.1793,0.1817,-0.3098,0.548,241,98,0.41,82,0.3402,0.5204,7919.41,0.0396,0.0401,0.002983,0.001292,62503.13,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.2307,pulse,0.01,2.0,0.015,0.012,2,60,True,0.4,-1.0,-99.0,True
0.1792,0.1817,-0.3053,0.573,241,20,0.08,20,0.083,0.65,7908.35,0.0395,0.04,0.003815,0.002124,132583.88,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,pulse,0.003,2.0,0.01,0.012,1,30,True,0.4,-1.0,-0.3,True
0.1781,0.1805,-0.303,0.561,241,64,0.27,57,0.2365,0.5469,7673.47,0.0384,0.0389,0.003572,0.001882,60908.8,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,pulse,0.003,2.0,0.015,0.012,2,30,True,0.4,-1.0,-0.3,True
0.1781,0.1805,-0.3033,0.562,241,36,0.15,36,0.1494,0.5556,7681.4,0.0384,0.0389,0.003331,0.00164,128709.41,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.6148,corr,0.3,2.0,0.01,0.008,1,60,False,0.0,-0.005,-0.8,True
0.1777,0.1801,-0.3097,0.565,241,29,0.12,29,0.1203,0.6897,7608.42,0.038,0.0385,0.003505,0.001814,129409.73,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.6282,corr,0.3,2.0,0.015,0.012,1,60,False,0.0,0.0,-99.0,True
0.1776,0.18,-0.3212,0.578,241,80,0.33,80,0.332,0.5125,7589.31,0.0379,0.0384,0.002163,0.000472,135584.91,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3636,corr,0.3,2.0,0.015,0.008,1,30,True,0.3,-1.0,-0.8,True
0.1775,0.1799,-0.2859,0.561,241,72,0.3,72,0.2988,0.5556,7570.42,0.0379,0.0383,0.002073,0.000382,133697.24,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.2425,pulse,0.003,2.0,0.01,0.012,1,60,True,0.3,0.0,-0.8,True
0.1774,0.1798,-0.2947,0.559,241,21,0.09,21,0.0871,0.619,7542.75,0.0377,0.0382,0.004659,0.002968,127768.72,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3636,corr,0.3,2.0,0.015,0.008,1,60,False,0.3,-1.0,-0.8,True
0.1774,0.1798,-0.3038,0.56,241,35,0.15,35,0.1452,0.5143,7549.0,0.0377,0.0382,0.002871,0.00118,134624.13,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,pulse,0.01,2.0,0.015,0.012,1,60,True,0.3,-0.005,-0.8,True
0.1774,0.1798,-0.2949,0.558,241,21,0.09,21,0.0871,0.619,7543.45,0.0377,0.0382,0.00464,0.002949,127748.87,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3636,corr,0.3,2.0,0.01,0.008,1,60,False,0.3,-1.0,-0.8,True
0.1774,0.1798,-0.3011,0.553,241,25,0.1,25,0.1037,0.52,7545.95,0.0377,0.0382,0.003185,0.001494,136812.06,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.2425,pulse,0.01,2.0,0.015,0.012,1,60,True,0.3,0.0,-0.8,True
0.1772,0.1796,-0.3117,0.577,241,73,0.3,73,0.3029,0.5342,7499.76,0.0375,0.038,0.002156,0.000465,136656.6,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3636,corr,0.3,2.0,0.01,0.012,1,60,True,0.3,-1.0,-0.8,True
0.1771,0.1794,-0.3056,0.56,241,41,0.17,41,0.1701,0.5854,7472.35,0.0374,0.0378,0.003097,0.001407,129547.99,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.4742,corr,0.2,2.0,0.01,0.012,1,60,False,0.0,0.0,-0.8,True
0.1769,0.1793,-0.3142,0.565,241,51,0.21,51,0.2116,0.5686,7444.52,0.0372,0.0377,0.002734,0.001043,131036.49,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.4742,corr,0.1,2.0,0.015,0.008,1,60,False,0.0,0.0,-0.8,True
0.1766,0.1789,-0.3007,0.558,241,81,0.34,71,0.2946,0.5309,7374.41,0.0369,0.0373,0.003004,0.001313,62019.24,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,pulse,0.005,1.0,0.01,0.012,2,30,True,0.4,-1.0,-0.3,True
0.1763,0.1787,-0.289,0.559,241,27,0.11,27,0.112,0.5556,7324.7,0.0366,0.0371,0.003795,0.002104,126962.29,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,corr,0.2,2.0,0.01,0.012,1,60,False,0.3,-0.005,-0.8,True
0.1756,0.178,-0.307,0.556,241,26,0.11,26,0.1079,0.7308,7190.26,0.036,0.0364,0.003789,0.002098,130166.22,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.4742,corr,0.3,2.0,0.006,0.012,1,60,False,0.0,0.0,-0.8,True
0.1755,0.1779,-0.3051,0.555,241,41,0.17,41,0.1701,0.5854,7159.43,0.0358,0.0363,0.003038,0.001347,129555.59,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.4742,corr,0.2,2.0,0.01,0.008,1,60,False,0.0,0.0,-0.8,True
0.1756,0.1779,-0.3001,0.556,241,35,0.15,35,0.1452,0.5429,7176.01,0.0359,0.0363,0.002936,0.001245,133888.45,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0799,pulse,0.003,2.0,0.015,0.012,1,60,True,0.3,-1.0,-0.3,True
0.1754,0.1778,-0.3045,0.545,241,57,0.24,52,0.2158,0.4912,7142.81,0.0357,0.0362,0.003648,0.001957,62645.43,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1001,pulse,0.01,2.0,0.015,0.012,2,30,True,0.4,0.0,-0.8,True
0.1753,0.1776,-0.3034,0.554,241,65,0.27,57,0.2365,0.5692,7115.14,0.0356,0.036,0.003319,0.001628,60733.42,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,pulse,0.003,2.0,0.01,0.012,2,30,True,0.4,-1.0,-0.3,True
0.1752,0.1775,-0.3047,0.557,241,12,0.05,12,0.0498,0.75,7094.49,0.0355,0.0359,0.004648,0.002957,137909.2,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,pulse,0.005,2.0,0.01,0.008,1,60,True,0.4,-1.0,-0.3,True
0.1751,0.1774,-0.3199,0.549,241,18,0.07,18,0.0747,0.5556,7076.57,0.0354,0.0358,0.004386,0.002695,137008.48,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1882,pulse,0.01,2.0,0.015,0.012,1,60,True,0.4,-0.005,-99.0,True
0.1748,0.1772,-0.3125,0.553,241,15,0.06,15,0.0622,0.6,7027.6,0.0351,0.0356,0.004354,0.002663,133494.24,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1352,pulse,0.01,2.0,0.01,0.012,1,60,True,0.4,-0.005,-0.8,True
0.1747,0.1771,-0.3037,0.548,241,54,0.22,50,0.2075,0.5556,7004.06,0.035,0.0355,0.003683,0.001992,61425.46,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,pulse,0.005,2.0,0.015,0.012,2,30,True,0.4,-1.0,-0.3,True
0.1747,0.1771,-0.3107,0.535,241,99,0.41,82,0.3402,0.4949,7010.55,0.0351,0.0355,0.002853,0.001162,62495.37,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.2307,pulse,0.01,2.0,0.015,0.008,2,60,True,0.4,-1.0,-99.0,True
0.1744,0.1768,-0.3106,0.55,241,56,0.23,56,0.2324,0.5,6945.06,0.0347,0.0352,0.002248,0.000557,137809.28,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.2425,corr,0.2,2.0,0.015,0.012,1,60,True,0.3,0.0,-0.8,True
0.1743,0.1767,-0.3085,0.55,241,64,0.27,64,0.2656,0.5469,6926.39,0.0346,0.0351,0.002592,0.000902,131341.05,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.6148,corr,0.1,2.0,0.015,0.012,1,60,False,0.0,-0.005,-0.8,True
0.1742,0.1765,-0.3122,0.555,241,10,0.04,10,0.0415,0.7,6900.77,0.0345,0.0349,0.005882,0.004191,139995.79,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,corr,0.3,2.0,0.01,0.008,1,30,True,0.4,-1.0,-0.3,True
0.1741,0.1764,-0.3066,0.551,241,26,0.11,26,0.1079,0.7308,6877.33,0.0344,0.0348,0.003694,0.002003,130178.19,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.4742,corr,0.3,2.0,0.006,0.008,1,60,False,0.0,0.0,-0.8,True
0.174,0.1763,-0.3027,0.545,241,51,0.21,51,0.2116,0.549,6853.74,0.0343,0.0347,0.002953,0.001262,130642.04,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.6148,corr,0.2,2.0,0.01,0.012,1,60,False,0.0,-0.005,-0.8,True
0.1738,0.1761,-0.3082,0.543,241,80,0.33,80,0.332,0.5625,6812.0,0.0341,0.0345,0.002538,0.000847,130553.65,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.7309,corr,0.1,2.0,0.01,0.008,1,60,False,0.0,-1.0,-0.8,True
0.1736,0.1759,-0.3076,0.55,241,29,0.12,29,0.1203,0.6897,6773.24,0.0339,0.0343,0.003359,0.001668,129452.82,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.6282,corr,0.3,2.0,0.01,0.008,1,60,False,0.0,0.0,-99.0,True
0.1736,0.1759,-0.3057,0.552,241,12,0.05,12,0.0498,0.75,6781.57,0.0339,0.0343,0.004399,0.002708,137935.23,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,pulse,0.005,2.0,0.01,0.012,1,60,True,0.4,-1.0,-0.3,True
0.1736,0.1759,-0.3074,0.547,241,33,0.14,33,0.1369,0.5152,6777.5,0.0339,0.0343,0.002825,0.001134,136080.9,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3128,pulse,0.01,2.0,0.015,0.008,1,60,True,0.3,-0.005,-0.8,True
0.1735,0.1758,-0.3135,0.552,241,8,0.03,8,0.0332,0.75,6762.18,0.0338,0.0342,0.006533,0.004843,146748.52,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,corr,0.3,2.0,0.015,0.012,1,60,True,0.4,-1.0,-0.3,True
0.1735,0.1758,-0.3039,0.542,241,69,0.29,62,0.2573,0.6522,6761.53,0.0338,0.0342,0.003211,0.00152,62687.51,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1352,pulse,0.01,2.0,0.006,0.012,2,30,True,0.4,-0.005,-0.8,True
0.1732,0.1756,-0.3019,0.54,241,25,0.1,25,0.1037,0.52,6710.77,0.0336,0.034,0.002954,0.001263,136862.13,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.2425,pulse,0.01,2.0,0.015,0.008,1,60,True,0.3,0.0,-0.8,True
0.1733,0.1756,-0.3037,0.548,241,98,0.41,84,0.3485,0.5102,6714.07,0.0336,0.034,0.002671,0.00098,61192.8,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,pulse,0.003,1.0,0.01,0.012,2,30,True,0.4,-1.0,-0.3,True
0.1733,0.1756,-0.3051,0.542,241,125,0.52,102,0.4232,0.536,6723.65,0.0336,0.034,0.002435,0.000744,61951.9,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0687,pulse,0.003,1.0,0.01,0.012,2,30,True,0.3,-0.005,-0.3,True
