total_return,annual_return,max_drawdown,sharpe,trading_days,n_trades,trades_per_day,days_with_trade,coverage,win_rate,t_pnl,t_return,t_annual,gross_edge,net_edge,avg_trade_amount,effective_round_trip,n_unclosed,buyhold_annual,date_range,gate_pass_pct,signal,thr,vol_thr,take_profit,stop_loss,max_trades,hold_max,reverse,min_breadth,min_day_ret,min_vol_z,gated
0.1077,0.1091,-0.3399,0.33,241,18,0.07,18,0.0747,0.3333,-6405.35,-0.032,-0.0324,-0.001153,-0.002844,135190.12,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0318,pulse,0.005,1.0,0.015,0.008,1,30,True,0.4,-0.005,-0.3,True
0.1077,0.1091,-0.3364,0.329,241,24,0.1,23,0.0954,0.375,-6392.66,-0.032,-0.0324,-0.002164,-0.003855,62802.48,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0687,pulse,0.01,2.0,0.01,0.008,2,60,False,0.3,-0.005,-0.3,True
0.1076,0.109,-0.336,0.328,241,30,0.12,29,0.1203,0.3333,-6419.12,-0.0321,-0.0325,-0.001934,-0.003625,64823.85,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0318,corr,0.2,1.0,0.015,0.008,2,60,True,0.4,-0.005,-0.3,True
0.1076,0.109,-0.3282,0.329,241,29,0.12,29,0.1203,0.5517,-6417.58,-0.0321,-0.0325,0.000486,-0.001205,137253.49,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1025,obv,0.1,2.0,0.015,0.012,1,60,False,0.0,0.0,-0.3,True
0.1076,0.109,-0.3365,0.328,241,35,0.15,35,0.1452,0.4571,-6419.31,-0.0321,-0.0325,0.000164,-0.001527,129590.56,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.6282,corr,0.3,2.0,0.006,0.012,1,30,False,0.0,0.0,-99.0,True
0.1075,0.109,-0.3267,0.325,241,13,0.05,13,0.0539,0.2308,-6429.95,-0.0321,-0.0325,-0.002202,-0.003893,136192.52,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0318,corr,0.2,1.0,0.015,0.008,1,30,False,0.4,-0.005,-0.3,True
0.1076,0.109,-0.3239,0.328,241,37,0.15,34,0.1411,0.4324,-6413.77,-0.0321,-0.0325,-0.000999,-0.00269,62858.74,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1001,corr,0.2,2.0,0.006,0.012,2,60,False,0.4,0.0,-0.8,True
0.1076,0.109,-0.3425,0.33,241,63,0.26,55,0.2282,0.4286,-6414.46,-0.0321,-0.0325,0.000134,-0.001557,65315.26,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3312,corr,0.3,2.0,0.01,0.012,2,60,True,0.3,0.0,-99.0,True
0.1076,0.109,-0.3282,0.329,241,29,0.12,29,0.1203,0.5517,-6417.58,-0.0321,-0.0325,0.000486,-0.001205,137253.49,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1025,obv,0.1,1.0,0.015,0.012,1,60,False,0.0,0.0,-0.3,True
0.1076,0.109,-0.3242,0.327,241,17,0.07,17,0.0705,0.4118,-6423.0,-0.0321,-0.0325,-0.000875,-0.002566,125642.13,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0799,corr,0.2,1.0,0.006,0.012,1,60,False,0.3,-1.0,-0.3,True
0.1075,0.109,-0.3267,0.325,241,13,0.05,13,0.0539,0.2308,-6429.95,-0.0321,-0.0325,-0.002202,-0.003893,136192.52,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0318,corr,0.2,1.0,0.01,0.008,1,30,False,0.4,-0.005,-0.3,True
0.1076,0.109,-0.3315,0.326,241,63,0.26,54,0.2241,0.3016,-6425.05,-0.0321,-0.0325,0.000137,-0.001554,65405.52,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1025,pulse,0.01,1.0,0.015,0.008,2,30,True,0.0,0.0,-0.3,True
0.1076,0.109,-0.3381,0.329,241,62,0.26,58,0.2407,0.4677,-6421.3,-0.0321,-0.0325,0.000494,-0.001197,61823.74,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1547,pulse,0.01,2.0,0.015,0.008,2,60,False,0.0,-1.0,-0.3,True
0.1075,0.109,-0.3237,0.326,241,40,0.17,39,0.1618,0.4,-6428.99,-0.0321,-0.0325,-0.000852,-0.002543,61118.31,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0799,corr,0.1,2.0,0.01,0.012,2,60,False,0.3,-1.0,-0.3,True
0.1075,0.1089,-0.2956,0.333,241,215,0.89,215,0.8921,0.6047,-6437.29,-0.0322,-0.0326,0.001304,-0.000387,136873.51,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",1.0,corr,0.3,1.0,0.006,0.012,1,60,True,0.0,-1.0,-99.0,False
0.1075,0.1089,-0.3287,0.33,241,23,0.1,23,0.0954,0.3913,-6434.42,-0.0322,-0.0326,-0.002734,-0.004425,60512.65,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0249,pulse,0.005,2.0,0.015,0.012,2,60,False,0.4,0.0,-0.3,True
0.1075,0.1089,-0.3261,0.326,241,46,0.19,38,0.1577,0.4565,-6443.99,-0.0322,-0.0326,-0.000429,-0.002119,62387.42,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1882,corr,0.3,2.0,0.006,0.008,2,30,False,0.4,-0.005,-99.0,True
0.1075,0.1089,-0.3336,0.329,241,82,0.34,71,0.2946,0.5,-6438.27,-0.0322,-0.0326,1.7e-05,-0.001674,61491.04,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1547,obv,0.2,2.0,0.006,0.012,2,60,True,0.0,-1.0,-0.3,True
0.1075,0.1089,-0.335,0.328,241,22,0.09,22,0.0913,0.3182,-6446.48,-0.0322,-0.0326,-0.002842,-0.004533,61064.48,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0318,pulse,0.01,2.0,0.006,0.008,2,30,False,0.4,-0.005,-0.3,True
0.1075,0.1089,-0.3366,0.329,241,76,0.32,76,0.3154,0.4737,-6439.85,-0.0322,-0.0326,0.000843,-0.000847,135203.69,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.2425,pulse,0.003,2.0,0.006,0.008,1,30,True,0.3,0.0,-0.8,True
0.1075,0.1089,-0.327,0.325,241,27,0.11,25,0.1037,0.2963,-6446.0,-0.0322,-0.0326,-0.001748,-0.003439,64180.81,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1001,corr,0.3,2.0,0.015,0.012,2,30,False,0.4,0.0,-0.8,True
0.1075,0.1089,-0.3398,0.329,241,108,0.45,102,0.4232,0.4722,-6446.15,-0.0322,-0.0326,0.000659,-0.001031,61715.03,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1547,corr,0.2,2.0,0.01,0.012,2,60,True,0.0,-1.0,-0.3,True
0.1075,0.1089,-0.3353,0.328,241,27,0.11,27,0.112,0.4815,-6443.08,-0.0322,-0.0326,-0.000412,-0.002103,141135.91,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,corr,0.3,1.0,0.006,0.008,1,60,True,0.4,-1.0,-0.3,True
0.1075,0.1089,-0.3417,0.333,241,93,0.39,81,0.3361,0.5376,-6443.57,-0.0322,-0.0326,0.000461,-0.00123,63291.89,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3636,corr,0.3,2.0,0.006,0.012,2,60,True,0.3,-1.0,-0.8,True
0.1075,0.1089,-0.3318,0.329,241,24,0.1,23,0.0954,0.2917,-6440.44,-0.0322,-0.0326,-0.002539,-0.00423,63987.06,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0544,pulse,0.01,2.0,0.01,0.012,2,30,False,0.3,0.0,-0.3,True
0.1075,0.1089,-0.3284,0.329,241,19,0.08,18,0.0747,0.3158,-6431.84,-0.0322,-0.0326,-0.003147,-0.004838,64397.87,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0249,obv,0.1,1.0,0.006,0.012,2,60,False,0.4,0.0,-0.3,True
0.1075,0.1089,-0.3336,0.329,241,82,0.34,71,0.2946,0.5,-6438.27,-0.0322,-0.0326,1.7e-05,-0.001674,61491.04,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1547,obv,0.2,1.0,0.006,0.012,2,60,True,0.0,-1.0,-0.3,True
0.1075,0.1089,-0.3304,0.329,241,14,0.06,14,0.0581,0.3571,-6444.27,-0.0322,-0.0326,-0.001513,-0.003204,135867.68,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0249,pulse,0.01,2.0,0.006,0.008,1,30,False,0.4,0.0,-0.3,True
0.1075,0.1089,-0.3247,0.327,241,52,0.22,52,0.2158,0.5,-6437.88,-0.0322,-0.0326,0.000986,-0.000705,139548.33,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3312,pulse,0.01,1.0,0.01,0.012,1,60,True,0.3,0.0,-99.0,True
0.1075,0.1089,-0.326,0.322,241,128,0.53,111,0.4606,0.4766,-6441.29,-0.0322,-0.0326,0.000902,-0.000789,63407.97,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1025,pulse,0.003,1.0,0.01,0.012,2,60,True,0.0,0.0,-0.3,True
0.1075,0.1089,-0.3372,0.331,241,25,0.1,25,0.1037,0.44,-6447.04,-0.0322,-0.0326,-0.000107,-0.001798,130348.81,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0318,pulse,0.003,2.0,0.006,0.008,1,60,False,0.4,-0.005,-0.3,True
0.1075,0.1089,-0.3284,0.329,241,19,0.08,18,0.0747,0.3158,-6431.84,-0.0322,-0.0326,-0.003147,-0.004838,64397.87,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0249,obv,0.1,2.0,0.006,0.012,2,60,False,0.4,0.0,-0.3,True
0.1074,0.1088,-0.3209,0.332,241,43,0.18,43,0.1784,0.4419,-6449.89,-0.0322,-0.0326,0.000414,-0.001277,138843.59,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1025,obv,0.1,1.0,0.015,0.008,1,30,True,0.0,0.0,-0.3,True
0.1074,0.1088,-0.3136,0.331,241,82,0.34,82,0.3402,0.4512,-6453.59,-0.0323,-0.0327,0.001127,-0.000564,139680.35,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1351,corr,0.3,1.0,0.015,0.008,1,60,True,0.4,0.0,-99.0,True
0.1074,0.1088,-0.3209,0.332,241,43,0.18,43,0.1784,0.4419,-6449.89,-0.0322,-0.0326,0.000414,-0.001277,138843.59,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1025,obv,0.1,2.0,0.015,0.008,1,30,True,0.0,0.0,-0.3,True
0.1074,0.1088,-0.3235,0.33,241,57,0.24,57,0.2365,0.4561,-6463.44,-0.0323,-0.0327,0.000703,-0.000987,137296.91,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1284,obv,0.1,1.0,0.006,0.008,1,30,True,0.0,-0.005,-0.3,True
0.1074,0.1088,-0.3298,0.325,241,82,0.34,82,0.3402,0.5366,-6460.07,-0.0323,-0.0327,0.000907,-0.000783,135220.53,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3312,pulse,0.003,2.0,0.006,0.008,1,60,True,0.3,0.0,-99.0,True
0.1074,0.1088,-0.3311,0.33,241,23,0.1,23,0.0954,0.3913,-6465.0,-0.0323,-0.0327,-0.000795,-0.002486,123401.06,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1882,corr,0.1,2.0,0.006,0.008,1,30,False,0.4,-0.005,-99.0,True
0.1074,0.1088,-0.3235,0.33,241,57,0.24,57,0.2365,0.4561,-6463.44,-0.0323,-0.0327,0.000703,-0.000987,137296.91,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1284,obv,0.1,2.0,0.006,0.008,1,30,True,0.0,-0.005,-0.3,True
0.1074,0.1088,-0.3521,0.329,241,42,0.17,42,0.1743,0.4524,-6456.08,-0.0323,-0.0327,0.000633,-0.001057,134904.58,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1351,corr,0.2,2.0,0.01,0.012,1,30,True,0.4,0.0,-99.0,True
0.1074,0.1088,-0.3296,0.325,241,31,0.13,31,0.1286,0.4194,-6454.55,-0.0323,-0.0327,-0.001207,-0.002898,63320.94,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0799,corr,0.2,2.0,0.006,0.008,2,60,False,0.3,-1.0,-0.3,True
0.1073,0.1087,-0.3337,0.323,241,86,0.36,73,0.3029,0.3488,-6473.17,-0.0324,-0.0328,0.000453,-0.001238,64774.13,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1284,pulse,0.01,1.0,0.015,0.008,2,30,True,0.0,-0.005,-0.3,True
0.1073,0.1087,-0.3277,0.329,241,18,0.07,17,0.0705,0.2778,-6474.85,-0.0324,-0.0328,-0.003703,-0.005394,64724.86,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0249,obv,0.2,1.0,0.015,0.012,2,60,False,0.4,0.0,-0.3,True
0.1073,0.1087,-0.3209,0.325,241,19,0.08,19,0.0788,0.2632,-6471.87,-0.0324,-0.0328,-0.001195,-0.002886,123662.52,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0687,corr,0.1,1.0,0.01,0.012,1,60,False,0.3,-0.005,-0.3,True
0.1072,0.1087,-0.3308,0.329,241,79,0.33,71,0.2946,0.3544,-6488.65,-0.0324,-0.0328,-0.000205,-0.001896,61016.36,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1547,obv,0.2,1.0,0.015,0.012,2,60,True,0.0,-1.0,-0.3,True
0.1073,0.1087,-0.3295,0.324,241,20,0.08,20,0.083,0.25,-6470.29,-0.0324,-0.0327,-0.001113,-0.002804,120512.1,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1284,corr,0.3,2.0,0.01,0.008,1,30,False,0.0,-0.005,-0.3,True
0.1073,0.1087,-0.3295,0.324,241,20,0.08,20,0.083,0.25,-6470.29,-0.0324,-0.0327,-0.001113,-0.002804,120512.1,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1284,corr,0.3,2.0,0.015,0.008,1,30,False,0.0,-0.005,-0.3,True
0.1073,0.1087,-0.3414,0.331,241,126,0.52,109,0.4523,0.5476,-6484.01,-0.0324,-0.0328,0.000772,-0.000919,62621.85,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1284,corr,0.2,1.0,0.006,0.012,2,60,True,0.0,-0.005,-0.3,True
0.1073,0.1087,-0.347,0.329,241,46,0.19,46,0.1909,0.5217,-6473.35,-0.0324,-0.0328,0.000744,-0.000947,134106.76,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1351,corr,0.1,2.0,0.006,0.012,1,30,True,0.4,0.0,-99.0,True
0.1073,0.1087,-0.3441,0.328,241,64,0.27,52,0.2158,0.4844,-6475.35,-0.0324,-0.0328,-4.8e-05,-0.001739,62970.78,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.2307,corr,0.3,2.0,0.006,0.008,2,30,True,0.4,-1.0,-99.0,True
0.1072,0.1087,-0.3308,0.329,241,79,0.33,71,0.2946,0.3544,-6488.65,-0.0324,-0.0328,-0.000205,-0.001896,61016.36,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1547,obv,0.2,2.0,0.015,0.012,2,60,True,0.0,-1.0,-0.3,True
0.1073,0.1087,-0.3356,0.329,241,127,0.53,98,0.4066,0.4252,-6478.46,-0.0324,-0.0328,0.00091,-0.00078,62300.36,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1025,corr,0.1,1.0,0.015,0.012,2,30,True,0.0,0.0,-0.3,True
0.1073,0.1087,-0.3349,0.329,241,132,0.55,98,0.4066,0.4697,-6484.3,-0.0324,-0.0328,0.000925,-0.000766,62290.41,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1025,corr,0.1,1.0,0.006,0.012,2,30,True,0.0,0.0,-0.3,True
0.1073,0.1087,-0.3528,0.332,241,142,0.59,142,0.5892,0.4577,-6480.14,-0.0324,-0.0328,0.001241,-0.00045,136286.83,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1646,corr,0.2,1.0,0.01,0.008,1,30,True,0.4,-1.0,-0.8,True
0.1073,0.1087,-0.3277,0.329,241,18,0.07,17,0.0705,0.2778,-6474.85,-0.0324,-0.0328,-0.003703,-0.005394,64724.86,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0249,obv,0.2,2.0,0.015,0.012,2,60,False,0.4,0.0,-0.3,True
0.1073,0.1087,-0.3395,0.333,241,36,0.15,36,0.1494,0.5278,-6483.94,-0.0324,-0.0328,0.000589,-0.001101,133895.57,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0687,pulse,0.003,2.0,0.006,0.012,1,60,False,0.3,-0.005,-0.3,True
0.1072,0.1086,-0.3386,0.325,241,59,0.24,59,0.2448,0.4915,-6491.23,-0.0325,-0.0329,0.000696,-0.000995,132921.39,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.2307,corr,0.3,1.0,0.01,0.008,1,30,False,0.4,-1.0,-99.0,True
0.1072,0.1086,-0.3428,0.332,241,90,0.37,90,0.3734,0.4556,-6490.07,-0.0325,-0.0328,0.000726,-0.000964,135031.38,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1646,pulse,0.005,1.0,0.01,0.008,1,60,True,0.4,-1.0,-0.8,True
0.1072,0.1086,-0.334,0.322,241,101,0.42,84,0.3485,0.4257,-6490.49,-0.0325,-0.0328,0.000822,-0.000869,63566.4,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1001,pulse,0.01,1.0,0.01,0.008,2,30,True,0.4,0.0,-0.8,True
0.1072,0.1086,-0.3447,0.335,241,231,0.96,170,0.7054,0.4589,-6505.51,-0.0325,-0.0329,0.001239,-0.000452,61715.68,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1547,corr,0.1,1.0,0.01,0.012,2,30,True,0.0,-1.0,-0.3,True
0.1072,0.1086,-0.3271,0.326,241,37,0.15,32,0.1328,0.2432,-6500.91,-0.0325,-0.0329,-0.001131,-0.002822,62043.0,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0249,corr,0.1,1.0,0.015,0.008,2,30,False,0.4,0.0,-0.3,True
0.1072,0.1086,-0.3203,0.323,241,55,0.23,44,0.1826,0.3636,-6495.11,-0.0325,-0.0329,-0.000222,-0.001912,60809.9,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1352,corr,0.2,2.0,0.015,0.012,2,30,False,0.4,-0.005,-0.8,True
0.1072,0.1086,-0.3214,0.331,241,35,0.15,35,0.1452,0.2857,-6490.7,-0.0325,-0.0329,-0.000556,-0.002246,130796.82,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1284,obv,0.2,2.0,0.015,0.012,1,60,True,0.0,-0.005,-0.3,True
0.1072,0.1086,-0.3431,0.327,241,63,0.26,52,0.2158,0.4921,-6506.3,-0.0325,-0.0329,-0.000363,-0.002054,62069.76,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1646,corr,0.2,2.0,0.006,0.008,2,60,True,0.4,-1.0,-0.8,True
0.1072,0.1086,-0.3214,0.331,241,35,0.15,35,0.1452,0.2857,-6490.7,-0.0325,-0.0329,-0.000556,-0.002246,130796.82,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1284,obv,0.2,1.0,0.015,0.012,1,60,True,0.0,-0.005,-0.3,True
0.1071,0.1085,-0.328,0.328,241,18,0.07,17,0.0705,0.2778,-6522.62,-0.0326,-0.033,-0.003702,-0.005393,64740.64,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0249,obv,0.2,2.0,0.01,0.012,2,60,False,0.4,0.0,-0.3,True
0.1071,0.1085,-0.3292,0.323,241,40,0.17,39,0.1618,0.35,-6524.99,-0.0326,-0.033,-0.000789,-0.00248,61139.65,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0799,corr,0.1,2.0,0.01,0.008,2,60,False,0.3,-1.0,-0.3,True
0.1071,0.1085,-0.3336,0.323,241,89,0.37,75,0.3112,0.4157,-6515.8,-0.0326,-0.033,0.000588,-0.001102,63527.51,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1001,pulse,0.01,1.0,0.015,0.008,2,60,True,0.4,0.0,-0.8,True
0.1071,0.1085,-0.333,0.327,241,21,0.09,21,0.0871,0.381,-6528.01,-0.0326,-0.033,-0.000674,-0.002365,125197.29,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1352,corr,0.1,2.0,0.006,0.008,1,30,False,0.4,-0.005,-0.8,True
0.1071,0.1085,-0.3268,0.328,241,18,0.07,17,0.0705,0.2778,-6510.61,-0.0326,-0.033,-0.003719,-0.00541,64345.81,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0318,obv,0.3,1.0,0.01,0.012,2,60,False,0.4,-0.005,-0.3,True
0.1071,0.1085,-0.3398,0.33,241,83,0.34,83,0.3444,0.4337,-6509.83,-0.0325,-0.0329,0.001255,-0.000436,139140.07,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1001,corr,0.2,1.0,0.01,0.012,1,30,True,0.4,0.0,-0.8,True
0.1071,0.1085,-0.328,0.328,241,18,0.07,17,0.0705,0.2778,-6522.62,-0.0326,-0.033,-0.003702,-0.005393,64740.64,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0249,obv,0.2,1.0,0.01,0.012,2,60,False,0.4,0.0,-0.3,True
0.1071,0.1085,-0.3278,0.327,241,27,0.11,24,0.0996,0.4444,-6516.65,-0.0326,-0.033,-0.001722,-0.003413,61553.57,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,obv,0.2,1.0,0.006,0.012,2,60,False,0.4,-1.0,-0.3,True
0.1071,0.1085,-0.3334,0.329,241,22,0.09,22,0.0913,0.4091,-6509.9,-0.0325,-0.0329,-0.000385,-0.002076,124618.45,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1284,corr,0.3,1.0,0.006,0.012,1,60,False,0.0,-0.005,-0.3,True
0.1071,0.1085,-0.3424,0.327,241,45,0.19,45,0.1867,0.5556,-6517.62,-0.0326,-0.033,0.000192,-0.001499,137668.84,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1646,pulse,0.005,2.0,0.006,0.012,1,60,True,0.4,-1.0,-0.8,True
0.1071,0.1085,-0.3268,0.328,241,18,0.07,17,0.0705,0.2778,-6510.61,-0.0326,-0.033,-0.003719,-0.00541,64345.81,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0318,obv,0.3,2.0,0.01,0.012,2,60,False,0.4,-0.005,-0.3,True
0.1071,0.1085,-0.333,0.327,241,21,0.09,21,0.0871,0.381,-6528.01,-0.0326,-0.033,-0.000645,-0.002336,125197.34,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1352,corr,0.1,2.0,0.006,0.012,1,30,False,0.4,-0.005,-0.8,True
0.1071,0.1085,-0.3278,0.327,241,27,0.11,24,0.0996,0.4444,-6516.65,-0.0326,-0.033,-0.001722,-0.003413,61553.57,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,obv,0.2,2.0,0.006,0.012,2,60,False,0.4,-1.0,-0.3,True
0.1071,0.1085,-0.3343,0.329,241,30,0.12,30,0.1245,0.5,-6526.4,-0.0326,-0.033,9.5e-05,-0.001596,130717.84,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0687,corr,0.1,2.0,0.006,0.012,1,30,True,0.3,-0.005,-0.3,True
0.1071,0.1085,-0.3359,0.322,241,90,0.37,75,0.3112,0.4333,-6522.36,-0.0326,-0.033,0.000639,-0.001051,63486.53,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1001,pulse,0.01,1.0,0.01,0.008,2,60,True,0.4,0.0,-0.8,True
0.107,0.1084,-0.3277,0.326,241,9,0.04,9,0.0373,0.0,-6538.24,-0.0327,-0.0331,-0.004296,-0.005987,128564.58,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0249,corr,0.1,1.0,0.015,0.008,1,60,False,0.4,0.0,-0.3,True
0.107,0.1084,-0.328,0.324,241,27,0.11,25,0.1037,0.2963,-6540.7,-0.0327,-0.0331,-0.001861,-0.003552,64180.81,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1001,corr,0.3,2.0,0.015,0.008,2,30,False,0.4,0.0,-0.8,True
0.107,0.1084,-0.326,0.327,241,32,0.13,29,0.1203,0.4375,-6532.63,-0.0327,-0.0331,-0.001153,-0.002843,62727.92,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,obv,0.1,2.0,0.006,0.008,2,60,False,0.4,-1.0,-0.3,True
0.107,0.1084,-0.3333,0.328,241,22,0.09,22,0.0913,0.3636,-6543.84,-0.0327,-0.0331,-0.003021,-0.004711,61137.68,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0318,pulse,0.01,2.0,0.006,0.012,2,30,False,0.4,-0.005,-0.3,True
0.107,0.1084,-0.3186,0.325,241,52,0.22,52,0.2158,0.5962,-6541.48,-0.0327,-0.0331,0.000799,-0.000892,139542.28,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.3312,pulse,0.01,1.0,0.006,0.012,1,60,True,0.3,0.0,-99.0,True
0.107,0.1084,-0.3253,0.335,241,66,0.27,66,0.2739,0.4242,-6541.77,-0.0327,-0.0331,0.000683,-0.001008,132340.63,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1882,obv,0.3,2.0,0.015,0.008,1,60,True,0.4,-0.005,-99.0,True
0.107,0.1084,-0.3253,0.335,241,66,0.27,66,0.2739,0.4242,-6541.77,-0.0327,-0.0331,0.000683,-0.001008,132340.63,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1882,obv,0.3,1.0,0.015,0.008,1,60,True,0.4,-0.005,-99.0,True
0.107,0.1084,-0.3277,0.326,241,9,0.04,9,0.0373,0.0,-6538.24,-0.0327,-0.0331,-0.004296,-0.005987,128564.58,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0249,corr,0.1,1.0,0.01,0.008,1,60,False,0.4,0.0,-0.3,True
0.107,0.1084,-0.3225,0.318,241,178,0.74,131,0.5436,0.4551,-6541.63,-0.0327,-0.0331,0.001072,-0.000618,62362.05,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.1001,pulse,0.003,1.0,0.015,0.012,2,60,True,0.4,0.0,-0.8,True
0.107,0.1084,-0.3308,0.323,241,59,0.24,59,0.2448,0.5085,-6542.36,-0.0327,-0.0331,0.000919,-0.000772,138653.17,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.6282,pulse,0.01,2.0,0.01,0.012,1,60,True,0.0,0.0,-99.0,True
0.107,0.1084,-0.326,0.327,241,32,0.13,29,0.1203,0.4375,-6532.63,-0.0327,-0.0331,-0.001153,-0.002843,62727.92,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0385,obv,0.1,1.0,0.006,0.008,2,60,False,0.4,-1.0,-0.3,True
0.1069,0.1083,-0.334,0.33,241,13,0.05,13,0.0539,0.4615,-6552.02,-0.0328,-0.0332,-0.002699,-0.00439,132271.02,0.001691,0,0.1415,"['2025-09-08', '2026-09-04']",0.0249,pulse,0.01,1.0,0.015,0.012,1,60,False,0.4,0.0,-0.3,True
