param_id,signal,gate,min_breadth,min_day_ret,min_vol_z,annual_return,t_annual,max_drawdown,sharpe,n_trades,coverage,gross_edge,net_edge,buyhold_annual
corr|0.1|1.0|0.006|0.008|1|30|False,corr,无门控,0.0,-1.0,-99.0,-0.1018,-0.2429,-0.418,-0.273,205,0.8506,-4e-06,-0.001695,0.1415
corr|0.1|1.0|0.006|0.008|1|30|False,corr,宽度≥0.30,0.3,-1.0,-99.0,-0.105,-0.2461,-0.4208,-0.282,182,0.7552,-0.000215,-0.001906,0.1415
corr|0.1|1.0|0.006|0.008|1|30|False,corr,宽度≥0.40,0.4,-1.0,-99.0,-0.0391,-0.1804,-0.3977,-0.108,139,0.5768,-0.000199,-0.00189,0.1415
corr|0.1|1.0|0.006|0.008|1|30|False,corr,大盘≥0,0.0,0.0,-99.0,0.0296,-0.1118,-0.3449,0.084,140,0.5809,0.000411,-0.00128,0.1415
corr|0.1|1.0|0.006|0.008|1|30|False,corr,大盘≥-0.5%,0.0,-0.005,-99.0,-0.0735,-0.2147,-0.3931,-0.199,181,0.751,-9.3e-05,-0.001784,0.1415
corr|0.1|1.0|0.006|0.008|1|30|False,corr,量能≥-0.8,0.0,-1.0,-0.8,-0.0393,-0.1805,-0.3985,-0.112,189,0.7842,0.000271,-0.00142,0.1415
corr|0.1|1.0|0.006|0.008|1|30|False,corr,量能≥-0.3,0.0,-1.0,-0.3,0.0063,-0.135,-0.3666,0.018,59,0.2448,-0.001642,-0.003333,0.1415
corr|0.1|1.0|0.006|0.008|1|30|False,corr,宽度0.30+大盘≥0,0.3,0.0,-99.0,-0.0171,-0.1584,-0.3799,-0.048,123,0.5104,-0.000168,-0.001859,0.1415
corr|0.1|1.0|0.006|0.008|1|30|True,corr,无门控,0.0,-1.0,-99.0,-0.0779,-0.219,-0.4012,-0.224,236,0.9793,0.000418,-0.001272,0.1415
corr|0.1|1.0|0.006|0.008|1|30|True,corr,宽度≥0.30,0.3,-1.0,-99.0,-0.023,-0.1643,-0.3887,-0.068,232,0.9627,0.000658,-0.001033,0.1415
corr|0.1|1.0|0.006|0.008|1|30|True,corr,宽度≥0.40,0.4,-1.0,-99.0,-0.0134,-0.1547,-0.3781,-0.04,205,0.8506,0.000504,-0.001187,0.1415
corr|0.1|1.0|0.006|0.008|1|30|True,corr,大盘≥0,0.0,0.0,-99.0,-0.0197,-0.161,-0.3934,-0.057,171,0.7095,0.000395,-0.001296,0.1415
corr|0.1|1.0|0.006|0.008|1|30|True,corr,大盘≥-0.5%,0.0,-0.005,-99.0,-0.0827,-0.2239,-0.4112,-0.234,216,0.8963,0.000343,-0.001348,0.1415
corr|0.1|1.0|0.006|0.008|1|30|True,corr,量能≥-0.8,0.0,-1.0,-0.8,-0.0498,-0.191,-0.3966,-0.144,232,0.9627,0.000501,-0.00119,0.1415
corr|0.1|1.0|0.006|0.008|1|30|True,corr,量能≥-0.3,0.0,-1.0,-0.3,0.0259,-0.1154,-0.3878,0.076,148,0.6141,0.000527,-0.001163,0.1415
corr|0.1|1.0|0.006|0.008|1|30|True,corr,宽度0.30+大盘≥0,0.3,0.0,-99.0,-0.0085,-0.1497,-0.3934,-0.025,164,0.6805,0.00044,-0.00125,0.1415
corr|0.1|1.0|0.006|0.008|1|60|False,corr,无门控,0.0,-1.0,-99.0,-0.0797,-0.2209,-0.3932,-0.215,192,0.7967,8.1e-05,-0.00161,0.1415
corr|0.1|1.0|0.006|0.008|1|60|False,corr,宽度≥0.30,0.3,-1.0,-99.0,-0.0652,-0.2064,-0.3927,-0.179,165,0.6846,-0.0,-0.001691,0.1415
corr|0.1|1.0|0.006|0.008|1|60|False,corr,宽度≥0.40,0.4,-1.0,-99.0,-0.0181,-0.1594,-0.384,-0.051,121,0.5021,-0.000132,-0.001822,0.1415
corr|0.1|1.0|0.006|0.008|1|60|False,corr,大盘≥0,0.0,0.0,-99.0,0.0753,-0.0661,-0.3178,0.22,130,0.5394,0.000916,-0.000774,0.1415
corr|0.1|1.0|0.006|0.008|1|60|False,corr,大盘≥-0.5%,0.0,-0.005,-99.0,-0.0291,-0.1703,-0.3582,-0.08,169,0.7012,0.000233,-0.001458,0.1415
corr|0.1|1.0|0.006|0.008|1|60|False,corr,量能≥-0.8,0.0,-1.0,-0.8,-0.0213,-0.1625,-0.3883,-0.061,168,0.6971,0.000293,-0.001398,0.1415
corr|0.1|1.0|0.006|0.008|1|60|False,corr,量能≥-0.3,0.0,-1.0,-0.3,0.0391,-0.1023,-0.3546,0.113,47,0.195,-0.00143,-0.00312,0.1415
corr|0.1|1.0|0.006|0.008|1|60|False,corr,宽度0.30+大盘≥0,0.3,0.0,-99.0,0.0276,-0.1138,-0.3541,0.08,111,0.4606,0.000213,-0.001478,0.1415
corr|0.1|1.0|0.006|0.008|1|60|True,corr,无门控,0.0,-1.0,-99.0,-0.0721,-0.2132,-0.3921,-0.209,232,0.9627,0.000359,-0.001332,0.1415
corr|0.1|1.0|0.006|0.008|1|60|True,corr,宽度≥0.30,0.3,-1.0,-99.0,-0.0215,-0.1627,-0.3776,-0.063,226,0.9378,0.000566,-0.001125,0.1415
corr|0.1|1.0|0.006|0.008|1|60|True,corr,宽度≥0.40,0.4,-1.0,-99.0,0.0136,-0.1277,-0.358,0.041,192,0.7967,0.000576,-0.001115,0.1415
corr|0.1|1.0|0.006|0.008|1|60|True,corr,大盘≥0,0.0,0.0,-99.0,0.0075,-0.1338,-0.3631,0.022,161,0.668,0.00046,-0.001231,0.1415
corr|0.1|1.0|0.006|0.008|1|60|True,corr,大盘≥-0.5%,0.0,-0.005,-99.0,-0.0647,-0.2059,-0.3931,-0.184,211,0.8755,0.000367,-0.001323,0.1415
corr|0.1|1.0|0.006|0.008|1|60|True,corr,量能≥-0.8,0.0,-1.0,-0.8,-0.0756,-0.2168,-0.396,-0.216,226,0.9378,0.000284,-0.001407,0.1415
corr|0.1|1.0|0.006|0.008|1|60|True,corr,量能≥-0.3,0.0,-1.0,-0.3,-0.0033,-0.1446,-0.3999,-0.01,132,0.5477,2.4e-05,-0.001667,0.1415
corr|0.1|1.0|0.006|0.008|1|60|True,corr,宽度0.30+大盘≥0,0.3,0.0,-99.0,0.0027,-0.1386,-0.3699,0.008,152,0.6307,0.000309,-0.001382,0.1415
corr|0.1|1.0|0.006|0.008|2|30|False,corr,无门控,0.0,-1.0,-99.0,-0.077,-0.2182,-0.4277,-0.203,457,0.9793,0.000171,-0.00152,0.1415
corr|0.1|1.0|0.006|0.008|2|30|False,corr,宽度≥0.30,0.3,-1.0,-99.0,-0.1073,-0.2484,-0.4304,-0.282,388,0.8921,-0.000285,-0.001976,0.1415
corr|0.1|1.0|0.006|0.008|2|30|False,corr,宽度≥0.40,0.4,-1.0,-99.0,-0.1072,-0.2483,-0.428,-0.282,314,0.7925,-0.000744,-0.002435,0.1415
corr|0.1|1.0|0.006|0.008|2|30|False,corr,大盘≥0,0.0,0.0,-99.0,0.0025,-0.1388,-0.3823,0.007,329,0.7344,0.000307,-0.001384,0.1415
corr|0.1|1.0|0.006|0.008|2|30|False,corr,大盘≥-0.5%,0.0,-0.005,-99.0,-0.043,-0.1842,-0.405,-0.115,416,0.9087,0.000277,-0.001413,0.1415
corr|0.1|1.0|0.006|0.008|2|30|False,corr,量能≥-0.8,0.0,-1.0,-0.8,-0.096,-0.2372,-0.4255,-0.253,413,0.9336,-0.000102,-0.001792,0.1415
corr|0.1|1.0|0.006|0.008|2|30|False,corr,量能≥-0.3,0.0,-1.0,-0.3,-0.0759,-0.2171,-0.4015,-0.204,232,0.6929,-0.001247,-0.002938,0.1415
corr|0.1|1.0|0.006|0.008|2|30|False,corr,宽度0.30+大盘≥0,0.3,0.0,-99.0,-0.0455,-0.1867,-0.4087,-0.124,312,0.7137,-0.000155,-0.001846,0.1415
corr|0.1|1.0|0.006|0.008|2|30|True,corr,无门控,0.0,-1.0,-99.0,-0.0715,-0.2126,-0.3872,-0.203,464,0.9876,0.0003,-0.001391,0.1415
corr|0.1|1.0|0.006|0.008|2|30|True,corr,宽度≥0.30,0.3,-1.0,-99.0,-0.0785,-0.2196,-0.4037,-0.22,456,0.9793,0.000146,-0.001544,0.1415
corr|0.1|1.0|0.006|0.008|2|30|True,corr,宽度≥0.40,0.4,-1.0,-99.0,0.0365,-0.1049,-0.3591,0.109,376,0.9046,0.000761,-0.00093,0.1415
corr|0.1|1.0|0.006|0.008|2|30|True,corr,大盘≥0,0.0,0.0,-99.0,-0.0085,-0.1497,-0.3713,-0.024,329,0.7344,0.000364,-0.001327,0.1415
corr|0.1|1.0|0.006|0.008|2|30|True,corr,大盘≥-0.5%,0.0,-0.005,-99.0,-0.0557,-0.1969,-0.3851,-0.16,417,0.9129,0.000284,-0.001407,0.1415
corr|0.1|1.0|0.006|0.008|2|30|True,corr,量能≥-0.8,0.0,-1.0,-0.8,-0.0712,-0.2123,-0.4144,-0.199,454,0.971,0.000238,-0.001452,0.1415
corr|0.1|1.0|0.006|0.008|2|30|True,corr,量能≥-0.3,0.0,-1.0,-0.3,0.0974,-0.0441,-0.3486,0.296,236,0.7054,0.001027,-0.000664,0.1415
corr|0.1|1.0|0.006|0.008|2|30|True,corr,宽度0.30+大盘≥0,0.3,0.0,-99.0,0.0179,-0.1235,-0.3579,0.052,314,0.7137,0.00047,-0.001221,0.1415
corr|0.1|1.0|0.006|0.008|2|60|False,corr,无门控,0.0,-1.0,-99.0,-0.0714,-0.2125,-0.4222,-0.188,449,0.971,0.000216,-0.001475,0.1415
corr|0.1|1.0|0.006|0.008|2|60|False,corr,宽度≥0.30,0.3,-1.0,-99.0,-0.0768,-0.2179,-0.4187,-0.203,393,0.9129,7.4e-05,-0.001616,0.1415
corr|0.1|1.0|0.006|0.008|2|60|False,corr,宽度≥0.40,0.4,-1.0,-99.0,-0.091,-0.2321,-0.4233,-0.242,320,0.8091,-0.000504,-0.002194,0.1415
corr|0.1|1.0|0.006|0.008|2|60|False,corr,大盘≥0,0.0,0.0,-99.0,-0.0041,-0.1454,-0.3857,-0.011,312,0.7054,0.000215,-0.001476,0.1415
corr|0.1|1.0|0.006|0.008|2|60|False,corr,大盘≥-0.5%,0.0,-0.005,-99.0,-0.0484,-0.1896,-0.4055,-0.129,403,0.9004,0.000232,-0.001459,0.1415
corr|0.1|1.0|0.006|0.008|2|60|False,corr,量能≥-0.8,0.0,-1.0,-0.8,-0.0836,-0.2247,-0.4364,-0.222,421,0.9419,1.1e-05,-0.00168,0.1415
corr|0.1|1.0|0.006|0.008|2|60|False,corr,量能≥-0.3,0.0,-1.0,-0.3,-0.0227,-0.1639,-0.3801,-0.062,190,0.6473,-0.000941,-0.002632,0.1415
corr|0.1|1.0|0.006|0.008|2|60|False,corr,宽度0.30+大盘≥0,0.3,0.0,-99.0,-0.0273,-0.1686,-0.405,-0.076,290,0.6805,-5.3e-05,-0.001744,0.1415
corr|0.1|1.0|0.006|0.008|2|60|True,corr,无门控,0.0,-1.0,-99.0,-0.0888,-0.2299,-0.4009,-0.251,454,0.9793,0.000125,-0.001566,0.1415
corr|0.1|1.0|0.006|0.008|2|60|True,corr,宽度≥0.30,0.3,-1.0,-99.0,-0.076,-0.2172,-0.4032,-0.214,434,0.9668,3.2e-05,-0.001659,0.1415
corr|0.1|1.0|0.006|0.008|2|60|True,corr,宽度≥0.40,0.4,-1.0,-99.0,0.0349,-0.1065,-0.3561,0.104,348,0.8589,0.000606,-0.001085,0.1415
corr|0.1|1.0|0.006|0.008|2|60|True,corr,大盘≥0,0.0,0.0,-99.0,0.0118,-0.1295,-0.3616,0.034,310,0.7054,0.000464,-0.001227,0.1415
corr|0.1|1.0|0.006|0.008|2|60|True,corr,大盘≥-0.5%,0.0,-0.005,-99.0,-0.0602,-0.2014,-0.3883,-0.172,404,0.9046,0.000176,-0.001515,0.1415
corr|0.1|1.0|0.006|0.008|2|60|True,corr,量能≥-0.8,0.0,-1.0,-0.8,-0.0839,-0.2251,-0.4137,-0.233,433,0.9585,0.00012,-0.001571,0.1415
corr|0.1|1.0|0.006|0.008|2|60|True,corr,量能≥-0.3,0.0,-1.0,-0.3,0.092,-0.0494,-0.3487,0.28,193,0.6515,0.000754,-0.000937,0.1415
corr|0.1|1.0|0.006|0.008|2|60|True,corr,宽度0.30+大盘≥0,0.3,0.0,-99.0,0.0283,-0.1131,-0.3543,0.083,290,0.6805,0.000429,-0.001262,0.1415
corr|0.1|1.0|0.006|0.012|1|30|False,corr,无门控,0.0,-1.0,-99.0,-0.0923,-0.2334,-0.3986,-0.249,205,0.8506,0.000132,-0.001559,0.1415
corr|0.1|1.0|0.006|0.012|1|30|False,corr,宽度≥0.30,0.3,-1.0,-99.0,-0.0907,-0.2319,-0.4038,-0.244,182,0.7552,-1.4e-05,-0.001705,0.1415
corr|0.1|1.0|0.006|0.012|1|30|False,corr,宽度≥0.40,0.4,-1.0,-99.0,-0.0418,-0.183,-0.3937,-0.114,139,0.5768,-0.000194,-0.001884,0.1415
corr|0.1|1.0|0.006|0.012|1|30|False,corr,大盘≥0,0.0,0.0,-99.0,0.0576,-0.0838,-0.3297,0.166,140,0.5809,0.000779,-0.000912,0.1415
corr|0.1|1.0|0.006|0.012|1|30|False,corr,大盘≥-0.5%,0.0,-0.005,-99.0,-0.0295,-0.1708,-0.3614,-0.083,182,0.7552,0.000374,-0.001317,0.1415
corr|0.1|1.0|0.006|0.012|1|30|False,corr,量能≥-0.8,0.0,-1.0,-0.8,-0.0377,-0.1789,-0.3959,-0.109,189,0.7842,0.000307,-0.001384,0.1415
corr|0.1|1.0|0.006|0.012|1|30|False,corr,量能≥-0.3,0.0,-1.0,-0.3,-0.0059,-0.1472,-0.3681,-0.017,59,0.2448,-0.001907,-0.003598,0.1415
corr|0.1|1.0|0.006|0.012|1|30|False,corr,宽度0.30+大盘≥0,0.3,0.0,-99.0,-0.0108,-0.152,-0.3705,-0.03,123,0.5104,-1e-05,-0.001701,0.1415
corr|0.1|1.0|0.006|0.012|1|30|True,corr,无门控,0.0,-1.0,-99.0,-0.0716,-0.2127,-0.3882,-0.208,236,0.9793,0.000419,-0.001272,0.1415
corr|0.1|1.0|0.006|0.012|1|30|True,corr,宽度≥0.30,0.3,-1.0,-99.0,0.0045,-0.1369,-0.3659,0.013,232,0.9627,0.000792,-0.000899,0.1415
corr|0.1|1.0|0.006|0.012|1|30|True,corr,宽度≥0.40,0.4,-1.0,-99.0,0.0051,-0.1362,-0.3622,0.015,205,0.8506,0.000598,-0.001093,0.1415
corr|0.1|1.0|0.006|0.012|1|30|True,corr,大盘≥0,0.0,0.0,-99.0,-0.0424,-0.1836,-0.395,-0.12,171,0.7095,0.000183,-0.001508,0.1415
corr|0.1|1.0|0.006|0.012|1|30|True,corr,大盘≥-0.5%,0.0,-0.005,-99.0,-0.0754,-0.2165,-0.3966,-0.213,216,0.8963,0.000355,-0.001336,0.1415
corr|0.1|1.0|0.006|0.012|1|30|True,corr,量能≥-0.8,0.0,-1.0,-0.8,-0.0435,-0.1847,-0.392,-0.127,232,0.9627,0.000567,-0.001124,0.1415
corr|0.1|1.0|0.006|0.012|1|30|True,corr,量能≥-0.3,0.0,-1.0,-0.3,0.0244,-0.117,-0.3901,0.071,148,0.6141,0.000565,-0.001126,0.1415
corr|0.1|1.0|0.006|0.012|1|30|True,corr,宽度0.30+大盘≥0,0.3,0.0,-99.0,-0.0064,-0.1476,-0.3802,-0.018,164,0.6805,0.000423,-0.001267,0.1415
corr|0.1|1.0|0.006|0.012|1|60|False,corr,无门控,0.0,-1.0,-99.0,-0.0856,-0.2267,-0.3791,-0.232,192,0.7967,0.000115,-0.001576,0.1415
corr|0.1|1.0|0.006|0.012|1|60|False,corr,宽度≥0.30,0.3,-1.0,-99.0,-0.0621,-0.2033,-0.3779,-0.17,165,0.6846,0.000121,-0.00157,0.1415
corr|0.1|1.0|0.006|0.012|1|60|False,corr,宽度≥0.40,0.4,-1.0,-99.0,-0.0207,-0.162,-0.3796,-0.058,121,0.5021,-0.000108,-0.001799,0.1415
corr|0.1|1.0|0.006|0.012|1|60|False,corr,大盘≥0,0.0,0.0,-99.0,0.0933,-0.0482,-0.3088,0.274,130,0.5394,0.001211,-0.00048,0.1415
corr|0.1|1.0|0.006|0.012|1|60|False,corr,大盘≥-0.5%,0.0,-0.005,-99.0,-0.0037,-0.145,-0.3292,-0.011,169,0.7012,0.000526,-0.001165,0.1415
corr|0.1|1.0|0.006|0.012|1|60|False,corr,量能≥-0.8,0.0,-1.0,-0.8,-0.0461,-0.1873,-0.3996,-0.132,168,0.6971,0.000111,-0.00158,0.1415
corr|0.1|1.0|0.006|0.012|1|60|False,corr,量能≥-0.3,0.0,-1.0,-0.3,0.0375,-0.1039,-0.3551,0.109,47,0.195,-0.001439,-0.00313,0.1415
corr|0.1|1.0|0.006|0.012|1|60|False,corr,宽度0.30+大盘≥0,0.3,0.0,-99.0,0.0223,-0.119,-0.3496,0.064,111,0.4606,0.000221,-0.00147,0.1415
corr|0.1|1.0|0.006|0.012|1|60|True,corr,无门控,0.0,-1.0,-99.0,-0.0367,-0.1779,-0.3718,-0.108,232,0.9627,0.000531,-0.00116,0.1415
corr|0.1|1.0|0.006|0.012|1|60|True,corr,宽度≥0.30,0.3,-1.0,-99.0,0.0414,-0.1,-0.3391,0.126,226,0.9378,0.000916,-0.000774,0.1415
corr|0.1|1.0|0.006|0.012|1|60|True,corr,宽度≥0.40,0.4,-1.0,-99.0,0.0326,-0.1088,-0.3501,0.099,192,0.7967,0.000687,-0.001004,0.1415
corr|0.1|1.0|0.006|0.012|1|60|True,corr,大盘≥0,0.0,0.0,-99.0,-0.0115,-0.1527,-0.3716,-0.032,161,0.668,0.000247,-0.001443,0.1415
corr|0.1|1.0|0.006|0.012|1|60|True,corr,大盘≥-0.5%,0.0,-0.005,-99.0,-0.0768,-0.218,-0.3969,-0.215,211,0.8755,0.00021,-0.001481,0.1415
corr|0.1|1.0|0.006|0.012|1|60|True,corr,量能≥-0.8,0.0,-1.0,-0.8,-0.0751,-0.2163,-0.4006,-0.216,226,0.9378,0.000323,-0.001368,0.1415
corr|0.1|1.0|0.006|0.012|1|60|True,corr,量能≥-0.3,0.0,-1.0,-0.3,-0.0255,-0.1668,-0.4154,-0.072,132,0.5477,-0.000153,-0.001844,0.1415
corr|0.1|1.0|0.006|0.012|1|60|True,corr,宽度0.30+大盘≥0,0.3,0.0,-99.0,0.0159,-0.1254,-0.3547,0.046,152,0.6307,0.000349,-0.001342,0.1415
corr|0.1|1.0|0.006|0.012|2|30|False,corr,无门控,0.0,-1.0,-99.0,-0.0534,-0.1946,-0.4046,-0.141,459,0.9834,0.000336,-0.001354,0.1415
corr|0.1|1.0|0.006|0.012|2|30|False,corr,宽度≥0.30,0.3,-1.0,-99.0,-0.0585,-0.1997,-0.4101,-0.158,450,0.9751,0.000316,-0.001374,0.1415
corr|0.1|1.0|0.006|0.012|2|30|False,corr,宽度≥0.40,0.4,-1.0,-99.0,-0.092,-0.2332,-0.4181,-0.243,338,0.8465,-0.000436,-0.002126,0.1415
corr|0.1|1.0|0.006|0.012|2|30|False,corr,大盘≥0,0.0,0.0,-99.0,-0.0058,-0.1471,-0.3885,-0.016,328,0.7344,0.000254,-0.001437,0.1415
corr|0.1|1.0|0.006|0.012|2|30|False,corr,大盘≥-0.5%,0.0,-0.005,-99.0,-0.0417,-0.1829,-0.3977,-0.111,415,0.9046,0.000306,-0.001385,0.1415
corr|0.1|1.0|0.006|0.012|2|30|False,corr,量能≥-0.8,0.0,-1.0,-0.8,-0.1272,-0.2682,-0.4306,-0.331,402,0.9129,-0.00042,-0.002111,0.1415
corr|0.1|1.0|0.006|0.012|2|30|False,corr,量能≥-0.3,0.0,-1.0,-0.3,-0.0579,-0.1991,-0.3901,-0.158,230,0.6971,-0.001036,-0.002727,0.1415
corr|0.1|1.0|0.006|0.012|2|30|False,corr,宽度0.30+大盘≥0,0.3,0.0,-99.0,-0.0398,-0.181,-0.4073,-0.109,311,0.7137,-7.2e-05,-0.001762,0.1415
corr|0.1|1.0|0.006|0.012|2|30|True,corr,无门控,0.0,-1.0,-99.0,-0.035,-0.1762,-0.3629,-0.101,464,0.9876,0.000484,-0.001207,0.1415
corr|0.1|1.0|0.006|0.012|2|30|True,corr,宽度≥0.30,0.3,-1.0,-99.0,-0.0405,-0.1818,-0.3781,-0.116,455,0.9793,0.000351,-0.00134,0.1415
corr|0.1|1.0|0.006|0.012|2|30|True,corr,宽度≥0.40,0.4,-1.0,-99.0,0.0385,-0.1029,-0.349,0.115,374,0.9046,0.000733,-0.000958,0.1415
corr|0.1|1.0|0.006|0.012|2|30|True,corr,大盘≥0,0.0,0.0,-99.0,0.0225,-0.1189,-0.3475,0.065,329,0.7344,0.000548,-0.001143,0.1415
corr|0.1|1.0|0.006|0.012|2|30|True,corr,大盘≥-0.5%,0.0,-0.005,-99.0,0.0029,-0.1384,-0.3462,0.008,416,0.9129,0.000622,-0.001069,0.1415
corr|0.1|1.0|0.006|0.012|2|30|True,corr,量能≥-0.8,0.0,-1.0,-0.8,-0.0708,-0.212,-0.3974,-0.197,455,0.971,0.000254,-0.001437,0.1415
corr|0.1|1.0|0.006|0.012|2|30|True,corr,量能≥-0.3,0.0,-1.0,-0.3,0.1065,-0.035,-0.3458,0.327,236,0.7054,0.001192,-0.000499,0.1415
corr|0.1|1.0|0.006|0.012|2|30|True,corr,宽度0.30+大盘≥0,0.3,0.0,-99.0,0.0364,-0.105,-0.3419,0.107,313,0.7137,0.000589,-0.001102,0.1415
corr|0.1|1.0|0.006|0.012|2|60|False,corr,无门控,0.0,-1.0,-99.0,-0.0474,-0.1886,-0.3951,-0.126,450,0.9751,0.000413,-0.001278,0.1415
corr|0.1|1.0|0.006|0.012|2|60|False,corr,宽度≥0.30,0.3,-1.0,-99.0,-0.0556,-0.1968,-0.4076,-0.149,425,0.9627,0.000329,-0.001362,0.1415
corr|0.1|1.0|0.006|0.012|2|60|False,corr,宽度≥0.40,0.4,-1.0,-99.0,-0.0878,-0.2289,-0.4132,-0.232,322,0.8174,-0.000448,-0.002139,0.1415
corr|0.1|1.0|0.006|0.012|2|60|False,corr,大盘≥0,0.0,0.0,-99.0,-0.0238,-0.165,-0.3969,-0.066,306,0.7054,1.5e-05,-0.001676,0.1415
corr|0.1|1.0|0.006|0.012|2|60|False,corr,大盘≥-0.5%,0.0,-0.005,-99.0,-0.0549,-0.1961,-0.4057,-0.146,400,0.9046,0.000198,-0.001493,0.1415
corr|0.1|1.0|0.006|0.012|2|60|False,corr,量能≥-0.8,0.0,-1.0,-0.8,-0.1101,-0.2512,-0.4394,-0.286,400,0.9253,-0.000295,-0.001985,0.1415
corr|0.1|1.0|0.006|0.012|2|60|False,corr,量能≥-0.3,0.0,-1.0,-0.3,0.0001,-0.1412,-0.37,0.0,185,0.6515,-0.000635,-0.002326,0.1415
corr|0.1|1.0|0.006|0.012|2|60|False,corr,宽度0.30+大盘≥0,0.3,0.0,-99.0,-0.0501,-0.1913,-0.4132,-0.136,286,0.6805,-0.000324,-0.002015,0.1415
corr|0.1|1.0|0.006|0.012|2|60|True,corr,无门控,0.0,-1.0,-99.0,-0.0211,-0.1623,-0.362,-0.061,453,0.9793,0.000516,-0.001175,0.1415
corr|0.1|1.0|0.006|0.012|2|60|True,corr,宽度≥0.30,0.3,-1.0,-99.0,-0.0375,-0.1787,-0.3728,-0.107,430,0.9668,0.000267,-0.001424,0.1415
corr|0.1|1.0|0.006|0.012|2|60|True,corr,宽度≥0.40,0.4,-1.0,-99.0,0.0344,-0.107,-0.3507,0.102,344,0.8589,0.000575,-0.001115,0.1415
corr|0.1|1.0|0.006|0.012|2|60|True,corr,大盘≥0,0.0,0.0,-99.0,0.0341,-0.1073,-0.3452,0.099,309,0.7054,0.000578,-0.001113,0.1415
corr|0.1|1.0|0.006|0.012|2|60|True,corr,大盘≥-0.5%,0.0,-0.005,-99.0,-0.0135,-0.1548,-0.3602,-0.039,400,0.9046,0.00041,-0.001281,0.1415
corr|0.1|1.0|0.006|0.012|2|60|True,corr,量能≥-0.8,0.0,-1.0,-0.8,-0.0698,-0.2109,-0.3959,-0.195,432,0.9585,0.000167,-0.001523,0.1415
corr|0.1|1.0|0.006|0.012|2|60|True,corr,量能≥-0.3,0.0,-1.0,-0.3,0.0824,-0.059,-0.3543,0.251,193,0.6515,0.000656,-0.001035,0.1415
corr|0.1|1.0|0.006|0.012|2|60|True,corr,宽度0.30+大盘≥0,0.3,0.0,-99.0,0.0367,-0.1046,-0.3441,0.107,288,0.6805,0.00045,-0.00124,0.1415
corr|0.1|1.0|0.015|0.008|1|30|False,corr,无门控,0.0,-1.0,-99.0,-0.116,-0.2571,-0.4356,-0.309,205,0.8506,-6.9e-05,-0.00176,0.1415
corr|0.1|1.0|0.015|0.008|1|30|False,corr,宽度≥0.30,0.3,-1.0,-99.0,-0.0891,-0.2303,-0.4187,-0.242,182,0.7552,-6.2e-05,-0.001753,0.1415
corr|0.1|1.0|0.015|0.008|1|30|False,corr,宽度≥0.40,0.4,-1.0,-99.0,-0.0476,-0.1888,-0.4024,-0.134,139,0.5768,-0.000228,-0.001919,0.1415
corr|0.1|1.0|0.015|0.008|1|30|False,corr,大盘≥0,0.0,0.0,-99.0,-0.015,-0.1563,-0.3788,-0.042,139,0.5768,-4.5e-05,-0.001736,0.1415
corr|0.1|1.0|0.015|0.008|1|30|False,corr,大盘≥-0.5%,0.0,-0.005,-99.0,-0.1068,-0.2478,-0.4229,-0.285,181,0.751,-0.000351,-0.002042,0.1415
corr|0.1|1.0|0.015|0.008|1|30|False,corr,量能≥-0.8,0.0,-1.0,-0.8,-0.034,-0.1752,-0.4047,-0.097,189,0.7842,0.000348,-0.001343,0.1415
corr|0.1|1.0|0.015|0.008|1|30|False,corr,量能≥-0.3,0.0,-1.0,-0.3,-0.0001,-0.1414,-0.368,-0.0,59,0.2448,-0.001847,-0.003538,0.1415
corr|0.1|1.0|0.015|0.008|1|30|False,corr,宽度0.30+大盘≥0,0.3,0.0,-99.0,-0.0324,-0.1736,-0.393,-0.09,123,0.5104,-0.000323,-0.002014,0.1415
corr|0.1|1.0|0.015|0.008|1|30|True,corr,无门控,0.0,-1.0,-99.0,-0.0573,-0.1985,-0.3748,-0.167,236,0.9793,0.000453,-0.001237,0.1415
corr|0.1|1.0|0.015|0.008|1|30|True,corr,宽度≥0.30,0.3,-1.0,-99.0,-0.0172,-0.1585,-0.3761,-0.051,232,0.9627,0.000646,-0.001045,0.1415
corr|0.1|1.0|0.015|0.008|1|30|True,corr,宽度≥0.40,0.4,-1.0,-99.0,0.0146,-0.1267,-0.3599,0.044,205,0.8506,0.000647,-0.001043,0.1415
corr|0.1|1.0|0.015|0.008|1|30|True,corr,大盘≥0,0.0,0.0,-99.0,0.0262,-0.1151,-0.3625,0.079,171,0.7095,0.000753,-0.000938,0.1415
corr|0.1|1.0|0.015|0.008|1|30|True,corr,大盘≥-0.5%,0.0,-0.005,-99.0,-0.0331,-0.1744,-0.3795,-0.097,216,0.8963,0.00058,-0.001111,0.1415
corr|0.1|1.0|0.015|0.008|1|30|True,corr,量能≥-0.8,0.0,-1.0,-0.8,-0.0277,-0.1689,-0.3759,-0.08,232,0.9627,0.00054,-0.001151,0.1415
corr|0.1|1.0|0.015|0.008|1|30|True,corr,量能≥-0.3,0.0,-1.0,-0.3,-0.0052,-0.1465,-0.4064,-0.015,148,0.6141,0.000245,-0.001445,0.1415
corr|0.1|1.0|0.015|0.008|1|30|True,corr,宽度0.30+大盘≥0,0.3,0.0,-99.0,0.0095,-0.1318,-0.3799,0.028,164,0.6805,0.000615,-0.001076,0.1415
