因子,周期,IC均值,IC_t(NW),IC_t未修正,ICIR,IC胜率,多空收益,单调,横截面数,结论
低波动,5,0.06572524243338213,8.532104931326232,15.455442602223327,0.4268547324878889,0.6712433257055682,0.0040059051003336725,False,1311,正向有效 · 非单调（仅极端组有效，慎用）
低波动,20,0.09458377583696556,6.143378712169025,21.751069668971734,0.6041963796936592,0.7307098765432098,0.01367868177861026,False,1296,正向有效 · 非单调（仅极端组有效，慎用）
低波动,60,0.1173816301652235,6.655131521671669,34.465793839530356,0.9725086351150897,0.8351910828025477,0.03497692577021218,False,1256,正向有效 · 非单调（仅极端组有效，慎用）
低波动60,5,0.058391924211406904,6.959574292318118,12.591304577406587,0.35318150603976,0.6553894571203777,0.0033830256268462242,False,1271,正向有效 · 非单调（仅极端组有效，慎用）
低波动60,20,0.0928461378095993,5.758503045763774,20.595865412681935,0.5811459632921173,0.7269108280254777,0.01240032668709561,False,1256,正向有效 · 非单调（仅极端组有效，慎用）
低波动60,60,0.11705089689561594,5.976526298075643,32.07720381064213,0.9198769065917556,0.8240131578947368,0.03225069675367151,True,1216,正向有效 · 单调
EP,5,0.0306417746235028,4.8599070268898785,9.18003338221359,0.25162583712181585,0.5927873779113448,0.001979831904617213,True,1331,正向有效 · 单调
EP,20,0.048705190400633355,3.528142489916662,13.031500352699029,0.3592249355035562,0.6466565349544073,0.005767404595893295,True,1316,正向有效 · 单调
EP,60,0.06180463439665365,2.791529977134959,17.079511957244517,0.47813454178210857,0.6449843260188087,0.013379047116297137,False,1276,正向有效 · 非单调（仅极端组有效，慎用）
BP,5,0.030923980197158286,4.03219683527787,7.689974928673093,0.210783152773956,0.5717505634861006,0.0032787962595001723,True,1331,正向有效 · 单调
BP,20,0.057618845399102954,3.572195196669335,13.148932733190236,0.3624620638591754,0.6428571428571429,0.01130748799703937,True,1316,正向有效 · 单调
BP,60,0.08740153333396496,3.0210510078382997,20.080628972505224,0.5621496888494414,0.713166144200627,0.027962684330185537,True,1276,正向有效 · 单调
SP,5,0.02371026912154892,3.6241818856203167,6.916838915237755,0.1895914001419214,0.5679939894815927,0.002962919383105693,True,1331,正向但过弱（显著却不足以覆盖交易成本）
SP,20,0.048399643685679804,3.4642827290617784,12.80953580464676,0.3531062846728683,0.6291793313069909,0.010907244378781508,True,1316,正向有效 · 单调
SP,60,0.08136587428880104,3.479966969744748,22.10307538092755,0.6187673187437026,0.7288401253918495,0.031620100279794144,True,1276,正向有效 · 单调
股息率,5,0.027920046464590804,4.64489029972274,8.691951170381786,0.23824744403509807,0.6063110443275732,0.00311932477294608,True,1331,正向但过弱（显著却不足以覆盖交易成本）
股息率,20,0.05254051918960647,4.248140997838253,15.313306940351401,0.4221249701961267,0.6740121580547113,0.011785474350163798,True,1316,正向有效 · 单调
股息率,60,0.08059993379976209,4.324300848418609,26.007860235891595,0.7280803086031131,0.7547021943573667,0.03180948714977284,False,1276,正向有效 · 非单调（仅极端组有效，慎用）
换手率,5,-0.08881486040719866,-13.01914852804939,-23.271640147411908,-0.6378785010341845,0.754320060105184,-0.00754700440312241,False,1331,**反向**有效 · 非单调（仅极端组有效，慎用）
换手率,20,-0.12140079576112431,-9.34918073690298,-32.1525103863199,-0.8863126391590823,0.8115501519756839,-0.022245485216592732,False,1316,**反向**有效 · 非单调（仅极端组有效，慎用）
换手率,60,-0.1472014248308782,-10.010483113053327,-49.33226312236611,-1.3810382335358227,0.9286833855799373,-0.04926227354674107,False,1276,**反向**有效 · 非单调（仅极端组有效，慎用）
对数市值,5,-0.022560171900132434,-3.0143791147583676,-5.80769005880019,-0.15918949441088692,0.5807663410969196,-0.0033726216470291335,False,1331,**反向**但过弱（显著却不足以覆盖交易成本）
对数市值,20,-0.04252672569556493,-2.6001763346822284,-9.707574768448948,-0.2675979607651063,0.6132218844984803,-0.010817751927431528,False,1316,**反向**有效 · 非单调（仅极端组有效，慎用）
对数市值,60,-0.05833114743916531,-2.01749624083261,-13.36128136164962,-0.37404406855808314,0.5995297805642633,-0.02248785631537362,False,1276,**反向**有效 · 非单调（仅极端组有效，慎用）
