total_return,annual_return,max_drawdown,sharpe,trading_days,n_trades,trades_per_day,days_with_trade,coverage,win_rate,t_pnl,t_return,t_annual,gross_edge,net_edge,avg_trade_amount,effective_round_trip,n_unclosed,buyhold_annual,date_range,base_value,cash_value,ratio,signal,thr,vol_thr,take_profit,stop_loss,max_trades,hold_max,reverse
0.0252,0.0255,-0.446,0.055,241,205,0.85,205,0.8506,0.4976,-26231.58,-0.1312,-0.1327,-4e-06,-0.001695,74968.52,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.008,1,30,False
0.0381,0.0386,-0.4386,0.086,241,236,0.98,236,0.9793,0.5127,-23655.22,-0.1183,-0.1197,0.000418,-0.001272,74889.07,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.008,1,30,True
0.0371,0.0376,-0.4344,0.082,241,192,0.8,192,0.7967,0.526,-23855.09,-0.1193,-0.1207,8.1e-05,-0.00161,74823.96,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.008,1,60,False
0.0412,0.0418,-0.4343,0.094,241,232,0.96,232,0.9627,0.5431,-23026.42,-0.1151,-0.1165,0.000359,-0.001332,74577.51,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.008,1,60,True
0.0335,0.0339,-0.4561,0.073,241,447,1.85,233,0.9668,0.4855,-24578.09,-0.1229,-0.1243,0.000276,-0.001512,37286.74,0.001788,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.008,2,30,False
0.0233,0.0236,-0.4392,0.052,241,462,1.92,237,0.9834,0.487,-26618.1,-0.1331,-0.1346,0.0003,-0.001487,37432.85,0.001787,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.008,2,30,True
0.0341,0.0346,-0.4466,0.074,241,444,1.84,233,0.9668,0.527,-24444.25,-0.1222,-0.1236,0.00032,-0.001469,37258.57,0.001788,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.008,2,60,False
0.0181,0.0184,-0.4447,0.041,241,452,1.88,234,0.971,0.5199,-27647.22,-0.1382,-0.1398,0.000175,-0.001612,37382.72,0.001788,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.008,2,60,True
0.0309,0.0313,-0.4508,0.068,241,841,3.49,238,0.9876,0.4257,-25089.26,-0.1254,-0.1269,-7.2e-05,-0.002392,12499.74,0.00232,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.008,4,30,False
0.0532,0.0539,-0.4354,0.119,241,846,3.51,238,0.9876,0.4645,-20626.41,-0.1031,-0.1043,0.000397,-0.001923,12494.55,0.00232,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.008,4,30,True
0.0476,0.0482,-0.4434,0.105,241,763,3.17,236,0.9793,0.4915,-21755.31,-0.1088,-0.1101,7.3e-05,-0.002247,12489.72,0.002321,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.008,4,60,False
0.0517,0.0524,-0.4364,0.116,241,766,3.18,236,0.9793,0.4961,-20923.16,-0.1046,-0.1058,0.000123,-0.002197,12497.19,0.00232,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.008,4,60,True
0.0303,0.0307,-0.437,0.067,241,205,0.85,205,0.8506,0.5171,-25207.4,-0.126,-0.1275,0.000132,-0.001559,74963.27,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.012,1,30,False
0.0415,0.042,-0.4324,0.095,241,236,0.98,236,0.9793,0.5297,-22972.52,-0.1149,-0.1162,0.000419,-0.001272,74886.19,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.012,1,30,True
0.034,0.0344,-0.4279,0.075,241,192,0.8,192,0.7967,0.5729,-24481.59,-0.1224,-0.1238,0.000115,-0.001576,74829.3,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.012,1,60,False
0.0603,0.0611,-0.4245,0.139,241,232,0.96,232,0.9627,0.5905,-19214.46,-0.0961,-0.0972,0.000531,-0.00116,74561.1,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.012,1,60,True
0.0257,0.0261,-0.447,0.056,241,412,1.71,226,0.9378,0.4903,-26122.74,-0.1306,-0.1321,0.000117,-0.001673,36948.83,0.001791,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.012,2,30,False
0.0463,0.0469,-0.4255,0.105,241,464,1.93,238,0.9876,0.5065,-22007.95,-0.11,-0.1113,0.000504,-0.001283,37472.03,0.001787,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.012,2,30,True
0.0401,0.0406,-0.442,0.087,241,443,1.84,232,0.9627,0.5576,-23248.4,-0.1162,-0.1176,0.000414,-0.001375,37226.59,0.001789,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.012,2,60,False
0.0565,0.0572,-0.4244,0.128,241,452,1.88,235,0.9751,0.5619,-19980.62,-0.0999,-0.1011,0.000548,-0.00124,37427.0,0.001787,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.012,2,60,True
0.028,0.0284,-0.4515,0.061,241,830,3.44,238,0.9876,0.4265,-25665.97,-0.1283,-0.1298,-0.000146,-0.002468,12474.29,0.002322,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.012,4,30,False
0.0601,0.0609,-0.4308,0.135,241,836,3.47,238,0.9876,0.4713,-19243.07,-0.0962,-0.0974,0.000494,-0.001827,12483.42,0.002321,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.012,4,30,True
0.0525,0.0531,-0.4407,0.116,241,723,3.0,236,0.9793,0.5104,-20779.69,-0.1039,-0.1051,7.9e-05,-0.002244,12458.78,0.002323,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.012,4,60,False
0.0685,0.0694,-0.4281,0.155,241,737,3.06,236,0.9793,0.5305,-17577.42,-0.0879,-0.0889,0.000395,-0.001925,12500.76,0.00232,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.006,0.012,4,60,True
0.0189,0.0192,-0.4546,0.041,241,205,0.85,205,0.8506,0.439,-27483.31,-0.1374,-0.139,-5.4e-05,-0.001745,74974.62,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.008,1,30,False
0.0395,0.04,-0.4345,0.09,241,236,0.98,236,0.9793,0.4492,-23370.06,-0.1169,-0.1182,0.000344,-0.001347,74886.41,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.008,1,30,True
0.0513,0.052,-0.4325,0.114,241,192,0.8,192,0.7967,0.4635,-21009.67,-0.105,-0.1063,0.000278,-0.001413,74807.07,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.008,1,60,False
0.0458,0.0464,-0.4222,0.105,241,232,0.96,232,0.9627,0.4397,-22115.46,-0.1106,-0.1119,0.000269,-0.001422,74572.36,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.008,1,60,True
0.0151,0.0153,-0.467,0.033,241,434,1.8,230,0.9544,0.4078,-28253.7,-0.1413,-0.1429,6e-06,-0.001782,37326.81,0.001788,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.008,2,30,False
0.0046,0.0047,-0.4512,0.01,241,461,1.91,237,0.9834,0.4035,-30351.05,-0.1518,-0.1535,2.3e-05,-0.001764,37424.21,0.001787,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.008,2,30,True
0.0316,0.032,-0.454,0.069,241,434,1.8,232,0.9627,0.4424,-24954.56,-0.1248,-0.1262,0.000293,-0.001496,37233.91,0.001789,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.008,2,60,False
0.019,0.0193,-0.4489,0.043,241,451,1.87,236,0.9793,0.4213,-27462.36,-0.1373,-0.1389,9.4e-05,-0.001693,37459.13,0.001787,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.008,2,60,True
0.0245,0.0248,-0.4551,0.054,241,817,3.39,238,0.9876,0.355,-26369.84,-0.1318,-0.1334,-0.000193,-0.002513,12505.66,0.00232,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.008,4,30,False
0.0558,0.0566,-0.4343,0.125,241,812,3.37,238,0.9876,0.3941,-20104.29,-0.1005,-0.1017,0.000319,-0.002003,12478.96,0.002321,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.008,4,30,True
0.0418,0.0424,-0.4486,0.092,241,709,2.94,236,0.9793,0.3879,-22903.55,-0.1145,-0.1159,-0.000154,-0.002474,12495.01,0.00232,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.008,4,60,False
0.0667,0.0676,-0.4308,0.151,241,693,2.88,236,0.9793,0.4084,-17930.89,-0.0897,-0.0907,0.000186,-0.002136,12465.88,0.002322,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.008,4,60,True
0.0269,0.0272,-0.4438,0.059,241,205,0.85,205,0.8506,0.4585,-25890.17,-0.1295,-0.131,0.000116,-0.001575,74966.59,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.012,1,30,False
0.0389,0.0394,-0.4301,0.089,241,236,0.98,236,0.9793,0.4661,-23483.9,-0.1174,-0.1188,0.000293,-0.001398,74886.91,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.012,1,30,True
0.055,0.0557,-0.4199,0.123,241,192,0.8,192,0.7967,0.5104,-20270.68,-0.1014,-0.1025,0.000386,-0.001304,74805.31,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.012,1,60,False
0.0731,0.074,-0.4096,0.17,241,232,0.96,232,0.9627,0.4871,-16653.54,-0.0833,-0.0843,0.000521,-0.00117,74548.84,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.012,1,60,True
0.0166,0.0169,-0.4534,0.036,241,405,1.68,223,0.9253,0.4148,-27943.54,-0.1397,-0.1413,-2e-06,-0.001792,37060.19,0.00179,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.012,2,30,False
0.0161,0.0163,-0.4439,0.036,241,462,1.92,238,0.9876,0.4199,-28045.74,-0.1402,-0.1418,0.000141,-0.001646,37443.56,0.001787,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.012,2,30,True
0.0323,0.0327,-0.4453,0.07,241,440,1.83,234,0.971,0.4636,-24811.54,-0.1241,-0.1255,0.000358,-0.00143,37314.44,0.001788,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.012,2,60,False
0.0444,0.045,-0.4357,0.1,241,450,1.87,236,0.9793,0.4622,-22391.94,-0.112,-0.1133,0.000364,-0.001423,37452.29,0.001787,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.012,2,60,True
0.0221,0.0224,-0.456,0.048,241,803,3.33,238,0.9876,0.3587,-26852.53,-0.1343,-0.1358,-0.000268,-0.002588,12489.22,0.002321,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.012,4,30,False
0.0549,0.0556,-0.434,0.123,241,803,3.33,238,0.9876,0.3898,-20284.2,-0.1014,-0.1026,0.000282,-0.002039,12490.91,0.002321,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.012,4,30,True
0.0575,0.0582,-0.4413,0.128,241,653,2.71,236,0.9793,0.4242,-19770.42,-0.0989,-0.1,5.2e-05,-0.002271,12452.59,0.002323,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.012,4,60,False
0.0756,0.0765,-0.4266,0.172,241,660,2.74,236,0.9793,0.4333,-16160.77,-0.0808,-0.0818,0.000296,-0.002025,12484.13,0.002321,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.01,0.012,4,60,True
0.0175,0.0177,-0.4545,0.038,241,205,0.85,205,0.8506,0.4244,-27767.88,-0.1388,-0.1404,-6.9e-05,-0.00176,74976.28,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.008,1,30,False
0.0492,0.0498,-0.4261,0.112,241,236,0.98,236,0.9793,0.4364,-21435.61,-0.1072,-0.1084,0.000453,-0.001237,74878.23,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.008,1,30,True
0.0544,0.0551,-0.4298,0.121,241,192,0.8,192,0.7967,0.4375,-20384.48,-0.1019,-0.1031,0.000332,-0.001359,74805.89,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.008,1,60,False
0.0401,0.0406,-0.4243,0.092,241,232,0.96,232,0.9627,0.4052,-23253.81,-0.1163,-0.1176,0.000247,-0.001444,74578.49,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.008,1,60,True
0.0166,0.0168,-0.46,0.036,241,418,1.73,227,0.9419,0.3828,-27952.23,-0.1398,-0.1414,3.8e-05,-0.00175,37236.55,0.001789,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.008,2,30,False
0.0184,0.0186,-0.4447,0.041,241,463,1.92,238,0.9876,0.3974,-27591.45,-0.138,-0.1395,0.00019,-0.001597,37469.77,0.001787,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.008,2,30,True
0.0219,0.0222,-0.4461,0.048,241,434,1.8,231,0.9585,0.4124,-26885.74,-0.1344,-0.136,0.000174,-0.001615,37233.65,0.001789,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.008,2,60,False
0.0449,0.0454,-0.4367,0.101,241,448,1.86,236,0.9793,0.3996,-22301.06,-0.1115,-0.1128,0.000381,-0.001406,37431.97,0.001787,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.008,2,60,True
0.0202,0.0204,-0.4554,0.044,241,810,3.36,238,0.9876,0.3333,-27238.75,-0.1362,-0.1378,-0.000293,-0.002612,12507.4,0.00232,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.008,4,30,False
0.0614,0.0622,-0.4315,0.138,241,803,3.33,238,0.9876,0.3848,-18996.51,-0.095,-0.0961,0.000422,-0.001899,12475.3,0.002322,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.008,4,30,True
0.0305,0.0309,-0.4497,0.067,241,683,2.83,236,0.9793,0.3441,-25170.44,-0.1259,-0.1273,-0.000475,-0.002794,12513.82,0.002319,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.008,4,60,False
0.0783,0.0793,-0.424,0.178,241,653,2.71,236,0.9793,0.3737,-15614.43,-0.0781,-0.079,0.000345,-0.001977,12462.35,0.002322,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.008,4,60,True
0.0275,0.0278,-0.4423,0.061,241,205,0.85,205,0.8506,0.4439,-25776.47,-0.1289,-0.1304,0.000131,-0.00156,74966.31,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.012,1,30,False
0.0506,0.0512,-0.4204,0.116,241,236,0.98,236,0.9793,0.4534,-21151.17,-0.1058,-0.107,0.000419,-0.001272,74877.04,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.012,1,30,True
0.0601,0.0609,-0.4145,0.135,241,192,0.8,192,0.7967,0.4844,-19247.21,-0.0962,-0.0974,0.000474,-0.001216,74802.05,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.012,1,60,False
0.0626,0.0634,-0.4136,0.145,241,232,0.96,232,0.9627,0.4526,-18759.12,-0.0938,-0.0949,0.000455,-0.001236,74559.14,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.012,1,60,True
0.0206,0.0208,-0.4514,0.044,241,404,1.68,224,0.9295,0.401,-27161.27,-0.1358,-0.1374,5.2e-05,-0.001738,37004.36,0.00179,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.012,2,30,False
0.0231,0.0234,-0.4405,0.052,241,463,1.92,238,0.9876,0.4104,-26649.55,-0.1332,-0.1348,0.000238,-0.001549,37463.21,0.001787,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.012,2,30,True
0.0326,0.033,-0.4418,0.07,241,430,1.78,231,0.9585,0.4279,-24758.8,-0.1238,-0.1252,0.00034,-0.001449,37124.7,0.001789,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.012,2,60,False
0.0356,0.036,-0.4419,0.08,241,446,1.85,236,0.9793,0.4238,-24154.54,-0.1208,-0.1222,0.0003,-0.001487,37430.67,0.001787,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.012,2,60,True
0.0174,0.0177,-0.4572,0.038,241,795,3.3,238,0.9876,0.3371,-27785.36,-0.1389,-0.1405,-0.000388,-0.002709,12489.39,0.002321,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.012,4,30,False
0.0566,0.0574,-0.4333,0.127,241,794,3.29,238,0.9876,0.3804,-19944.35,-0.0997,-0.1009,0.000313,-0.002008,12488.24,0.002321,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.012,4,30,True
0.0552,0.0559,-0.4404,0.122,241,624,2.59,236,0.9793,0.3814,-20234.32,-0.1012,-0.1024,-7.5e-05,-0.002397,12458.68,0.002323,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.012,4,60,False
0.0747,0.0756,-0.4268,0.169,241,615,2.55,236,0.9793,0.3886,-16338.17,-0.0817,-0.0827,0.000142,-0.00218,12468.58,0.002322,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,1.0,0.015,0.012,4,60,True
0.1156,0.1171,-0.4135,0.264,241,97,0.4,97,0.4025,0.4536,-8152.97,-0.0408,-0.0413,0.000572,-0.001119,72451.53,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.008,1,30,False
0.0546,0.0553,-0.4375,0.124,241,210,0.87,210,0.8714,0.481,-20360.84,-0.1018,-0.103,0.000368,-0.001323,74403.15,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.008,1,30,True
0.1266,0.1283,-0.4102,0.291,241,88,0.37,88,0.3651,0.5227,-5948.77,-0.0297,-0.0301,0.00089,-0.000801,71919.12,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.008,1,60,False
0.0409,0.0414,-0.4401,0.092,241,204,0.85,204,0.8465,0.5098,-23095.31,-0.1155,-0.1168,0.000122,-0.001569,74309.78,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.008,1,60,True
0.0302,0.0306,-0.4462,0.065,241,334,1.39,189,0.7842,0.4012,-25234.27,-0.1262,-0.1276,-0.000264,-0.002062,36077.01,0.001797,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.008,2,30,False
0.0397,0.0402,-0.4439,0.09,241,385,1.6,216,0.8963,0.4468,-23327.24,-0.1166,-0.118,0.000164,-0.001624,37311.4,0.001788,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.008,2,30,True
0.0353,0.0358,-0.451,0.077,241,348,1.44,204,0.8465,0.4713,-24204.15,-0.121,-0.1224,-8.4e-05,-0.001875,36870.18,0.001791,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.008,2,60,False
0.0335,0.034,-0.448,0.075,241,356,1.48,209,0.8672,0.4691,-24564.52,-0.1228,-0.1243,-7.8e-05,-0.001867,37189.62,0.001789,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.008,2,60,True
0.0702,0.0711,-0.4323,0.157,241,533,2.21,216,0.8963,0.379,-17224.26,-0.0861,-0.0871,-0.00034,-0.002669,12355.88,0.002329,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.008,4,30,False
0.0891,0.0902,-0.4235,0.203,241,538,2.23,216,0.8963,0.4442,-13460.83,-0.0673,-0.0681,0.000353,-0.001975,12370.77,0.002328,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.008,4,30,True
0.0869,0.0881,-0.4259,0.196,241,445,1.85,209,0.8672,0.4494,-13887.47,-0.0694,-0.0703,-0.000236,-0.002562,12398.85,0.002327,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.008,4,60,False
0.0908,0.0919,-0.4238,0.207,241,449,1.86,209,0.8672,0.4722,-13119.88,-0.0656,-0.0664,-1.3e-05,-0.00234,12395.18,0.002327,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.008,4,60,True
0.1096,0.1111,-0.4148,0.25,241,97,0.4,97,0.4025,0.4536,-9347.78,-0.0467,-0.0473,0.000433,-0.001258,72463.86,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.012,1,30,False
0.0466,0.0472,-0.4385,0.105,241,210,0.87,210,0.8714,0.4952,-21953.92,-0.1098,-0.1111,0.000325,-0.001365,74410.73,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.012,1,30,True
0.1167,0.1182,-0.4141,0.267,241,88,0.37,88,0.3651,0.5341,-7940.58,-0.0397,-0.0402,0.000656,-0.001035,71944.98,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.012,1,60,False
0.0082,0.0083,-0.4539,0.018,241,204,0.85,204,0.8465,0.5245,-29638.3,-0.1482,-0.1499,-0.000236,-0.001926,74341.83,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.012,1,60,True
0.0303,0.0307,-0.4447,0.066,241,330,1.37,188,0.7801,0.4121,-25213.07,-0.1261,-0.1275,-0.000277,-0.002074,35985.56,0.001798,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.012,2,30,False
0.0415,0.042,-0.4402,0.093,241,384,1.59,216,0.8963,0.4583,-22973.33,-0.1149,-0.1162,0.000242,-0.001546,37305.95,0.001788,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.012,2,30,True
0.0426,0.0431,-0.4412,0.093,241,326,1.35,197,0.8174,0.5061,-22757.47,-0.1138,-0.1151,-7e-05,-0.001866,36195.0,0.001796,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.012,2,60,False
0.0284,0.0287,-0.4474,0.063,241,354,1.47,209,0.8672,0.4972,-25594.25,-0.128,-0.1295,-0.000106,-0.001895,37186.45,0.001789,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.012,2,60,True
0.0727,0.0737,-0.4317,0.163,241,518,2.15,216,0.8963,0.3861,-16726.91,-0.0836,-0.0846,-0.000307,-0.002636,12368.71,0.002328,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.012,4,30,False
0.0867,0.0878,-0.4241,0.197,241,533,2.21,216,0.8963,0.4484,-13928.7,-0.0696,-0.0705,0.000289,-0.00204,12366.46,0.002329,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.012,4,30,True
0.0904,0.0916,-0.4241,0.204,241,416,1.73,209,0.8672,0.476,-13187.15,-0.0659,-0.0667,-0.000215,-0.002541,12404.66,0.002326,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.012,4,60,False
0.0883,0.0895,-0.4244,0.201,241,436,1.81,209,0.8672,0.4954,-13607.98,-0.068,-0.0689,-0.00012,-0.002446,12411.73,0.002326,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.006,0.012,4,60,True
0.1322,0.1339,-0.4054,0.303,241,98,0.41,98,0.4066,0.4388,-4832.43,-0.0242,-0.0245,0.001012,-0.000679,72236.08,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.01,0.008,1,30,False
0.0597,0.0604,-0.4323,0.136,241,210,0.87,210,0.8714,0.4381,-19336.55,-0.0967,-0.0978,0.000453,-0.001238,74397.99,0.001691,0,0.1585,"['2025-09-08', '2026-09-04']",140000,60000.0,0.7,corr,0.1,2.0,0.01,0.008,1,30,True
