total_return,annual_return,max_drawdown,sharpe,trading_days,n_trades,trades_per_day,days_with_trade,coverage,win_rate,t_pnl,t_return,t_annual,gross_edge,net_edge,avg_trade_amount,effective_round_trip,n_unclosed,buyhold_annual,date_range,base_value,cash_value,ratio,signal,thr,vol_thr,take_profit,stop_loss,max_trades,hold_max,reverse
0.0255,0.0258,-0.3705,0.065,241,211,0.88,211,0.8755,0.4787,-23340.15,-0.1167,-0.1181,0.000578,-0.001112,112230.6,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.008,1,30,False
0.0335,0.0339,-0.3959,0.086,241,210,0.87,210,0.8714,0.4571,-21739.03,-0.1087,-0.11,0.000694,-0.000996,112094.94,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.008,1,30,True
0.0437,0.0443,-0.3663,0.114,241,201,0.83,201,0.834,0.4876,-19689.41,-0.0984,-0.0996,0.000728,-0.000963,112336.69,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.008,1,60,False
0.0602,0.061,-0.3764,0.155,241,207,0.86,207,0.8589,0.4783,-16386.46,-0.0819,-0.0829,0.000917,-0.000773,112058.37,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.008,1,60,True
-0.0663,-0.0671,-0.4315,-0.162,241,455,1.89,235,0.9751,0.4264,-41688.77,-0.2084,-0.2107,-0.000135,-0.001857,49662.99,0.001721,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.008,2,30,False
-0.003,-0.0031,-0.4294,-0.007,241,474,1.97,240,0.9959,0.4599,-29044.41,-0.1452,-0.1469,0.00053,-0.00119,49823.16,0.001721,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.008,2,30,True
-0.0591,-0.0598,-0.4367,-0.144,241,436,1.81,233,0.9668,0.4427,-40257.82,-0.2013,-0.2035,-0.000116,-0.001837,49615.35,0.001722,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.008,2,60,False
0.0302,0.0306,-0.4126,0.075,241,465,1.93,240,0.9959,0.4624,-22399.37,-0.112,-0.1133,0.000849,-0.000872,49818.23,0.001721,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.008,2,60,True
-0.0637,-0.0645,-0.4405,-0.155,241,815,3.38,241,1.0,0.4123,-41177.25,-0.2059,-0.2082,-0.000139,-0.002059,24979.35,0.00192,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.008,4,30,False
-0.0305,-0.0308,-0.4344,-0.074,241,812,3.37,241,1.0,0.4089,-34529.79,-0.1726,-0.1746,0.000281,-0.001639,24987.47,0.00192,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.008,4,30,True
-0.0314,-0.0317,-0.4343,-0.078,241,673,2.79,240,0.9959,0.4205,-34707.96,-0.1735,-0.1755,-0.000136,-0.002056,25017.75,0.00192,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.008,4,60,False
0.0201,0.0203,-0.4089,0.05,241,674,2.8,240,0.9959,0.4303,-24425.23,-0.1221,-0.1235,0.000573,-0.001346,25043.74,0.001919,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.008,4,60,True
0.0434,0.044,-0.377,0.111,241,211,0.88,211,0.8755,0.4976,-19755.71,-0.0988,-0.0999,0.000813,-0.000877,112213.61,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.012,1,30,False
0.007,0.0071,-0.4028,0.018,241,210,0.87,210,0.8714,0.4667,-27030.34,-0.1352,-0.1367,0.000529,-0.001162,112120.11,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.012,1,30,True
0.0275,0.0279,-0.3814,0.07,241,201,0.83,201,0.834,0.5124,-22933.2,-0.1147,-0.116,0.000693,-0.000998,112354.92,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.012,1,60,False
0.0133,0.0135,-0.3959,0.034,241,207,0.86,207,0.8589,0.4879,-25774.27,-0.1289,-0.1304,0.000595,-0.001096,112103.68,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.012,1,60,True
-0.0703,-0.0711,-0.4357,-0.169,241,432,1.79,230,0.9544,0.4444,-42488.24,-0.2124,-0.2148,-0.00027,-0.001993,49323.23,0.001723,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.012,2,30,False
-0.0134,-0.0135,-0.4307,-0.032,241,464,1.93,238,0.9876,0.4655,-31106.5,-0.1555,-0.1573,0.000447,-0.001275,49619.97,0.001722,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.012,2,30,True
-0.0593,-0.06,-0.4248,-0.143,241,393,1.63,221,0.917,0.4707,-40289.33,-0.2014,-0.2037,-0.000369,-0.002093,49040.51,0.001724,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.012,2,60,False
0.0092,0.0093,-0.4222,0.022,241,461,1.91,240,0.9959,0.4816,-26603.81,-0.133,-0.1346,0.000683,-0.001037,49823.62,0.001721,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.012,2,60,True
-0.0564,-0.0571,-0.4422,-0.137,241,799,3.32,241,1.0,0.428,-39720.85,-0.1986,-0.2008,-7.3e-05,-0.001993,24957.78,0.001921,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.012,4,30,False
-0.0487,-0.0493,-0.4422,-0.116,241,803,3.33,241,1.0,0.4072,-38171.7,-0.1909,-0.193,0.000103,-0.001818,24989.73,0.00192,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.012,4,30,True
-0.0277,-0.0281,-0.4308,-0.068,241,619,2.57,240,0.9959,0.4475,-33978.49,-0.1699,-0.1718,-0.000248,-0.002167,25066.9,0.001919,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.012,4,60,False
0.0176,0.0178,-0.4083,0.043,241,637,2.64,240,0.9959,0.46,-24922.71,-0.1246,-0.1261,0.000458,-0.001462,25047.61,0.001919,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.01,0.012,4,60,True
0.0455,0.0461,-0.3674,0.119,241,211,0.88,211,0.8755,0.4502,-19328.7,-0.0966,-0.0978,0.000707,-0.000983,112210.79,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.008,1,30,False
0.0305,0.0309,-0.4023,0.078,241,210,0.87,210,0.8714,0.4429,-22336.43,-0.1117,-0.113,0.000634,-0.001057,112097.79,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.008,1,30,True
0.0736,0.0746,-0.3614,0.198,241,201,0.83,201,0.834,0.4577,-13714.77,-0.0686,-0.0694,0.000964,-0.000726,112305.29,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.008,1,60,False
0.047,0.0476,-0.3947,0.121,241,207,0.86,207,0.8589,0.4444,-19032.11,-0.0952,-0.0963,0.000738,-0.000953,112071.15,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.008,1,60,True
-0.0506,-0.0512,-0.4243,-0.125,241,463,1.92,239,0.9917,0.4017,-38546.2,-0.1927,-0.1949,1.2e-05,-0.001709,49765.73,0.001721,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.008,2,30,False
-0.0054,-0.0055,-0.4303,-0.013,241,477,1.98,241,1.0,0.434,-29519.77,-0.1476,-0.1493,0.000518,-0.001202,49911.74,0.00172,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.008,2,30,True
-0.0419,-0.0424,-0.4349,-0.104,241,448,1.86,238,0.9876,0.4196,-36810.23,-0.1841,-0.1861,9.7e-05,-0.001623,49876.38,0.00172,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.008,2,60,False
0.0531,0.0537,-0.4087,0.131,241,461,1.91,240,0.9959,0.4187,-17824.68,-0.0891,-0.0902,0.000997,-0.000723,49883.31,0.00172,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.008,2,60,True
-0.0604,-0.0611,-0.4379,-0.148,241,809,3.36,241,1.0,0.3943,-40518.3,-0.2026,-0.2048,-0.000124,-0.002045,24985.49,0.00192,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.008,4,30,False
-0.0181,-0.0183,-0.4291,-0.044,241,791,3.28,241,1.0,0.3906,-32046.17,-0.1602,-0.1621,0.00034,-0.001581,24988.23,0.00192,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.008,4,30,True
-0.0163,-0.0165,-0.4269,-0.041,241,644,2.67,240,0.9959,0.396,-31688.12,-0.1584,-0.1602,-1.5e-05,-0.001934,25038.47,0.001919,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.008,4,60,False
0.0523,0.0529,-0.4004,0.131,241,620,2.57,240,0.9959,0.4032,-17985.57,-0.0899,-0.091,0.000834,-0.001085,25083.61,0.001919,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.008,4,60,True
0.0575,0.0582,-0.3738,0.15,241,211,0.88,211,0.8755,0.4645,-16939.07,-0.0847,-0.0857,0.000885,-0.000806,112199.46,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.012,1,30,False
0.004,0.0041,-0.4091,0.01,241,210,0.87,210,0.8714,0.4524,-27627.75,-0.1381,-0.1397,0.000469,-0.001222,112122.96,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.012,1,30,True
0.0348,0.0352,-0.3822,0.092,241,201,0.83,201,0.834,0.4677,-21481.78,-0.1074,-0.1087,0.000705,-0.000986,112346.01,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.012,1,60,False
0.0061,0.0061,-0.4117,0.015,241,207,0.86,207,0.8589,0.4541,-27225.12,-0.1361,-0.1377,0.000476,-0.001214,112110.7,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.012,1,60,True
-0.0551,-0.0557,-0.4293,-0.134,241,450,1.87,235,0.9751,0.4244,-39446.46,-0.1972,-0.1994,-7.8e-05,-0.0018,49559.23,0.001722,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.012,2,30,False
-0.0133,-0.0134,-0.4308,-0.032,241,471,1.95,239,0.9917,0.4437,-31086.89,-0.1554,-0.1572,0.000451,-0.00127,49808.32,0.001721,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.012,2,30,True
-0.0583,-0.059,-0.4248,-0.142,241,408,1.69,226,0.9378,0.4363,-40092.68,-0.2005,-0.2027,-0.000294,-0.002017,49121.92,0.001724,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.012,2,60,False
0.0144,0.0146,-0.4261,0.035,241,459,1.9,240,0.9959,0.4314,-25552.36,-0.1278,-0.1292,0.000721,-0.000999,49915.79,0.00172,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.012,2,60,True
-0.0602,-0.061,-0.444,-0.147,241,793,3.29,241,1.0,0.4073,-40483.66,-0.2024,-0.2047,-0.000116,-0.002037,24965.25,0.001921,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.012,4,30,False
-0.0363,-0.0367,-0.4356,-0.087,241,782,3.24,241,1.0,0.3875,-35688.58,-0.1784,-0.1805,0.000145,-0.001775,24990.96,0.00192,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.012,4,30,True
-0.0095,-0.0097,-0.4211,-0.024,241,586,2.43,240,0.9959,0.4198,-30344.55,-0.1517,-0.1535,-0.00011,-0.002029,25043.83,0.001919,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.012,4,60,False
0.0351,0.0355,-0.4083,0.087,241,586,2.43,240,0.9959,0.4215,-21425.13,-0.1071,-0.1084,0.000529,-0.00139,25063.86,0.001919,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.003,2.0,0.015,0.012,4,60,True
-0.0509,-0.0515,-0.4296,-0.122,241,220,0.91,220,0.9129,0.5227,-38609.51,-0.193,-0.1952,9.7e-05,-0.001594,111812.28,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.008,1,30,False
0.0339,0.0343,-0.3881,0.089,241,226,0.94,226,0.9378,0.5265,-21659.42,-0.1083,-0.1096,0.000769,-0.000922,112200.42,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.008,1,30,True
-0.0497,-0.0503,-0.4354,-0.12,241,214,0.89,214,0.888,0.5514,-38366.67,-0.1918,-0.194,9.6e-05,-0.001595,112156.84,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.008,1,60,False
0.0448,0.0453,-0.3817,0.118,241,223,0.93,223,0.9253,0.5695,-19480.7,-0.0974,-0.0986,0.000816,-0.000875,111998.84,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.008,1,60,True
-0.037,-0.0374,-0.4303,-0.089,241,435,1.8,228,0.9461,0.5149,-35826.04,-0.1791,-0.1811,0.000205,-0.001517,49452.74,0.001722,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.008,2,30,False
-0.0313,-0.0317,-0.442,-0.077,241,466,1.93,238,0.9876,0.4936,-34704.01,-0.1735,-0.1755,0.000206,-0.001515,49859.28,0.001721,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.008,2,30,True
-0.0376,-0.0381,-0.4366,-0.09,241,414,1.72,224,0.9295,0.5483,-35961.31,-0.1798,-0.1818,0.0001,-0.001623,49383.62,0.001722,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.008,2,60,False
-0.0318,-0.0322,-0.4415,-0.078,241,462,1.92,237,0.9834,0.5238,-34796.98,-0.174,-0.1759,0.00018,-0.00154,49887.83,0.00172,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.008,2,60,True
-0.1158,-0.1172,-0.4732,-0.268,241,899,3.73,241,1.0,0.4405,-51595.43,-0.258,-0.2607,-0.000322,-0.002241,25012.75,0.00192,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.008,4,30,False
-0.015,-0.0152,-0.4263,-0.037,241,903,3.75,241,1.0,0.495,-31434.67,-0.1572,-0.159,0.000529,-0.001391,25000.5,0.00192,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.008,4,30,True
-0.1077,-0.1089,-0.4733,-0.251,241,830,3.44,240,0.9959,0.4831,-49971.27,-0.2499,-0.2525,-0.000407,-0.002326,25045.91,0.001919,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.008,4,60,False
-0.0128,-0.013,-0.4223,-0.032,241,838,3.48,240,0.9959,0.5286,-31003.52,-0.155,-0.1568,0.000429,-0.00149,25060.08,0.001919,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.008,4,60,True
-0.0411,-0.0416,-0.4258,-0.101,241,220,0.91,220,0.9129,0.5545,-36648.76,-0.1832,-0.1853,0.000228,-0.001463,111809.18,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.012,1,30,False
0.0104,0.0105,-0.3932,0.027,241,226,0.94,226,0.9378,0.5354,-26353.33,-0.1318,-0.1333,0.000552,-0.001138,112221.18,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.012,1,30,True
-0.0224,-0.0226,-0.4221,-0.055,241,214,0.89,214,0.888,0.5981,-32906.11,-0.1645,-0.1664,0.00038,-0.001311,112135.31,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.012,1,60,False
0.0089,0.009,-0.3889,0.023,241,223,0.93,223,0.9253,0.5785,-26649.0,-0.1332,-0.1348,0.000497,-0.001194,112029.43,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.012,1,60,True
-0.0319,-0.0322,-0.4365,-0.077,241,453,1.88,233,0.9668,0.5254,-34806.03,-0.174,-0.176,0.000322,-0.001399,49698.59,0.001721,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.012,2,30,False
-0.0214,-0.0217,-0.4443,-0.052,241,470,1.95,239,0.9917,0.5064,-32720.19,-0.1636,-0.1655,0.000298,-0.001422,49836.23,0.001721,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.012,2,30,True
-0.0339,-0.0343,-0.4328,-0.081,241,418,1.73,227,0.9419,0.5789,-35211.8,-0.1761,-0.178,0.000127,-0.001596,49337.94,0.001723,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.012,2,60,False
-0.0222,-0.0225,-0.4367,-0.054,241,462,1.92,237,0.9834,0.5498,-32877.68,-0.1644,-0.1663,0.000265,-0.001455,49851.23,0.001721,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.012,2,60,True
-0.0975,-0.0987,-0.4663,-0.23,241,882,3.66,241,1.0,0.4603,-47939.79,-0.2397,-0.2423,-0.000221,-0.00214,25027.55,0.00192,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.012,4,30,False
0.0026,0.0027,-0.4161,0.007,241,890,3.69,241,1.0,0.5157,-27906.23,-0.1395,-0.1411,0.000656,-0.001264,24995.04,0.00192,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.012,4,30,True
-0.091,-0.0921,-0.4675,-0.215,241,794,3.29,240,0.9959,0.5189,-46644.79,-0.2332,-0.2358,-0.000374,-0.002292,25088.47,0.001919,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.012,4,60,False
-0.0068,-0.0069,-0.4133,-0.017,241,799,3.32,240,0.9959,0.5569,-29795.92,-0.149,-0.1507,0.000374,-0.001545,25048.81,0.001919,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.006,0.012,4,60,True
-0.0406,-0.0411,-0.4179,-0.099,241,220,0.91,220,0.9129,0.4545,-36561.54,-0.1828,-0.1849,0.000152,-0.001539,111803.76,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.008,1,30,False
0.0318,0.0322,-0.3963,0.083,241,226,0.94,226,0.9378,0.4558,-22081.82,-0.1104,-0.1117,0.000741,-0.00095,112190.99,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.008,1,30,True
-0.0151,-0.0153,-0.4101,-0.037,241,214,0.89,214,0.888,0.4766,-31453.68,-0.1573,-0.1591,0.000357,-0.001334,112124.2,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.008,1,60,False
0.0747,0.0756,-0.3723,0.2,241,223,0.93,223,0.9253,0.4843,-13504.61,-0.0675,-0.0683,0.001078,-0.000613,111966.7,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.008,1,60,True
-0.0492,-0.0498,-0.4225,-0.119,241,437,1.81,228,0.9461,0.4233,-38278.72,-0.1914,-0.1935,7.2e-05,-0.00165,49469.1,0.001722,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.008,2,30,False
-0.0518,-0.0525,-0.4505,-0.125,241,461,1.91,238,0.9876,0.4121,-38801.43,-0.194,-0.1962,1.9e-05,-0.001702,49781.85,0.001721,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.008,2,30,True
-0.029,-0.0293,-0.4214,-0.07,241,421,1.75,227,0.9419,0.4632,-34232.2,-0.1712,-0.1731,0.000217,-0.001506,49363.25,0.001723,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.008,2,60,False
-0.0357,-0.0361,-0.445,-0.087,241,460,1.91,237,0.9834,0.4391,-35576.48,-0.1779,-0.1799,0.00023,-0.00149,49841.13,0.001721,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.008,2,60,True
-0.1182,-0.1196,-0.4719,-0.274,241,886,3.68,241,1.0,0.3758,-52084.9,-0.2604,-0.2632,-0.000358,-0.002278,25024.25,0.00192,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.008,4,30,False
-0.0204,-0.0207,-0.4271,-0.05,241,877,3.64,241,1.0,0.4151,-32520.55,-0.1626,-0.1645,0.000427,-0.001493,25018.39,0.00192,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.008,4,30,True
-0.0733,-0.0741,-0.4589,-0.174,241,786,3.26,240,0.9959,0.4249,-43086.26,-0.2154,-0.2178,-0.000166,-0.002084,25078.99,0.001919,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.008,4,60,False
-0.0028,-0.0028,-0.4108,-0.007,241,786,3.26,240,0.9959,0.4389,-28993.34,-0.145,-0.1466,0.000451,-0.001468,25074.48,0.001919,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.008,4,60,True
-0.03,-0.0303,-0.418,-0.074,241,220,0.91,220,0.9129,0.4864,-34429.97,-0.1721,-0.1741,0.000321,-0.00137,111799.51,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.012,1,30,False
-0.0054,-0.0054,-0.4092,-0.014,241,226,0.94,226,0.9378,0.4646,-29506.73,-0.1475,-0.1492,0.00043,-0.001261,112223.82,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.012,1,30,True
0.0101,0.0102,-0.4074,0.025,241,214,0.89,214,0.888,0.5234,-26420.71,-0.1321,-0.1336,0.00065,-0.00104,112107.06,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.012,1,60,False
0.035,0.0354,-0.3844,0.093,241,223,0.93,223,0.9253,0.4933,-21441.01,-0.1072,-0.1085,0.000728,-0.000962,112000.74,0.001691,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.012,1,60,True
-0.0307,-0.0311,-0.4319,-0.075,241,456,1.89,235,0.9751,0.4496,-34584.06,-0.1729,-0.1749,0.000321,-0.0014,49719.5,0.001721,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.012,2,30,False
-0.0573,-0.058,-0.4474,-0.138,241,454,1.88,236,0.9793,0.4141,-39899.81,-0.1995,-0.2017,-6.6e-05,-0.001787,49668.27,0.001721,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.012,2,30,True
-0.0598,-0.0605,-0.4402,-0.143,241,395,1.64,223,0.9253,0.4734,-40398.67,-0.202,-0.2042,-0.000235,-0.001957,49440.35,0.001722,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.012,2,60,False
-0.0212,-0.0215,-0.4218,-0.052,241,464,1.93,239,0.9917,0.4612,-32677.7,-0.1634,-0.1652,0.000377,-0.001344,49809.69,0.001721,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.012,2,60,True
-0.0911,-0.0922,-0.4616,-0.216,241,866,3.59,241,1.0,0.4018,-46654.57,-0.2333,-0.2358,-0.000178,-0.002098,25037.9,0.001919,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.012,4,30,False
-0.0255,-0.0258,-0.4257,-0.062,241,864,3.59,241,1.0,0.4178,-33525.64,-0.1676,-0.1695,0.000355,-0.001565,25019.2,0.00192,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.012,4,30,True
-0.0541,-0.0547,-0.4491,-0.13,241,740,3.07,240,0.9959,0.4581,-39246.36,-0.1962,-0.1984,-0.000149,-0.002067,25131.29,0.001918,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.012,4,60,False
-0.0062,-0.0062,-0.4073,-0.015,241,742,3.08,240,0.9959,0.4569,-29667.38,-0.1483,-0.15,0.000318,-0.0016,25081.22,0.001919,0,0.1441,"['2025-09-08', '2026-09-04']",120000,80000.0,0.6,pulse,0.005,1.0,0.01,0.012,4,60,True
