datetime,equity,base_shares,t_shares,prob_up,drawdown,t_pnl,t_cost
2025-09-08 10:05:00,189963.99999999994,1300,1300,0.46259255723495296,-0.050180000000000335,0.0,72.71999999999998
2025-09-08 10:06:00,189963.99999999994,1300,1300,0.4366133811049351,-0.050180000000000335,0.0,72.71999999999998
2025-09-08 10:07:00,189495.99999999997,1300,1300,0.4478194827643713,-0.05252000000000012,0.0,72.71999999999998
2025-09-08 10:08:00,189339.99999999997,1300,1300,0.4448980512735631,-0.053300000000000125,0.0,72.71999999999998
2025-09-08 10:09:00,189911.99999999997,1300,1300,0.39314878042855816,-0.05044000000000015,0.0,72.71999999999998
2025-09-08 10:10:00,189859.99999999997,1300,1300,0.40363673658482807,-0.05070000000000019,0.0,72.71999999999998
2025-09-08 10:11:00,189859.99999999997,1300,1300,0.40817108798321244,-0.05070000000000019,0.0,72.71999999999998
2025-09-08 10:12:00,189755.99999999997,1300,1300,0.4005706062847382,-0.051220000000000154,0.0,72.71999999999998
2025-09-08 10:13:00,189963.99999999994,1300,1300,0.36968452213830094,-0.050180000000000335,0.0,72.71999999999998
2025-09-08 10:14:00,189547.99999999997,1300,1300,0.4114864493255981,-0.052260000000000195,0.0,72.71999999999998
2025-09-08 10:15:00,189647.06613599995,1300,0,0.36357064377907466,-0.05096000000000034,0.0,72.71999999999998
2025-09-08 10:16:00,189517.06613599998,1300,0,0.41759961970306014,-0.05241466932000005,0.0,72.71999999999998
2025-09-08 10:17:00,189153.06613599998,1300,0,0.49183304648506887,-0.054234669320000095,0.0,72.71999999999998
2025-09-08 10:18:00,188737.06613599998,1300,0,0.5779868912465858,-0.056314669320000066,0.0,72.71999999999998
2025-09-08 10:19:00,188425.06613599998,1300,0,0.5678958220336922,-0.05787466932000007,0.0,72.71999999999998
2025-09-08 10:20:00,188633.06613599998,1300,0,0.5669911621841983,-0.05683466932000014,0.0,72.71999999999998
2025-09-08 10:21:00,188867.06613599998,1300,0,0.47024544237914073,-0.05566466932000014,0.0,72.71999999999998
2025-09-08 10:22:00,188763.06613599998,1300,0,0.49538284107236213,-0.0561846693200001,0.0,72.71999999999998
2025-09-08 10:23:00,189205.06613599998,1300,0,0.3820494611100428,-0.05397466932000006,0.0,72.71999999999998
2025-09-08 10:24:00,189127.06613599998,1300,0,0.4122595685203877,-0.05436466932000006,0.0,72.71999999999998
2025-09-08 10:25:00,189257.06613599998,1300,0,0.4081570646323668,-0.05371466932000013,0.0,72.71999999999998
2025-09-08 10:26:00,189205.06613599998,1300,0,0.3618207248793793,-0.05397466932000006,0.0,72.71999999999998
2025-09-08 10:27:00,189387.06613599998,1300,0,0.33071810334962237,-0.05306466932000009,0.0,72.71999999999998
2025-09-08 10:28:00,189699.06613599998,1300,0,0.3458429259660789,-0.051504669320000085,0.0,72.71999999999998
2025-09-08 10:29:00,189569.06613599998,1300,0,0.409151378377794,-0.052154669320000124,0.0,72.71999999999998
2025-09-08 10:30:00,188997.06613599998,1300,0,0.42022825204635833,-0.0550146693200001,0.0,72.71999999999998
2025-09-08 10:31:00,189101.06613599998,1300,0,0.38578424724692295,-0.05449466932000013,0.0,72.71999999999998
2025-09-08 10:32:00,189517.06613599998,1300,0,0.40946757002707523,-0.05241466932000005,0.0,72.71999999999998
2025-09-08 10:33:00,189699.06613599998,1300,0,0.4341459606512284,-0.051504669320000085,0.0,72.71999999999998
2025-09-08 10:34:00,189387.06613599998,1300,0,0.4030937686603901,-0.05306466932000009,0.0,72.71999999999998
2025-09-08 10:35:00,189699.06613599998,1300,0,0.36654196696162866,-0.051504669320000085,0.0,72.71999999999998
2025-09-08 10:36:00,189595.06613599998,1300,0,0.42551896135185535,-0.05202466932000005,0.0,72.71999999999998
2025-09-08 10:37:00,188893.06613599998,1300,0,0.45296368919496255,-0.05553466932000006,0.0,72.71999999999998
2025-09-08 10:38:00,188659.06613599998,1300,0,0.5352065651419277,-0.05670466932000007,0.0,72.71999999999998
2025-09-08 10:39:00,188555.06613599998,1300,0,0.5328299301815639,-0.05722466932000014,0.0,72.71999999999998
2025-09-08 10:40:00,188763.06613599998,1300,0,0.4723669052082591,-0.0561846693200001,0.0,72.71999999999998
2025-09-08 10:41:00,189179.06613599995,1300,0,0.41830019852327344,-0.05410466932000024,0.0,72.71999999999998
2025-09-08 10:42:00,189413.06613599998,1300,0,0.3742574764046906,-0.05293466932000013,0.0,72.71999999999998
2025-09-08 10:43:00,189257.06613599998,1300,0,0.3760551294008792,-0.05371466932000013,0.0,72.71999999999998
2025-09-08 10:44:00,188867.06613599998,1300,0,0.3661259779972487,-0.05566466932000014,0.0,72.71999999999998
2025-09-08 10:45:00,188867.06613599998,1300,0,0.38513535402559407,-0.05566466932000014,0.0,72.71999999999998
2025-09-08 10:46:00,189127.06613599998,1300,0,0.37220703481254114,-0.05436466932000006,0.0,72.71999999999998
2025-09-08 10:47:00,189127.06613599998,1300,0,0.38417131937602306,-0.05436466932000006,0.0,72.71999999999998
2025-09-08 10:48:00,189907.06613599995,1300,0,0.45589895093183236,-0.050464669320000266,0.0,72.71999999999998
2025-09-08 10:49:00,190297.06613599995,1300,0,0.42963576960181293,-0.04851466932000026,0.0,72.71999999999998
2025-09-08 10:50:00,190011.06613599998,1300,0,0.5032396995799776,-0.04994466932000008,0.0,72.71999999999998
2025-09-08 10:51:00,190063.06613599998,1300,0,0.48434674178644,-0.04968466932000015,0.0,72.71999999999998
2025-09-08 10:52:00,189985.06613599998,1300,0,0.4789808585658028,-0.050074669320000154,0.0,72.71999999999998
2025-09-08 10:53:00,189699.06613599998,1300,0,0.4509824836846487,-0.051504669320000085,0.0,72.71999999999998
2025-09-08 10:54:00,189881.06613599998,1300,0,0.44685177014871696,-0.05059466932000012,0.0,72.71999999999998
2025-09-08 10:55:00,190193.06613599995,1300,0,0.4791559353226711,-0.049034669320000224,0.0,72.71999999999998
2025-09-08 10:56:00,190271.06613599998,1300,0,0.4631509529644028,-0.04864466932000011,0.0,72.71999999999998
2025-09-08 10:57:00,190089.06613599998,1300,0,0.501839710802722,-0.04955466932000008,0.0,72.71999999999998
2025-09-08 10:58:00,190089.06613599998,1300,0,0.4084580325397865,-0.04955466932000008,0.0,72.71999999999998
2025-09-08 10:59:00,190297.06613599995,1300,0,0.34976979281758624,-0.04851466932000026,0.0,72.71999999999998
2025-09-08 11:00:00,190349.06613599998,1300,0,0.37895050694307103,-0.04825466932000011,0.0,72.71999999999998
2025-09-08 11:01:00,190895.06613599998,1300,0,0.4693099565254957,-0.0455246693200001,0.0,72.71999999999998
2025-09-08 11:02:00,191441.06613599998,1300,0,0.4495450145091951,-0.04279466932000009,0.0,72.71999999999998
2025-09-08 11:03:00,191207.06613599995,1300,0,0.46606212764911087,-0.043964669320000205,0.0,72.71999999999998
2025-09-08 11:04:00,191103.06613599998,1300,0,0.4611618852266573,-0.04448466932000006,0.0,72.71999999999998
2025-09-08 11:05:00,190791.06613599998,1300,0,0.4982597168447272,-0.046044669320000065,0.0,72.71999999999998
2025-09-08 11:06:00,190609.06613599998,1300,0,0.47306336952923905,-0.04695466932000014,0.0,72.71999999999998
2025-09-08 11:07:00,190427.06613599998,1300,0,0.4701204981378709,-0.04786466932000011,0.0,72.71999999999998
2025-09-08 11:08:00,190193.06613599998,1300,0,0.43552449034672175,-0.04903466932000011,0.0,72.71999999999998
2025-09-08 11:09:00,190219.06613599998,1300,0,0.3866823080753505,-0.04890466932000015,0.0,72.71999999999998
2025-09-08 11:10:00,190453.06613599998,1300,0,0.37756418978348855,-0.047734669320000145,0.0,72.71999999999998
2025-09-08 11:11:00,190687.06613599998,1300,0,0.3718760639635566,-0.04656466932000014,0.0,72.71999999999998
2025-09-08 11:12:00,190713.06613599998,1300,0,0.38175411534388326,-0.046434669320000066,0.0,72.71999999999998
2025-09-08 11:13:00,190349.06613599998,1300,0,0.4206245358138281,-0.04825466932000011,0.0,72.71999999999998
2025-09-08 11:14:00,190323.06613599998,1300,0,0.35184367593726673,-0.04838466932000007,0.0,72.71999999999998
2025-09-08 11:15:00,190375.06613599998,1300,0,0.42615061893938566,-0.048124669320000146,0.0,72.71999999999998
2025-09-08 11:16:00,190375.06613599998,1300,0,0.3818050047694432,-0.048124669320000146,0.0,72.71999999999998
2025-09-08 11:17:00,190323.06613599998,1300,0,0.37735399134624925,-0.04838466932000007,0.0,72.71999999999998
2025-09-08 11:18:00,190271.06613599998,1300,0,0.3786816736655788,-0.04864466932000011,0.0,72.71999999999998
2025-09-08 11:19:00,190167.06613599998,1300,0,0.4382382031351272,-0.049164669320000076,0.0,72.71999999999998
2025-09-08 11:20:00,190193.06613599995,1300,0,0.423609079616144,-0.049034669320000224,0.0,72.71999999999998
2025-09-08 11:21:00,189907.06613599995,1300,0,0.5119749288660183,-0.050464669320000266,0.0,72.71999999999998
2025-09-08 11:22:00,190011.06613599998,1300,0,0.41030271302236554,-0.04994466932000008,0.0,72.71999999999998
2025-09-08 11:23:00,190037.06613599998,1300,0,0.3994294647060646,-0.049814669320000116,0.0,72.71999999999998
2025-09-08 11:24:00,190141.06613599998,1300,0,0.3617552159720308,-0.04929466932000015,0.0,72.71999999999998
2025-09-08 11:25:00,190271.06613599998,1300,0,0.3551201663944668,-0.04864466932000011,0.0,72.71999999999998
2025-09-08 11:26:00,190219.06613599998,1300,0,0.36578478954587235,-0.04890466932000015,0.0,72.71999999999998
2025-09-08 11:27:00,190271.06613599998,1300,0,0.3910102804756409,-0.04864466932000011,0.0,72.71999999999998
2025-09-08 11:28:00,190193.06613599995,1300,0,0.4094500661845293,-0.049034669320000224,0.0,72.71999999999998
2025-09-08 11:29:00,190219.06613599998,1300,0,0.3748800479346428,-0.04890466932000015,0.0,72.71999999999998
2025-09-08 11:30:00,190219.06613599998,1300,0,0.3881621509835749,-0.04890466932000015,0.0,72.71999999999998
2025-09-08 13:01:00,190037.06613599998,1300,0,0.4367335565331445,-0.049814669320000116,0.0,72.71999999999998
2025-09-08 13:02:00,189907.06613599998,1300,0,0.4677988790772613,-0.050464669320000155,0.0,72.71999999999998
2025-09-08 13:03:00,189699.06613599998,1300,0,0.4242657291897841,-0.051504669320000085,0.0,72.71999999999998
2025-09-08 13:04:00,189725.06613599995,1300,0,0.41122893494514645,-0.05137466932000023,0.0,72.71999999999998
2025-09-08 13:05:00,189699.06613599998,1300,0,0.42537311261289856,-0.051504669320000085,0.0,72.71999999999998
2025-09-08 13:06:00,189803.06613599998,1300,0,0.39261715683797926,-0.05098466932000012,0.0,72.71999999999998
2025-09-08 13:07:00,190141.06613599998,1300,0,0.3261089279883865,-0.04929466932000015,0.0,72.71999999999998
2025-09-08 13:08:00,189933.06613599998,1300,0,0.4353154981475294,-0.05033466932000008,0.0,72.71999999999998
2025-09-08 13:09:00,189855.06613599998,1300,0,0.40435122218426606,-0.05072466932000008,0.0,72.71999999999998
2025-09-08 13:10:00,189881.06613599998,1300,0,0.42533303140341516,-0.05059466932000012,0.0,72.71999999999998
2025-09-08 13:11:00,190063.06613599998,1300,0,0.35442826620814843,-0.04968466932000015,0.0,72.71999999999998
2025-09-08 13:12:00,189725.06613599998,1300,0,0.43540838483749805,-0.05137466932000012,0.0,72.71999999999998
2025-09-08 13:13:00,189673.06613599998,1300,0,0.43218242477908564,-0.05163466932000005,0.0,72.71999999999998
2025-09-08 13:14:00,189673.06613599998,1300,0,0.420719288430284,-0.05163466932000005,0.0,72.71999999999998
2025-09-08 13:15:00,189179.06613599998,1300,0,0.47969593166646834,-0.05410466932000013,0.0,72.71999999999998
2025-09-08 13:16:00,188945.06613599998,1300,0,0.5628470977119204,-0.055274669320000136,0.0,72.71999999999998
2025-09-08 13:17:00,189023.06613599998,1300,0,0.5477195829567354,-0.054884669320000135,0.0,72.71999999999998
2025-09-08 13:18:00,189231.06613599998,1300,0,0.4853672668051481,-0.053844669320000094,0.0,72.71999999999998
2025-09-08 13:19:00,189257.06613599995,1300,0,0.4461514025100446,-0.05371466932000024,0.0,72.71999999999998
2025-09-08 13:20:00,189283.06613599995,1300,0,0.4179559480929096,-0.05358466932000028,0.0,72.71999999999998
2025-09-08 13:21:00,189335.06613599998,1300,0,0.47150920646297867,-0.05332466932000013,0.0,72.71999999999998
2025-09-08 13:22:00,189179.06613599998,1300,0,0.43352204574490466,-0.05410466932000013,0.0,72.71999999999998
2025-09-08 13:23:00,188997.06613599998,1300,0,0.5349653590365351,-0.0550146693200001,0.0,72.71999999999998
2025-09-08 13:24:00,189101.06613599998,1300,0,0.41929499152887933,-0.05449466932000013,0.0,72.71999999999998
2025-09-08 13:25:00,189309.06613599998,1300,0,0.4163992637228558,-0.05345466932000009,0.0,72.71999999999998
2025-09-08 13:26:00,189179.06613599998,1300,0,0.4585531961310594,-0.05410466932000013,0.0,72.71999999999998
2025-09-08 13:27:00,189361.06613599998,1300,0,0.3714187275692632,-0.053194669320000054,0.0,72.71999999999998
2025-09-08 13:28:00,189335.06613599998,1300,0,0.3876729109119816,-0.05332466932000013,0.0,72.71999999999998
2025-09-08 13:29:00,189205.06613599998,1300,0,0.42390249988932266,-0.05397466932000006,0.0,72.71999999999998
2025-09-08 13:30:00,189205.06613599998,1300,0,0.4177255820288143,-0.05397466932000006,0.0,72.71999999999998
2025-09-08 13:31:00,189335.06613599998,1300,0,0.38443775774392047,-0.05332466932000013,0.0,72.71999999999998
2025-09-08 13:32:00,189621.06613599998,1300,0,0.3845009005882951,-0.051894669320000086,0.0,72.71999999999998
2025-09-08 13:33:00,189647.06613599995,1300,0,0.41518921615546334,-0.051764669320000234,0.0,72.71999999999998
2025-09-08 13:34:00,189439.06613599998,1300,0,0.438301527815947,-0.05280466932000005,0.0,72.71999999999998
2025-09-08 13:35:00,189543.06613599995,1300,0,0.38176042205780863,-0.0522846693200002,0.0,72.71999999999998
2025-09-08 13:36:00,190037.06613599998,1300,0,0.4255365211403567,-0.049814669320000116,0.0,72.71999999999998
2025-09-08 13:37:00,190219.06613599998,1300,0,0.37914606744033436,-0.04890466932000015,0.0,72.71999999999998
2025-09-08 13:38:00,189673.06613599998,1300,0,0.43583979687114066,-0.05163466932000005,0.0,72.71999999999998
2025-09-08 13:39:00,190037.06613599998,1300,0,0.42368004007452353,-0.049814669320000116,0.0,72.71999999999998
2025-09-08 13:40:00,190219.06613599995,1300,0,0.40223438003024664,-0.04890466932000026,0.0,72.71999999999998
2025-09-08 13:41:00,190219.06613599998,1300,0,0.4098428894361304,-0.04890466932000015,0.0,72.71999999999998
2025-09-08 13:42:00,189881.06613599998,1300,0,0.4637106509962112,-0.05059466932000012,0.0,72.71999999999998
2025-09-08 13:43:00,190167.06613599998,1300,0,0.3912697747285321,-0.049164669320000076,0.0,72.71999999999998
2025-09-08 13:44:00,190167.06613599998,1300,0,0.4480386004577801,-0.049164669320000076,0.0,72.71999999999998
2025-09-08 13:45:00,190089.06613599998,1300,0,0.38765006888884096,-0.04955466932000008,0.0,72.71999999999998
2025-09-08 13:46:00,189933.06613599998,1300,0,0.4785602579458794,-0.05033466932000008,0.0,72.71999999999998
2025-09-08 13:47:00,189907.06613599995,1300,0,0.43036458917715303,-0.050464669320000266,0.0,72.71999999999998
2025-09-08 13:48:00,189829.06613599998,1300,0,0.4644263295643511,-0.050854669320000156,0.0,72.71999999999998
2025-09-08 13:49:00,189699.06613599998,1300,0,0.467669399698684,-0.051504669320000085,0.0,72.71999999999998
2025-09-08 13:50:00,189777.06613599998,1300,0,0.4296809523619283,-0.05111466932000008,0.0,72.71999999999998
2025-09-08 13:51:00,189725.06613599998,1300,0,0.42966619141581447,-0.05137466932000012,0.0,72.71999999999998
2025-09-08 13:52:00,189855.06613599998,1300,0,0.34376174340682486,-0.05072466932000008,0.0,72.71999999999998
2025-09-08 13:53:00,189699.06613599998,1300,0,0.40161185309149205,-0.051504669320000085,0.0,72.71999999999998
2025-09-08 13:54:00,189699.06613599998,1300,0,0.3747161119947676,-0.051504669320000085,0.0,72.71999999999998
2025-09-08 13:55:00,189855.06613599998,1300,0,0.3712015670799898,-0.05072466932000008,0.0,72.71999999999998
2025-09-08 13:56:00,189777.06613599998,1300,0,0.35482247962612135,-0.05111466932000008,0.0,72.71999999999998
2025-09-08 13:57:00,189725.06613599995,1300,0,0.353204431947646,-0.05137466932000023,0.0,72.71999999999998
2025-09-08 13:58:00,189673.06613599998,1300,0,0.37438415717897466,-0.05163466932000005,0.0,72.71999999999998
2025-09-08 13:59:00,189699.06613599998,1300,0,0.3667817695333205,-0.051504669320000085,0.0,72.71999999999998
2025-09-08 14:00:00,189855.06613599998,1300,0,0.32200253515995636,-0.05072466932000008,0.0,72.71999999999998
2025-09-08 14:01:00,189803.06613599998,1300,0,0.33632587340443043,-0.05098466932000012,0.0,72.71999999999998
2025-09-08 14:02:00,189803.06613599998,1300,0,0.33796391006906323,-0.05098466932000012,0.0,72.71999999999998
2025-09-08 14:03:00,189647.06613599998,1300,0,0.40970670180044205,-0.05176466932000012,0.0,72.71999999999998
2025-09-08 14:04:00,189569.06613599998,1300,0,0.37350298207343435,-0.052154669320000124,0.0,72.71999999999998
2025-09-08 14:05:00,189465.06613599998,1300,0,0.37627552858232377,-0.05267466932000009,0.0,72.71999999999998
2025-09-08 14:06:00,189595.06613599998,1300,0,0.37292139722933454,-0.05202466932000005,0.0,72.71999999999998
2025-09-08 14:07:00,189595.06613599998,1300,0,0.35295901410976527,-0.05202466932000005,0.0,72.71999999999998
2025-09-08 14:08:00,189647.06613599998,1300,0,0.3338940431904627,-0.05176466932000012,0.0,72.71999999999998
2025-09-08 14:09:00,189751.06613599998,1300,0,0.26352537392260994,-0.05124466932000016,0.0,72.71999999999998
2025-09-08 14:10:00,189673.06613599998,1300,0,0.3252205669963345,-0.05163466932000005,0.0,72.71999999999998
2025-09-08 14:11:00,189621.06613599998,1300,0,0.33221245155305107,-0.051894669320000086,0.0,72.71999999999998
2025-09-08 14:12:00,189725.06613599998,1300,0,0.31558575382311876,-0.05137466932000012,0.0,72.71999999999998
2025-09-08 14:13:00,189647.06613599998,1300,0,0.3493105006929971,-0.05176466932000012,0.0,72.71999999999998
2025-09-08 14:14:00,189595.06613599998,1300,0,0.33525546913598947,-0.05202466932000005,0.0,72.71999999999998
2025-09-08 14:15:00,189491.06613599998,1300,0,0.39850953850096016,-0.052544669320000126,0.0,72.71999999999998
2025-09-08 14:16:00,189413.06613599998,1300,0,0.37584827675576843,-0.05293466932000013,0.0,72.71999999999998
2025-09-08 14:17:00,189387.06613599998,1300,0,0.33014249047446526,-0.05306466932000009,0.0,72.71999999999998
2025-09-08 14:18:00,189309.06613599998,1300,0,0.36412994524969167,-0.05345466932000009,0.0,72.71999999999998
2025-09-08 14:19:00,189335.06613599998,1300,0,0.3388472099489441,-0.05332466932000013,0.0,72.71999999999998
2025-09-08 14:20:00,189309.06613599998,1300,0,0.31718328443586424,-0.05345466932000009,0.0,72.71999999999998
2025-09-08 14:21:00,189803.06613599998,1300,0,0.29441207466370617,-0.05098466932000012,0.0,72.71999999999998
2025-09-08 14:22:00,189725.06613599998,1300,0,0.30940735167823513,-0.05137466932000012,0.0,72.71999999999998
2025-09-08 14:23:00,189543.06613599998,1300,0,0.31247039532699916,-0.05228466932000009,0.0,72.71999999999998
2025-09-08 14:24:00,189569.06613599998,1300,0,0.320480532754095,-0.052154669320000124,0.0,72.71999999999998
2025-09-08 14:25:00,189413.06613599998,1300,0,0.3225488974638127,-0.05293466932000013,0.0,72.71999999999998
2025-09-08 14:26:00,189439.06613599998,1300,0,0.3162376465757311,-0.05280466932000005,0.0,72.71999999999998
2025-09-08 14:27:00,189309.06613599998,1300,0,0.3445586491981969,-0.05345466932000009,0.0,72.71999999999998
2025-09-08 14:28:00,189361.06613599998,1300,0,0.31238738691319895,-0.053194669320000054,0.0,72.71999999999998
2025-09-08 14:29:00,189543.06613599998,1300,0,0.30969188410783066,-0.05228466932000009,0.0,72.71999999999998
2025-09-08 14:30:00,189211.79197459994,1300,1300,0.2774545028141115,-0.053584669320000056,131.79197459999065,72.66931077899999
2025-09-08 14:31:00,188951.79197459994,1300,1300,0.3441832788619147,-0.05524104012700026,131.79197459999065,72.66931077899999
2025-09-08 14:32:00,189471.79197459994,1300,1300,0.3126536258907996,-0.05264104012700033,131.79197459999065,72.66931077899999
2025-09-08 14:33:00,189419.79197459994,1300,1300,0.25650309935650845,-0.052901040127000254,131.79197459999065,72.66931077899999
2025-09-08 14:34:00,189679.79197459994,1300,1300,0.31146507169508664,-0.051601040127000286,131.79197459999065,72.66931077899999
2025-09-08 14:35:00,189679.79197459994,1300,1300,0.2819884744782814,-0.051601040127000286,131.79197459999065,72.66931077899999
2025-09-08 14:36:00,189835.79197459994,1300,1300,0.252815534159374,-0.05082104012700028,131.79197459999065,72.66931077899999
2025-09-08 14:37:00,189731.79197459994,1300,1300,0.34085274639920365,-0.05134104012700036,131.79197459999065,72.66931077899999
2025-09-08 14:38:00,189731.7919746,1300,1300,0.3477005240465208,-0.051341040127000026,131.79197459999065,72.66931077899999
2025-09-08 14:39:00,189419.79197459994,1300,1300,0.3769545804964299,-0.052901040127000254,131.79197459999065,72.66931077899999
2025-09-08 14:40:00,189211.79197459994,1300,1300,0.40223248440516124,-0.053941040127000295,131.79197459999065,72.66931077899999
2025-09-08 14:41:00,189003.7919746,1300,1300,0.45448736302409387,-0.054981040127,131.79197459999065,72.66931077899999
2025-09-08 14:42:00,189211.79197459994,1300,1300,0.41806305804082705,-0.053941040127000295,131.79197459999065,72.66931077899999
2025-09-08 14:43:00,189419.79197459994,1300,1300,0.39587568027688935,-0.052901040127000254,131.79197459999065,72.66931077899999
2025-09-08 14:44:00,189055.79197459994,1300,1300,0.44814958413612527,-0.0547210401270003,131.79197459999065,72.66931077899999
2025-09-08 14:45:00,188951.79197459994,1300,1300,0.46267952132944884,-0.05524104012700026,131.79197459999065,72.66931077899999
2025-09-08 14:46:00,188847.79197459994,1300,1300,0.41214056538635135,-0.05576104012700034,131.79197459999065,72.66931077899999
2025-09-08 14:47:00,188639.79197459994,1300,1300,0.43902276943123597,-0.05680104012700027,131.79197459999065,72.66931077899999
2025-09-08 14:48:00,188275.79197459994,1300,1300,0.486793999939607,-0.05862104012700031,131.79197459999065,72.66931077899999
2025-09-08 14:49:00,188275.79197459994,1300,1300,0.38499916179142823,-0.05862104012700031,131.79197459999065,72.66931077899999
2025-09-08 14:50:00,188691.79197459994,1300,1300,0.4058654904263591,-0.05654104012700034,131.79197459999065,72.66931077899999
2025-09-08 14:51:00,188795.7919746,1300,1300,0.49795740292449536,-0.056021040127000044,131.79197459999065,72.66931077899999
2025-09-08 14:52:00,188587.79197459994,1300,1300,0.4735256492829683,-0.057061040127000306,131.79197459999065,72.66931077899999
2025-09-08 14:53:00,188431.7919746,1300,1300,0.44948431342013867,-0.057841040126999976,131.79197459999065,72.66931077899999
2025-09-08 14:54:00,188431.79197459994,1300,1300,0.49966711348157083,-0.05784104012700031,131.79197459999065,72.66931077899999
2025-09-08 14:55:00,188431.79197459994,1300,1300,0.49859732968737663,-0.05784104012700031,131.79197459999065,72.66931077899999
2025-09-08 14:56:00,188327.79197459994,1300,1300,0.4837122911367594,-0.058361040127000274,131.79197459999065,72.66931077899999
2025-09-08 14:57:00,187859.79197459994,1300,1300,0.5431654036706671,-0.06070104012700028,131.79197459999065,72.66931077899999
2025-09-08 14:58:00,187859.79197459994,1300,1300,0.724035971460177,-0.06070104012700028,131.79197459999065,72.66931077899999
2025-09-08 14:59:00,187859.79197459994,1300,1300,0.7193914249090313,-0.06070104012700028,131.79197459999065,72.66931077899999
2025-09-08 15:00:00,187859.79197459994,1300,1300,0.5055758674970253,-0.06070104012700028,131.79197459999065,72.66931077899999
