variant,lookahead,param_id,signal,annual_return,t_annual,max_drawdown,sharpe,n_trades,win_rate,coverage,gross_edge,net_edge,buyhold_annual
只反T、无门控,False,corr|0.3|1.0|0.015|0.012|2|30,corr,-0.0356,-0.165,-0.3799,-0.098,185,0.3622,0.5643,-0.00027,-0.00277,0.1297
只反T、无门控,False,corr|0.3|1.0|0.015|0.012|2|60,corr,-0.0024,-0.1318,-0.3605,-0.007,160,0.4062,0.5228,1e-06,-0.002499,0.1297
只反T、无门控,False,corr|0.3|2.0|0.006|0.008|1|30,corr,0.0623,-0.0673,-0.3495,0.183,45,0.4,0.1867,0.00014,-0.00236,0.1297
只反T、无门控,False,corr|0.3|2.0|0.006|0.008|1|60,corr,0.0951,-0.0345,-0.3378,0.285,39,0.4615,0.1618,0.001177,-0.001323,0.1297
只反T、无门控,False,corr|0.3|2.0|0.006|0.008|2|30,corr,0.0926,-0.037,-0.337,0.276,50,0.38,0.1867,0.0,-0.0025,0.1297
只反T、无门控,False,corr|0.3|2.0|0.006|0.008|2|60,corr,0.1129,-0.0167,-0.3284,0.341,42,0.4762,0.1618,0.001169,-0.001331,0.1297
只反T、无门控,False,corr|0.3|2.0|0.006|0.012|1|30,corr,0.0618,-0.0678,-0.348,0.182,45,0.4,0.1867,0.000101,-0.002399,0.1297
只反T、无门控,False,corr|0.3|2.0|0.006|0.012|1|60,corr,0.0872,-0.0424,-0.3407,0.261,39,0.4872,0.1618,0.000906,-0.001594,0.1297
只反T、无门控,False,corr|0.3|2.0|0.006|0.012|2|30,corr,0.0928,-0.0368,-0.3362,0.277,50,0.38,0.1867,-1e-06,-0.002501,0.1297
只反T、无门控,False,corr|0.3|2.0|0.006|0.012|2|60,corr,0.1108,-0.0189,-0.3294,0.334,42,0.5,0.1618,0.001037,-0.001463,0.1297
只反T、无门控,False,corr|0.3|2.0|0.015|0.008|1|30,corr,0.0877,-0.042,-0.3384,0.259,45,0.3778,0.1867,0.000836,-0.001664,0.1297
只反T、无门控,False,corr|0.3|2.0|0.015|0.008|1|60,corr,0.1316,0.0019,-0.3199,0.399,39,0.4359,0.1618,0.002419,-8.1e-05,0.1297
只反T、无门控,False,corr|0.3|2.0|0.015|0.008|2|30,corr,0.1041,-0.0255,-0.332,0.311,50,0.36,0.1867,0.000626,-0.001874,0.1297
只反T、无门控,False,corr|0.3|2.0|0.015|0.008|2|60,corr,0.1302,0.0005,-0.3196,0.395,42,0.4524,0.1618,0.002339,-0.000161,0.1297
只反T、无门控,False,corr|0.3|2.0|0.015|0.012|1|30,corr,0.0903,-0.0393,-0.3361,0.268,45,0.3778,0.1867,0.000913,-0.001587,0.1297
只反T、无门控,False,corr|0.3|2.0|0.015|0.012|1|60,corr,0.1401,0.0104,-0.3182,0.431,39,0.4872,0.1618,0.002847,0.000347,0.1297
只反T、无门控,False,corr|0.3|2.0|0.015|0.012|2|30,corr,0.1058,-0.0238,-0.3309,0.317,50,0.36,0.1867,0.000729,-0.001771,0.1297
只反T、无门控,False,corr|0.3|2.0|0.015|0.012|2|60,corr,0.1355,0.0058,-0.3185,0.414,42,0.5,0.1618,0.002858,0.000358,0.1297
只反T、无门控,False,obv|0.1|1.0|0.006|0.008|1|30,obv,-0.1765,-0.3056,-0.4378,-0.477,212,0.4717,0.8797,0.000282,-0.002218,0.1297
只反T、无门控,False,obv|0.1|1.0|0.006|0.008|1|60,obv,-0.1785,-0.3077,-0.4324,-0.473,203,0.5222,0.8423,0.000172,-0.002328,0.1297
只反T、无门控,False,obv|0.1|1.0|0.006|0.008|2|30,obv,-0.1389,-0.2681,-0.4288,-0.369,371,0.4474,0.8797,0.000136,-0.002364,0.1297
只反T、无门控,False,obv|0.1|1.0|0.006|0.008|2|60,obv,-0.123,-0.2523,-0.4133,-0.328,338,0.5,0.8423,4.1e-05,-0.002459,0.1297
只反T、无门控,False,obv|0.1|1.0|0.006|0.012|1|30,obv,-0.2033,-0.3324,-0.4391,-0.545,212,0.4764,0.8797,0.000136,-0.002364,0.1297
只反T、无门控,False,obv|0.1|1.0|0.006|0.012|1|60,obv,-0.208,-0.3371,-0.4475,-0.545,203,0.5468,0.8423,-2.6e-05,-0.002526,0.1297
只反T、无门控,False,obv|0.1|1.0|0.006|0.012|2|30,obv,-0.1486,-0.2778,-0.4272,-0.397,368,0.4565,0.8797,7.2e-05,-0.002428,0.1297
只反T、无门控,False,obv|0.1|1.0|0.006|0.012|2|60,obv,-0.1245,-0.2537,-0.4129,-0.338,334,0.5359,0.8423,5.4e-05,-0.002446,0.1297
只反T、无门控,False,obv|0.1|1.0|0.015|0.008|1|30,obv,-0.1707,-0.2998,-0.458,-0.474,212,0.3821,0.8797,0.000393,-0.002107,0.1297
只反T、无门控,False,obv|0.1|1.0|0.015|0.008|1|60,obv,-0.139,-0.2682,-0.4366,-0.382,203,0.4138,0.8423,0.000529,-0.001971,0.1297
只反T、无门控,False,obv|0.1|1.0|0.015|0.008|2|30,obv,-0.1252,-0.2545,-0.4322,-0.34,370,0.3703,0.8797,0.00027,-0.00223,0.1297
只反T、无门控,False,obv|0.1|1.0|0.015|0.008|2|60,obv,-0.1128,-0.2421,-0.4219,-0.308,329,0.383,0.8423,0.000133,-0.002367,0.1297
只反T、无门控,False,obv|0.1|1.0|0.015|0.012|1|30,obv,-0.1912,-0.3203,-0.4541,-0.53,212,0.3868,0.8797,0.000276,-0.002224,0.1297
只反T、无门控,False,obv|0.1|1.0|0.015|0.012|1|60,obv,-0.1285,-0.2577,-0.4226,-0.361,203,0.4532,0.8423,0.000576,-0.001924,0.1297
只反T、无门控,False,obv|0.1|1.0|0.015|0.012|2|30,obv,-0.1393,-0.2685,-0.4329,-0.377,366,0.3743,0.8797,0.000184,-0.002316,0.1297
只反T、无门控,False,obv|0.1|1.0|0.015|0.012|2|60,obv,-0.1017,-0.231,-0.4152,-0.284,324,0.4259,0.8423,0.000275,-0.002225,0.1297
只反T、无门控,False,obv|0.1|2.0|0.006|0.008|1|30,obv,-0.1765,-0.3056,-0.4378,-0.477,212,0.4717,0.8797,0.000282,-0.002218,0.1297
只反T、无门控,False,obv|0.1|2.0|0.006|0.008|1|60,obv,-0.1785,-0.3077,-0.4324,-0.473,203,0.5222,0.8423,0.000172,-0.002328,0.1297
只反T、无门控,False,obv|0.1|2.0|0.006|0.008|2|30,obv,-0.1389,-0.2681,-0.4288,-0.369,371,0.4474,0.8797,0.000136,-0.002364,0.1297
只反T、无门控,False,obv|0.1|2.0|0.006|0.008|2|60,obv,-0.123,-0.2523,-0.4133,-0.328,338,0.5,0.8423,4.1e-05,-0.002459,0.1297
只反T、无门控,False,obv|0.1|2.0|0.006|0.012|1|30,obv,-0.2033,-0.3324,-0.4391,-0.545,212,0.4764,0.8797,0.000136,-0.002364,0.1297
只反T、无门控,False,obv|0.1|2.0|0.006|0.012|1|60,obv,-0.208,-0.3371,-0.4475,-0.545,203,0.5468,0.8423,-2.6e-05,-0.002526,0.1297
只反T、无门控,False,obv|0.1|2.0|0.006|0.012|2|30,obv,-0.1486,-0.2778,-0.4272,-0.397,368,0.4565,0.8797,7.2e-05,-0.002428,0.1297
只反T、无门控,False,obv|0.1|2.0|0.006|0.012|2|60,obv,-0.1245,-0.2537,-0.4129,-0.338,334,0.5359,0.8423,5.4e-05,-0.002446,0.1297
只反T、无门控,False,obv|0.1|2.0|0.015|0.008|1|30,obv,-0.1707,-0.2998,-0.458,-0.474,212,0.3821,0.8797,0.000393,-0.002107,0.1297
只反T、无门控,False,obv|0.1|2.0|0.015|0.008|1|60,obv,-0.139,-0.2682,-0.4366,-0.382,203,0.4138,0.8423,0.000529,-0.001971,0.1297
只反T、无门控,False,obv|0.1|2.0|0.015|0.008|2|30,obv,-0.1252,-0.2545,-0.4322,-0.34,370,0.3703,0.8797,0.00027,-0.00223,0.1297
只反T、无门控,False,obv|0.1|2.0|0.015|0.008|2|60,obv,-0.1128,-0.2421,-0.4219,-0.308,329,0.383,0.8423,0.000133,-0.002367,0.1297
只反T、无门控,False,obv|0.1|2.0|0.015|0.012|1|30,obv,-0.1912,-0.3203,-0.4541,-0.53,212,0.3868,0.8797,0.000276,-0.002224,0.1297
只反T、无门控,False,obv|0.1|2.0|0.015|0.012|1|60,obv,-0.1285,-0.2577,-0.4226,-0.361,203,0.4532,0.8423,0.000576,-0.001924,0.1297
只反T、无门控,False,obv|0.1|2.0|0.015|0.012|2|30,obv,-0.1393,-0.2685,-0.4329,-0.377,366,0.3743,0.8797,0.000184,-0.002316,0.1297
只反T、无门控,False,obv|0.1|2.0|0.015|0.012|2|60,obv,-0.1017,-0.231,-0.4152,-0.284,324,0.4259,0.8423,0.000275,-0.002225,0.1297
只反T、无门控,False,obv|0.2|1.0|0.006|0.008|1|30,obv,-0.1065,-0.2358,-0.4152,-0.293,190,0.5,0.7884,0.000474,-0.002026,0.1297
只反T、无门控,False,obv|0.2|1.0|0.006|0.008|1|60,obv,-0.1161,-0.2454,-0.4175,-0.316,178,0.5393,0.7386,0.000278,-0.002222,0.1297
只反T、无门控,False,obv|0.2|1.0|0.006|0.008|2|30,obv,-0.0711,-0.2005,-0.3987,-0.197,307,0.456,0.7884,0.000279,-0.002221,0.1297
只反T、无门控,False,obv|0.2|1.0|0.006|0.008|2|60,obv,-0.0533,-0.1826,-0.3893,-0.149,277,0.509,0.7386,0.000277,-0.002223,0.1297
只反T、无门控,False,obv|0.2|1.0|0.006|0.012|1|30,obv,-0.1092,-0.2384,-0.4105,-0.302,190,0.5158,0.7884,0.0005,-0.002,0.1297
只反T、无门控,False,obv|0.2|1.0|0.006|0.012|1|60,obv,-0.0966,-0.2259,-0.4183,-0.271,178,0.5787,0.7386,0.000526,-0.001974,0.1297
只反T、无门控,False,obv|0.2|1.0|0.006|0.012|2|30,obv,-0.0781,-0.2074,-0.3976,-0.216,303,0.4554,0.7884,0.000232,-0.002268,0.1297
只反T、无门控,False,obv|0.2|1.0|0.006|0.012|2|60,obv,-0.0501,-0.1795,-0.391,-0.141,272,0.5404,0.7386,0.000379,-0.002121,0.1297
只反T、无门控,False,obv|0.2|1.0|0.015|0.008|1|30,obv,-0.1092,-0.2384,-0.4252,-0.303,190,0.3895,0.7884,0.000562,-0.001938,0.1297
只反T、无门控,False,obv|0.2|1.0|0.015|0.008|1|60,obv,-0.1245,-0.2538,-0.4323,-0.342,178,0.4101,0.7386,0.000348,-0.002152,0.1297
只反T、无门控,False,obv|0.2|1.0|0.015|0.008|2|30,obv,-0.0736,-0.203,-0.4044,-0.205,305,0.3705,0.7884,0.000284,-0.002216,0.1297
只反T、无门控,False,obv|0.2|1.0|0.015|0.008|2|60,obv,-0.0549,-0.1843,-0.3971,-0.155,266,0.3872,0.7386,0.000243,-0.002257,0.1297
只反T、无门控,False,obv|0.2|1.0|0.015|0.012|1|30,obv,-0.1144,-0.2437,-0.4201,-0.321,190,0.4053,0.7884,0.000563,-0.001937,0.1297
只反T、无门控,False,obv|0.2|1.0|0.015|0.012|1|60,obv,-0.0961,-0.2254,-0.4239,-0.275,178,0.4551,0.7386,0.000651,-0.001849,0.1297
只反T、无门控,False,obv|0.2|1.0|0.015|0.012|2|30,obv,-0.0813,-0.2106,-0.4045,-0.226,301,0.3721,0.7884,0.000223,-0.002277,0.1297
只反T、无门控,False,obv|0.2|1.0|0.015|0.012|2|60,obv,-0.044,-0.1735,-0.3961,-0.127,261,0.4253,0.7386,0.000426,-0.002074,0.1297
只反T、无门控,False,obv|0.2|2.0|0.006|0.008|1|30,obv,-0.1065,-0.2358,-0.4152,-0.293,190,0.5,0.7884,0.000474,-0.002026,0.1297
只反T、无门控,False,obv|0.2|2.0|0.006|0.008|1|60,obv,-0.1161,-0.2454,-0.4175,-0.316,178,0.5393,0.7386,0.000278,-0.002222,0.1297
只反T、无门控,False,obv|0.2|2.0|0.006|0.008|2|30,obv,-0.0711,-0.2005,-0.3987,-0.197,307,0.456,0.7884,0.000279,-0.002221,0.1297
只反T、无门控,False,obv|0.2|2.0|0.006|0.008|2|60,obv,-0.0533,-0.1826,-0.3893,-0.149,277,0.509,0.7386,0.000277,-0.002223,0.1297
只反T、无门控,False,obv|0.2|2.0|0.006|0.012|1|30,obv,-0.1092,-0.2384,-0.4105,-0.302,190,0.5158,0.7884,0.0005,-0.002,0.1297
只反T、无门控,False,obv|0.2|2.0|0.006|0.012|1|60,obv,-0.0966,-0.2259,-0.4183,-0.271,178,0.5787,0.7386,0.000526,-0.001974,0.1297
只反T、无门控,False,obv|0.2|2.0|0.006|0.012|2|30,obv,-0.0781,-0.2074,-0.3976,-0.216,303,0.4554,0.7884,0.000232,-0.002268,0.1297
只反T、无门控,False,obv|0.2|2.0|0.006|0.012|2|60,obv,-0.0501,-0.1795,-0.391,-0.141,272,0.5404,0.7386,0.000379,-0.002121,0.1297
只反T、无门控,False,obv|0.2|2.0|0.015|0.008|1|30,obv,-0.1092,-0.2384,-0.4252,-0.303,190,0.3895,0.7884,0.000562,-0.001938,0.1297
只反T、无门控,False,obv|0.2|2.0|0.015|0.008|1|60,obv,-0.1245,-0.2538,-0.4323,-0.342,178,0.4101,0.7386,0.000348,-0.002152,0.1297
只反T、无门控,False,obv|0.2|2.0|0.015|0.008|2|30,obv,-0.0736,-0.203,-0.4044,-0.205,305,0.3705,0.7884,0.000284,-0.002216,0.1297
只反T、无门控,False,obv|0.2|2.0|0.015|0.008|2|60,obv,-0.0549,-0.1843,-0.3971,-0.155,266,0.3872,0.7386,0.000243,-0.002257,0.1297
只反T、无门控,False,obv|0.2|2.0|0.015|0.012|1|30,obv,-0.1144,-0.2437,-0.4201,-0.321,190,0.4053,0.7884,0.000563,-0.001937,0.1297
只反T、无门控,False,obv|0.2|2.0|0.015|0.012|1|60,obv,-0.0961,-0.2254,-0.4239,-0.275,178,0.4551,0.7386,0.000651,-0.001849,0.1297
只反T、无门控,False,obv|0.2|2.0|0.015|0.012|2|30,obv,-0.0813,-0.2106,-0.4045,-0.226,301,0.3721,0.7884,0.000223,-0.002277,0.1297
只反T、无门控,False,obv|0.2|2.0|0.015|0.012|2|60,obv,-0.044,-0.1735,-0.3961,-0.127,261,0.4253,0.7386,0.000426,-0.002074,0.1297
只反T、无门控,False,obv|0.3|1.0|0.006|0.008|1|30,obv,-0.1099,-0.2392,-0.4086,-0.305,171,0.4678,0.7095,0.000208,-0.002292,0.1297
只反T、无门控,False,obv|0.3|1.0|0.006|0.008|1|60,obv,-0.111,-0.2403,-0.4086,-0.308,155,0.5226,0.6432,-1.8e-05,-0.002518,0.1297
只反T、无门控,False,obv|0.3|1.0|0.006|0.008|2|30,obv,-0.0695,-0.1989,-0.3901,-0.193,256,0.4375,0.7095,-0.00012,-0.00262,0.1297
只反T、无门控,False,obv|0.3|1.0|0.006|0.008|2|60,obv,-0.0453,-0.1747,-0.3773,-0.127,228,0.5,0.6432,-8.2e-05,-0.002582,0.1297
只反T、无门控,False,obv|0.3|1.0|0.006|0.012|1|30,obv,-0.1105,-0.2398,-0.4063,-0.31,171,0.4854,0.7095,0.000256,-0.002244,0.1297
只反T、无门控,False,obv|0.3|1.0|0.006|0.012|1|60,obv,-0.0947,-0.224,-0.4103,-0.27,155,0.5677,0.6432,0.000223,-0.002277,0.1297
只反T、无门控,False,obv|0.3|1.0|0.006|0.012|2|30,obv,-0.0529,-0.1823,-0.3828,-0.149,252,0.4603,0.7095,9.5e-05,-0.002405,0.1297
只反T、无门控,False,obv|0.3|1.0|0.006|0.012|2|60,obv,-0.0273,-0.1567,-0.3747,-0.078,224,0.5446,0.6432,0.000212,-0.002288,0.1297
只反T、无门控,False,obv|0.3|1.0|0.015|0.008|1|30,obv,-0.082,-0.2113,-0.4039,-0.234,171,0.386,0.7095,0.000551,-0.001949,0.1297
只反T、无门控,False,obv|0.3|1.0|0.015|0.008|1|60,obv,-0.1084,-0.2377,-0.4141,-0.306,155,0.3871,0.6432,0.000146,-0.002354,0.1297
只反T、无门控,False,obv|0.3|1.0|0.015|0.008|2|30,obv,-0.0505,-0.1799,-0.3836,-0.142,254,0.374,0.7095,9.9e-05,-0.002401,0.1297
只反T、无门控,False,obv|0.3|1.0|0.015|0.008|2|60,obv,-0.022,-0.1514,-0.3728,-0.063,218,0.3945,0.6432,0.000182,-0.002318,0.1297
只反T、无门控,False,obv|0.3|1.0|0.015|0.012|1|30,obv,-0.0799,-0.2092,-0.3984,-0.231,171,0.4035,0.7095,0.000614,-0.001886,0.1297
只反T、无门控,False,obv|0.3|1.0|0.015|0.012|1|60,obv,-0.0778,-0.2072,-0.4044,-0.229,155,0.4387,0.6432,0.000499,-0.002001,0.1297
只反T、无门控,False,obv|0.3|1.0|0.015|0.012|2|30,obv,-0.0339,-0.1633,-0.3768,-0.097,250,0.396,0.7095,0.000318,-0.002182,0.1297
只反T、无门控,False,obv|0.3|1.0|0.015|0.012|2|60,obv,0.0008,-0.1287,-0.3688,0.002,214,0.4439,0.6432,0.000556,-0.001944,0.1297
只反T、无门控,False,obv|0.3|2.0|0.006|0.008|1|30,obv,-0.1099,-0.2392,-0.4086,-0.305,171,0.4678,0.7095,0.000208,-0.002292,0.1297
只反T、无门控,False,obv|0.3|2.0|0.006|0.008|1|60,obv,-0.111,-0.2403,-0.4086,-0.308,155,0.5226,0.6432,-1.8e-05,-0.002518,0.1297
只反T、无门控,False,obv|0.3|2.0|0.006|0.008|2|30,obv,-0.0695,-0.1989,-0.3901,-0.193,256,0.4375,0.7095,-0.00012,-0.00262,0.1297
只反T、无门控,False,obv|0.3|2.0|0.006|0.008|2|60,obv,-0.0453,-0.1747,-0.3773,-0.127,228,0.5,0.6432,-8.2e-05,-0.002582,0.1297
只反T、无门控,False,obv|0.3|2.0|0.006|0.012|1|30,obv,-0.1105,-0.2398,-0.4063,-0.31,171,0.4854,0.7095,0.000256,-0.002244,0.1297
只反T、无门控,False,obv|0.3|2.0|0.006|0.012|1|60,obv,-0.0947,-0.224,-0.4103,-0.27,155,0.5677,0.6432,0.000223,-0.002277,0.1297
只反T、无门控,False,obv|0.3|2.0|0.006|0.012|2|30,obv,-0.0529,-0.1823,-0.3828,-0.149,252,0.4603,0.7095,9.5e-05,-0.002405,0.1297
只反T、无门控,False,obv|0.3|2.0|0.006|0.012|2|60,obv,-0.0273,-0.1567,-0.3747,-0.078,224,0.5446,0.6432,0.000212,-0.002288,0.1297
只反T、无门控,False,obv|0.3|2.0|0.015|0.008|1|30,obv,-0.082,-0.2113,-0.4039,-0.234,171,0.386,0.7095,0.000551,-0.001949,0.1297
只反T、无门控,False,obv|0.3|2.0|0.015|0.008|1|60,obv,-0.1084,-0.2377,-0.4141,-0.306,155,0.3871,0.6432,0.000146,-0.002354,0.1297
只反T、无门控,False,obv|0.3|2.0|0.015|0.008|2|30,obv,-0.0505,-0.1799,-0.3836,-0.142,254,0.374,0.7095,9.9e-05,-0.002401,0.1297
只反T、无门控,False,obv|0.3|2.0|0.015|0.008|2|60,obv,-0.022,-0.1514,-0.3728,-0.063,218,0.3945,0.6432,0.000182,-0.002318,0.1297
只反T、无门控,False,obv|0.3|2.0|0.015|0.012|1|30,obv,-0.0799,-0.2092,-0.3984,-0.231,171,0.4035,0.7095,0.000614,-0.001886,0.1297
只反T、无门控,False,obv|0.3|2.0|0.015|0.012|1|60,obv,-0.0778,-0.2072,-0.4044,-0.229,155,0.4387,0.6432,0.000499,-0.002001,0.1297
只反T、无门控,False,obv|0.3|2.0|0.015|0.012|2|30,obv,-0.0339,-0.1633,-0.3768,-0.097,250,0.396,0.7095,0.000318,-0.002182,0.1297
只反T、无门控,False,obv|0.3|2.0|0.015|0.012|2|60,obv,0.0008,-0.1287,-0.3688,0.002,214,0.4439,0.6432,0.000556,-0.001944,0.1297
只反T、无门控,False,pulse|0.003|1.0|0.006|0.008|1|30,pulse,-0.232,-0.361,-0.4592,-0.575,231,0.5022,0.9585,0.00026,-0.00224,0.1297
只反T、无门控,False,pulse|0.003|1.0|0.006|0.008|1|60,pulse,-0.2524,-0.3814,-0.4753,-0.621,224,0.5312,0.9295,6.1e-05,-0.002439,0.1297
只反T、无门控,False,pulse|0.003|1.0|0.006|0.008|2|30,pulse,-0.2354,-0.3644,-0.4796,-0.595,423,0.4657,0.9585,-0.000211,-0.002711,0.1297
只反T、无门控,False,pulse|0.003|1.0|0.006|0.008|2|60,pulse,-0.2333,-0.3623,-0.4811,-0.59,393,0.4885,0.9295,-0.000394,-0.002894,0.1297
只反T、无门控,False,pulse|0.003|1.0|0.006|0.012|1|30,pulse,-0.2457,-0.3747,-0.4664,-0.614,231,0.5281,0.9585,0.000193,-0.002307,0.1297
只反T、无门控,False,pulse|0.003|1.0|0.006|0.012|1|60,pulse,-0.2477,-0.3767,-0.4696,-0.616,224,0.5759,0.9295,9.1e-05,-0.002409,0.1297
只反T、无门控,False,pulse|0.003|1.0|0.006|0.012|2|30,pulse,-0.1982,-0.3273,-0.4642,-0.522,421,0.5012,0.9585,6.6e-05,-0.002434,0.1297
只反T、无门控,False,pulse|0.003|1.0|0.006|0.012|2|60,pulse,-0.1939,-0.323,-0.465,-0.508,385,0.5377,0.9295,-0.000117,-0.002617,0.1297
只反T、无门控,False,pulse|0.003|1.0|0.015|0.008|1|30,pulse,-0.2067,-0.3358,-0.4487,-0.529,231,0.4069,0.9585,0.000399,-0.002101,0.1297
只反T、无门控,False,pulse|0.003|1.0|0.015|0.008|1|60,pulse,-0.1982,-0.3273,-0.4333,-0.526,224,0.3884,0.9295,0.000373,-0.002127,0.1297
只反T、无门控,False,pulse|0.003|1.0|0.015|0.008|2|30,pulse,-0.2515,-0.3805,-0.4797,-0.653,421,0.3705,0.9585,-0.000371,-0.002871,0.1297
只反T、无门控,False,pulse|0.003|1.0|0.015|0.008|2|60,pulse,-0.216,-0.345,-0.4619,-0.576,386,0.3705,0.9295,-0.000323,-0.002823,0.1297
只反T、无门控,False,pulse|0.003|1.0|0.015|0.012|1|30,pulse,-0.2257,-0.3547,-0.4593,-0.579,231,0.4286,0.9585,0.000316,-0.002184,0.1297
只反T、无门控,False,pulse|0.003|1.0|0.015|0.012|1|60,pulse,-0.2213,-0.3504,-0.4461,-0.593,224,0.4241,0.9295,0.000241,-0.002259,0.1297
只反T、无门控,False,pulse|0.003|1.0|0.015|0.012|2|30,pulse,-0.202,-0.3311,-0.4633,-0.55,419,0.4105,0.9585,1e-06,-0.002499,0.1297
只反T、无门控,False,pulse|0.003|1.0|0.015|0.012|2|60,pulse,-0.1962,-0.3253,-0.4578,-0.534,377,0.4138,0.9295,-0.000197,-0.002697,0.1297
只反T、无门控,False,pulse|0.003|2.0|0.006|0.008|1|30,pulse,-0.1247,-0.254,-0.3978,-0.34,209,0.5263,0.8672,0.000731,-0.001769,0.1297
只反T、无门控,False,pulse|0.003|2.0|0.006|0.008|1|60,pulse,-0.1525,-0.2817,-0.4237,-0.41,199,0.5528,0.8257,0.000437,-0.002063,0.1297
只反T、无门控,False,pulse|0.003|2.0|0.006|0.008|2|30,pulse,-0.1342,-0.2635,-0.425,-0.373,356,0.486,0.8672,0.00016,-0.00234,0.1297
只反T、无门控,False,pulse|0.003|2.0|0.006|0.008|2|60,pulse,-0.1324,-0.2617,-0.4311,-0.368,320,0.5188,0.8257,-7.3e-05,-0.002573,0.1297
只反T、无门控,False,pulse|0.003|2.0|0.006|0.012|1|30,pulse,-0.1157,-0.245,-0.4091,-0.312,209,0.5407,0.8672,0.000864,-0.001636,0.1297
只反T、无门控,False,pulse|0.003|2.0|0.006|0.012|1|60,pulse,-0.1847,-0.3138,-0.4497,-0.474,199,0.5729,0.8257,0.000275,-0.002225,0.1297
只反T、无门控,False,pulse|0.003|2.0|0.006|0.012|2|30,pulse,-0.1503,-0.2795,-0.4428,-0.412,354,0.4972,0.8672,5e-05,-0.00245,0.1297
只反T、无门控,False,pulse|0.003|2.0|0.006|0.012|2|60,pulse,-0.136,-0.2652,-0.4393,-0.375,313,0.5431,0.8257,-0.000145,-0.002645,0.1297
只反T、无门控,False,pulse|0.003|2.0|0.015|0.008|1|30,pulse,-0.1089,-0.2382,-0.3794,-0.308,209,0.4115,0.8672,0.000689,-0.001811,0.1297
只反T、无门控,False,pulse|0.003|2.0|0.015|0.008|1|60,pulse,-0.084,-0.2133,-0.3728,-0.243,199,0.4322,0.8257,0.000786,-0.001714,0.1297
只反T、无门控,False,pulse|0.003|2.0|0.015|0.008|2|30,pulse,-0.1282,-0.2574,-0.4084,-0.367,352,0.3892,0.8672,0.0001,-0.0024,0.1297
只反T、无门控,False,pulse|0.003|2.0|0.015|0.008|2|60,pulse,-0.093,-0.2224,-0.4017,-0.272,314,0.4076,0.8257,0.000211,-0.002289,0.1297
只反T、无门控,False,pulse|0.003|2.0|0.015|0.012|1|30,pulse,-0.0952,-0.2245,-0.3884,-0.266,209,0.4258,0.8672,0.000858,-0.001642,0.1297
只反T、无门控,False,pulse|0.003|2.0|0.015|0.012|1|60,pulse,-0.1356,-0.2649,-0.4026,-0.38,199,0.4422,0.8257,0.000485,-0.002015,0.1297
只反T、无门控,False,pulse|0.003|2.0|0.015|0.012|2|30,pulse,-0.1313,-0.2605,-0.4254,-0.372,350,0.4057,0.8672,0.000114,-0.002386,0.1297
只反T、无门控,False,pulse|0.003|2.0|0.015|0.012|2|60,pulse,-0.1076,-0.2369,-0.4054,-0.309,306,0.4281,0.8257,3.2e-05,-0.002468,0.1297
只反T、无门控,False,pulse|0.005|1.0|0.006|0.008|1|30,pulse,-0.2158,-0.3449,-0.4612,-0.548,220,0.5136,0.9129,0.000256,-0.002244,0.1297
只反T、无门控,False,pulse|0.005|1.0|0.006|0.008|1|60,pulse,-0.224,-0.353,-0.4724,-0.564,214,0.5467,0.888,0.000135,-0.002365,0.1297
只反T、无门控,False,pulse|0.005|1.0|0.006|0.008|2|30,pulse,-0.2236,-0.3527,-0.4771,-0.576,384,0.4661,0.9129,-0.000331,-0.002831,0.1297
只反T、无门控,False,pulse|0.005|1.0|0.006|0.008|2|60,pulse,-0.213,-0.3421,-0.4779,-0.547,359,0.5097,0.888,-0.00043,-0.00293,0.1297
只反T、无门控,False,pulse|0.005|1.0|0.006|0.012|1|30,pulse,-0.2116,-0.3407,-0.4587,-0.545,220,0.5409,0.9129,0.00031,-0.00219,0.1297
只反T、无门控,False,pulse|0.005|1.0|0.006|0.012|1|60,pulse,-0.1982,-0.3273,-0.4573,-0.509,214,0.5888,0.888,0.000339,-0.002161,0.1297
只反T、无门控,False,pulse|0.005|1.0|0.006|0.012|2|30,pulse,-0.1852,-0.3143,-0.4626,-0.494,379,0.4908,0.9129,-5e-05,-0.00255,0.1297
只反T、无门控,False,pulse|0.005|1.0|0.006|0.012|2|60,pulse,-0.176,-0.3051,-0.4605,-0.465,353,0.5467,0.888,-0.000151,-0.002651,0.1297
只反T、无门控,False,pulse|0.005|1.0|0.015|0.008|1|30,pulse,-0.1805,-0.3097,-0.4455,-0.475,220,0.4182,0.9129,0.000481,-0.002019,0.1297
只反T、无门控,False,pulse|0.005|1.0|0.015|0.008|1|60,pulse,-0.1755,-0.3047,-0.4392,-0.471,214,0.4159,0.888,0.000458,-0.002042,0.1297
只反T、无门控,False,pulse|0.005|1.0|0.015|0.008|2|30,pulse,-0.2264,-0.3554,-0.4697,-0.597,380,0.3684,0.9129,-0.000393,-0.002893,0.1297
只反T、无门控,False,pulse|0.005|1.0|0.015|0.008|2|60,pulse,-0.1933,-0.3224,-0.4602,-0.518,351,0.396,0.888,-0.000317,-0.002817,0.1297
只反T、无门控,False,pulse|0.005|1.0|0.015|0.012|1|30,pulse,-0.1848,-0.3139,-0.4487,-0.489,220,0.4364,0.9129,0.000496,-0.002004,0.1297
