variant,lookahead,param_id,signal,annual_return,t_annual,max_drawdown,sharpe,n_trades,win_rate,coverage,gross_edge,net_edge,buyhold_annual
原策略（双向、无门控）,False,corr|0.1|1.0|0.006|0.008|1|30,corr,-0.247,-0.376,-0.4861,-0.6,204,0.4657,0.8465,-0.000197,-0.002697,0.1297
原策略（双向、无门控）,False,corr|0.1|1.0|0.006|0.008|1|60,corr,-0.2119,-0.341,-0.4547,-0.525,192,0.4896,0.7967,-5e-05,-0.00255,0.1297
原策略（双向、无门控）,False,corr|0.1|1.0|0.006|0.008|2|30,corr,-0.1751,-0.3043,-0.4569,-0.445,380,0.4526,0.8963,-8.7e-05,-0.002587,0.1297
原策略（双向、无门控）,False,corr|0.1|1.0|0.006|0.008|2|60,corr,-0.1299,-0.2591,-0.4237,-0.335,376,0.5,0.8921,0.000304,-0.002196,0.1297
原策略（双向、无门控）,False,corr|0.1|1.0|0.006|0.012|1|30,corr,-0.2354,-0.3644,-0.4657,-0.576,204,0.4902,0.8465,-3.8e-05,-0.002538,0.1297
原策略（双向、无门控）,False,corr|0.1|1.0|0.006|0.012|1|60,corr,-0.2051,-0.3341,-0.4362,-0.518,192,0.5417,0.7967,0.000115,-0.002385,0.1297
原策略（双向、无门控）,False,corr|0.1|1.0|0.006|0.012|2|30,corr,-0.1562,-0.2854,-0.4399,-0.4,381,0.4777,0.9004,7e-05,-0.00243,0.1297
原策略（双向、无门控）,False,corr|0.1|1.0|0.006|0.012|2|60,corr,-0.1312,-0.2604,-0.4138,-0.337,374,0.5321,0.8963,0.000308,-0.002192,0.1297
原策略（双向、无门控）,False,corr|0.1|1.0|0.015|0.008|1|30,corr,-0.2622,-0.3912,-0.5056,-0.63,204,0.3824,0.8465,-0.000273,-0.002773,0.1297
原策略（双向、无门控）,False,corr|0.1|1.0|0.015|0.008|1|60,corr,-0.1911,-0.3203,-0.4486,-0.476,191,0.3874,0.7925,6.8e-05,-0.002432,0.1297
原策略（双向、无门控）,False,corr|0.1|1.0|0.015|0.008|2|30,corr,-0.1597,-0.2889,-0.4587,-0.408,382,0.3822,0.9046,0.000141,-0.002359,0.1297
原策略（双向、无门控）,False,corr|0.1|1.0|0.015|0.008|2|60,corr,-0.1193,-0.2485,-0.4328,-0.309,373,0.3807,0.8921,0.000438,-0.002062,0.1297
原策略（双向、无门控）,False,corr|0.1|1.0|0.015|0.012|1|30,corr,-0.2422,-0.3712,-0.4783,-0.59,204,0.4069,0.8465,-5.5e-05,-0.002555,0.1297
原策略（双向、无门控）,False,corr|0.1|1.0|0.015|0.012|1|60,corr,-0.1687,-0.2979,-0.4106,-0.431,192,0.4375,0.7967,0.000349,-0.002151,0.1297
原策略（双向、无门控）,False,corr|0.1|1.0|0.015|0.012|2|30,corr,-0.146,-0.2753,-0.4422,-0.374,379,0.3984,0.9004,0.000214,-0.002286,0.1297
原策略（双向、无门控）,False,corr|0.1|1.0|0.015|0.012|2|60,corr,-0.1336,-0.2629,-0.4301,-0.345,372,0.3952,0.8921,0.000317,-0.002183,0.1297
原策略（双向、无门控）,False,corr|0.1|2.0|0.006|0.008|1|30,corr,-0.0049,-0.1343,-0.3788,-0.014,96,0.4375,0.3983,0.000425,-0.002075,0.1297
原策略（双向、无门控）,False,corr|0.1|2.0|0.006|0.008|1|60,corr,0.0251,-0.1044,-0.3691,0.072,87,0.4943,0.361,0.000829,-0.001671,0.1297
原策略（双向、无门控）,False,corr|0.1|2.0|0.006|0.008|2|30,corr,-0.113,-0.2423,-0.4224,-0.291,275,0.3636,0.6763,-0.000411,-0.002911,0.1297
原策略（双向、无门控）,False,corr|0.1|2.0|0.006|0.008|2|60,corr,-0.1121,-0.2414,-0.4292,-0.29,269,0.4275,0.6763,-0.000435,-0.002935,0.1297
原策略（双向、无门控）,False,corr|0.1|2.0|0.006|0.012|1|30,corr,-0.0159,-0.1454,-0.3814,-0.044,96,0.4375,0.3983,0.000285,-0.002215,0.1297
原策略（双向、无门控）,False,corr|0.1|2.0|0.006|0.012|1|60,corr,0.0066,-0.1229,-0.3769,0.019,87,0.5057,0.361,0.000592,-0.001908,0.1297
原策略（双向、无门控）,False,corr|0.1|2.0|0.006|0.012|2|30,corr,-0.1186,-0.2479,-0.4203,-0.306,281,0.3737,0.6929,-0.000419,-0.002919,0.1297
原策略（双向、无门控）,False,corr|0.1|2.0|0.006|0.012|2|60,corr,-0.11,-0.2393,-0.419,-0.284,262,0.458,0.6805,-0.000464,-0.002964,0.1297
原策略（双向、无门控）,False,corr|0.1|2.0|0.015|0.008|1|30,corr,0.0406,-0.089,-0.3563,0.115,96,0.4167,0.3983,0.001035,-0.001465,0.1297
原策略（双向、无门控）,False,corr|0.1|2.0|0.015|0.008|1|60,corr,0.0737,-0.0559,-0.345,0.216,87,0.4368,0.361,0.001623,-0.000877,0.1297
原策略（双向、无门控）,False,corr|0.1|2.0|0.015|0.008|2|30,corr,-0.0978,-0.2271,-0.4196,-0.251,272,0.3199,0.6763,-0.000241,-0.002741,0.1297
原策略（双向、无门控）,False,corr|0.1|2.0|0.015|0.008|2|60,corr,-0.0864,-0.2158,-0.4241,-0.224,277,0.361,0.7095,0.0,-0.0025,0.1297
原策略（双向、无门控）,False,corr|0.1|2.0|0.015|0.012|1|30,corr,0.0327,-0.0969,-0.3581,0.093,96,0.4167,0.3983,0.000949,-0.001551,0.1297
原策略（双向、无门控）,False,corr|0.1|2.0|0.015|0.012|1|60,corr,0.0695,-0.0601,-0.3492,0.205,87,0.4598,0.361,0.001661,-0.000839,0.1297
原策略（双向、无门控）,False,corr|0.1|2.0|0.015|0.012|2|30,corr,-0.0969,-0.2262,-0.4135,-0.249,279,0.3297,0.6929,-0.000163,-0.002663,0.1297
原策略（双向、无门控）,False,corr|0.1|2.0|0.015|0.012|2|60,corr,-0.0948,-0.2241,-0.4198,-0.244,265,0.3698,0.6971,-0.000218,-0.002718,0.1297
原策略（双向、无门控）,False,corr|0.2|1.0|0.006|0.008|1|30,corr,-0.1693,-0.2984,-0.4441,-0.427,173,0.4566,0.7178,-9e-06,-0.002509,0.1297
原策略（双向、无门控）,False,corr|0.2|1.0|0.006|0.008|1|60,corr,-0.1458,-0.275,-0.4304,-0.374,161,0.4783,0.668,0.000105,-0.002395,0.1297
原策略（双向、无门控）,False,corr|0.2|1.0|0.006|0.008|2|30,corr,-0.1195,-0.2488,-0.4133,-0.307,350,0.4543,0.8257,0.000181,-0.002319,0.1297
原策略（双向、无门控）,False,corr|0.2|1.0|0.006|0.008|2|60,corr,-0.1252,-0.2544,-0.4193,-0.321,330,0.4818,0.8174,-1.8e-05,-0.002518,0.1297
原策略（双向、无门控）,False,corr|0.2|1.0|0.006|0.012|1|30,corr,-0.1614,-0.2906,-0.4305,-0.407,173,0.4798,0.7178,0.000171,-0.002329,0.1297
原策略（双向、无门控）,False,corr|0.2|1.0|0.006|0.012|1|60,corr,-0.1405,-0.2697,-0.4209,-0.36,163,0.5276,0.6763,0.000319,-0.002181,0.1297
原策略（双向、无门控）,False,corr|0.2|1.0|0.006|0.012|2|30,corr,-0.1255,-0.2548,-0.4158,-0.321,345,0.4638,0.8133,0.000133,-0.002367,0.1297
原策略（双向、无门控）,False,corr|0.2|1.0|0.006|0.012|2|60,corr,-0.1252,-0.2545,-0.4115,-0.32,326,0.5215,0.8174,1.9e-05,-0.002481,0.1297
原策略（双向、无门控）,False,corr|0.2|1.0|0.015|0.008|1|30,corr,-0.1951,-0.3242,-0.467,-0.479,173,0.3699,0.7178,-0.000196,-0.002696,0.1297
原策略（双向、无门控）,False,corr|0.2|1.0|0.015|0.008|1|60,corr,-0.1458,-0.275,-0.4386,-0.373,161,0.3727,0.668,6.9e-05,-0.002431,0.1297
原策略（双向、无门控）,False,corr|0.2|1.0|0.015|0.008|2|30,corr,-0.123,-0.2523,-0.4289,-0.316,334,0.3593,0.7967,0.000121,-0.002379,0.1297
原策略（双向、无门控）,False,corr|0.2|1.0|0.015|0.008|2|60,corr,-0.1129,-0.2421,-0.432,-0.291,324,0.3735,0.8133,9.3e-05,-0.002407,0.1297
原策略（双向、无门控）,False,corr|0.2|1.0|0.015|0.012|1|30,corr,-0.1798,-0.309,-0.4469,-0.442,173,0.3931,0.7178,4e-05,-0.00246,0.1297
原策略（双向、无门控）,False,corr|0.2|1.0|0.015|0.012|1|60,corr,-0.1237,-0.2529,-0.408,-0.317,161,0.4161,0.668,0.000363,-0.002137,0.1297
原策略（双向、无门控）,False,corr|0.2|1.0|0.015|0.012|2|30,corr,-0.1297,-0.259,-0.4281,-0.331,326,0.3804,0.7884,1.4e-05,-0.002486,0.1297
原策略（双向、无门控）,False,corr|0.2|1.0|0.015|0.012|2|60,corr,-0.1178,-0.2471,-0.4141,-0.302,325,0.3908,0.8299,0.000123,-0.002377,0.1297
原策略（双向、无门控）,False,corr|0.2|2.0|0.006|0.008|1|30,corr,0.0151,-0.1144,-0.3599,0.043,76,0.4079,0.3154,0.000138,-0.002362,0.1297
原策略（双向、无门控）,False,corr|0.2|2.0|0.006|0.008|1|60,corr,0.0602,-0.0693,-0.344,0.176,67,0.4776,0.278,0.001006,-0.001494,0.1297
原策略（双向、无门控）,False,corr|0.2|2.0|0.006|0.008|2|30,corr,-0.1061,-0.2354,-0.4144,-0.275,251,0.3546,0.6473,-0.000622,-0.003122,0.1297
原策略（双向、无门控）,False,corr|0.2|2.0|0.006|0.008|2|60,corr,-0.0962,-0.2255,-0.4133,-0.251,242,0.4174,0.6598,-0.000569,-0.003069,0.1297
原策略（双向、无门控）,False,corr|0.2|2.0|0.006|0.012|1|30,corr,0.0156,-0.1139,-0.3563,0.044,76,0.4079,0.3154,0.000141,-0.002359,0.1297
原策略（双向、无门控）,False,corr|0.2|2.0|0.006|0.012|1|60,corr,0.0542,-0.0754,-0.3443,0.159,68,0.5,0.2822,0.000952,-0.001548,0.1297
原策略（双向、无门控）,False,corr|0.2|2.0|0.006|0.012|2|30,corr,-0.1076,-0.2369,-0.4107,-0.279,249,0.3534,0.6473,-0.000656,-0.003156,0.1297
原策略（双向、无门控）,False,corr|0.2|2.0|0.006|0.012|2|60,corr,-0.1054,-0.2347,-0.4139,-0.272,228,0.4342,0.6432,-0.000857,-0.003357,0.1297
原策略（双向、无门控）,False,corr|0.2|2.0|0.015|0.008|1|30,corr,0.0426,-0.087,-0.3477,0.121,76,0.3816,0.3154,0.000551,-0.001949,0.1297
原策略（双向、无门控）,False,corr|0.2|2.0|0.015|0.008|1|60,corr,0.0756,-0.054,-0.338,0.223,67,0.403,0.278,0.001295,-0.001205,0.1297
原策略（双向、无门控）,False,corr|0.2|2.0|0.015|0.008|2|30,corr,-0.1036,-0.2329,-0.416,-0.268,246,0.3008,0.6432,-0.000664,-0.003164,0.1297
原策略（双向、无门控）,False,corr|0.2|2.0|0.015|0.008|2|60,corr,-0.0928,-0.2221,-0.4164,-0.241,237,0.3333,0.6639,-0.000596,-0.003096,0.1297
原策略（双向、无门控）,False,corr|0.2|2.0|0.015|0.012|1|30,corr,0.0463,-0.0833,-0.3433,0.132,76,0.3816,0.3154,0.000623,-0.001877,0.1297
原策略（双向、无门控）,False,corr|0.2|2.0|0.015|0.012|1|60,corr,0.0807,-0.049,-0.3358,0.241,68,0.4265,0.2822,0.001495,-0.001005,0.1297
原策略（双向、无门控）,False,corr|0.2|2.0|0.015|0.012|2|30,corr,-0.1051,-0.2344,-0.4127,-0.271,247,0.2996,0.6432,-0.000655,-0.003155,0.1297
原策略（双向、无门控）,False,corr|0.2|2.0|0.015|0.012|2|60,corr,-0.0825,-0.2118,-0.4061,-0.214,238,0.3571,0.6805,-0.00045,-0.00295,0.1297
原策略（双向、无门控）,False,corr|0.3|1.0|0.006|0.008|1|30,corr,-0.0892,-0.2185,-0.3958,-0.239,143,0.4476,0.5934,0.000287,-0.002213,0.1297
原策略（双向、无门控）,False,corr|0.3|1.0|0.006|0.008|1|60,corr,-0.0852,-0.2145,-0.3923,-0.229,135,0.4741,0.5602,0.000255,-0.002245,0.1297
原策略（双向、无门控）,False,corr|0.3|1.0|0.006|0.008|2|30,corr,-0.1298,-0.259,-0.4215,-0.334,303,0.4059,0.7469,-0.000322,-0.002822,0.1297
原策略（双向、无门控）,False,corr|0.3|1.0|0.006|0.008|2|60,corr,-0.125,-0.2542,-0.4239,-0.323,287,0.453,0.7344,-0.00038,-0.00288,0.1297
原策略（双向、无门控）,False,corr|0.3|1.0|0.006|0.012|1|30,corr,-0.1055,-0.2348,-0.3993,-0.282,143,0.4545,0.5934,0.000138,-0.002362,0.1297
原策略（双向、无门控）,False,corr|0.3|1.0|0.006|0.012|1|60,corr,-0.1091,-0.2384,-0.4045,-0.29,136,0.5074,0.5643,8.3e-05,-0.002417,0.1297
原策略（双向、无门控）,False,corr|0.3|1.0|0.006|0.012|2|30,corr,-0.1328,-0.2621,-0.425,-0.342,297,0.4074,0.7469,-0.000427,-0.002927,0.1297
原策略（双向、无门控）,False,corr|0.3|1.0|0.006|0.012|2|60,corr,-0.1292,-0.2584,-0.4244,-0.332,277,0.4874,0.7261,-0.000521,-0.003021,0.1297
原策略（双向、无门控）,False,corr|0.3|1.0|0.015|0.008|1|30,corr,-0.1155,-0.2448,-0.4145,-0.301,143,0.3846,0.5934,6.3e-05,-0.002437,0.1297
原策略（双向、无门控）,False,corr|0.3|1.0|0.015|0.008|1|60,corr,-0.1013,-0.2306,-0.4077,-0.267,134,0.3806,0.556,7e-05,-0.00243,0.1297
原策略（双向、无门控）,False,corr|0.3|1.0|0.015|0.008|2|30,corr,-0.1257,-0.2549,-0.4231,-0.322,304,0.3421,0.7552,-0.00019,-0.00269,0.1297
原策略（双向、无门控）,False,corr|0.3|1.0|0.015|0.008|2|60,corr,-0.1237,-0.253,-0.4287,-0.319,295,0.3424,0.751,-0.000193,-0.002693,0.1297
原策略（双向、无门控）,False,corr|0.3|1.0|0.015|0.012|1|30,corr,-0.1361,-0.2653,-0.4214,-0.352,143,0.3916,0.5934,-0.000111,-0.002611,0.1297
原策略（双向、无门控）,False,corr|0.3|1.0|0.015|0.012|1|60,corr,-0.1134,-0.2427,-0.4072,-0.3,134,0.4179,0.556,-1.6e-05,-0.002516,0.1297
原策略（双向、无门控）,False,corr|0.3|1.0|0.015|0.012|2|30,corr,-0.1296,-0.2589,-0.4264,-0.331,292,0.3425,0.7344,-0.000365,-0.002865,0.1297
原策略（双向、无门控）,False,corr|0.3|1.0|0.015|0.012|2|60,corr,-0.1222,-0.2515,-0.4233,-0.312,286,0.3776,0.751,-0.000216,-0.002716,0.1297
原策略（双向、无门控）,False,corr|0.3|2.0|0.006|0.008|1|30,corr,0.0476,-0.082,-0.353,0.138,53,0.3774,0.2199,-9.4e-05,-0.002594,0.1297
原策略（双向、无门控）,False,corr|0.3|2.0|0.006|0.008|1|60,corr,0.0895,-0.0402,-0.3391,0.267,46,0.4565,0.1909,0.001118,-0.001382,0.1297
原策略（双向、无门控）,False,corr|0.3|2.0|0.006|0.008|2|30,corr,-0.1023,-0.2316,-0.4244,-0.267,228,0.3509,0.6141,-0.000899,-0.003399,0.1297
原策略（双向、无门控）,False,corr|0.3|2.0|0.006|0.008|2|60,corr,-0.1016,-0.2309,-0.4261,-0.265,200,0.375,0.5892,-0.001266,-0.003766,0.1297
原策略（双向、无门控）,False,corr|0.3|2.0|0.006|0.012|1|30,corr,0.0455,-0.0841,-0.3519,0.132,53,0.3774,0.2199,-0.000191,-0.002691,0.1297
原策略（双向、无门控）,False,corr|0.3|2.0|0.006|0.012|1|60,corr,0.0842,-0.0454,-0.3414,0.251,46,0.4783,0.1909,0.001007,-0.001493,0.1297
原策略（双向、无门控）,False,corr|0.3|2.0|0.006|0.012|2|30,corr,-0.0986,-0.2279,-0.4185,-0.258,227,0.3568,0.6224,-0.000836,-0.003336,0.1297
原策略（双向、无门控）,False,corr|0.3|2.0|0.006|0.012|2|60,corr,-0.0952,-0.2245,-0.4193,-0.249,193,0.4145,0.5851,-0.001247,-0.003747,0.1297
原策略（双向、无门控）,False,corr|0.3|2.0|0.015|0.008|1|30,corr,0.0714,-0.0582,-0.3422,0.208,53,0.3585,0.2199,0.000435,-0.002065,0.1297
原策略（双向、无门控）,False,corr|0.3|2.0|0.015|0.008|1|60,corr,0.126,-0.0037,-0.3211,0.38,46,0.4348,0.1909,0.002173,-0.000327,0.1297
原策略（双向、无门控）,False,corr|0.3|2.0|0.015|0.008|2|30,corr,-0.0918,-0.2211,-0.4192,-0.241,220,0.3136,0.61,-0.000849,-0.003349,0.1297
原策略（双向、无门控）,False,corr|0.3|2.0|0.015|0.008|2|60,corr,-0.083,-0.2123,-0.4163,-0.218,206,0.3252,0.6141,-0.000858,-0.003358,0.1297
原策略（双向、无门控）,False,corr|0.3|2.0|0.015|0.012|1|30,corr,0.0724,-0.0572,-0.3403,0.211,53,0.3585,0.2199,0.000437,-0.002063,0.1297
原策略（双向、无门控）,False,corr|0.3|2.0|0.015|0.012|1|60,corr,0.1371,0.0074,-0.3189,0.42,46,0.4783,0.1909,0.002655,0.000155,0.1297
原策略（双向、无门控）,False,corr|0.3|2.0|0.015|0.012|2|30,corr,-0.0893,-0.2186,-0.4155,-0.235,229,0.3319,0.639,-0.000669,-0.003169,0.1297
原策略（双向、无门控）,False,corr|0.3|2.0|0.015|0.012|2|60,corr,-0.0813,-0.2107,-0.4073,-0.213,210,0.3381,0.6432,-0.000763,-0.003263,0.1297
原策略（双向、无门控）,False,obv|0.1|1.0|0.006|0.008|1|30,obv,-0.1745,-0.3036,-0.4372,-0.473,213,0.4742,0.8838,0.000311,-0.002189,0.1297
原策略（双向、无门控）,False,obv|0.1|1.0|0.006|0.008|1|60,obv,-0.1766,-0.3057,-0.4317,-0.469,204,0.5245,0.8465,0.000204,-0.002296,0.1297
原策略（双向、无门控）,False,obv|0.1|1.0|0.006|0.008|2|30,obv,-0.1647,-0.2939,-0.44,-0.427,405,0.4519,0.9129,0.000145,-0.002355,0.1297
原策略（双向、无门控）,False,obv|0.1|1.0|0.006|0.008|2|60,obv,-0.1621,-0.2913,-0.4297,-0.418,375,0.496,0.8838,-7.1e-05,-0.002571,0.1297
原策略（双向、无门控）,False,obv|0.1|1.0|0.006|0.012|1|30,obv,-0.1989,-0.328,-0.4377,-0.535,214,0.4813,0.888,0.000201,-0.002299,0.1297
原策略（双向、无门控）,False,obv|0.1|1.0|0.006|0.012|1|60,obv,-0.2061,-0.3352,-0.4468,-0.541,204,0.549,0.8465,7e-06,-0.002493,0.1297
原策略（双向、无门控）,False,obv|0.1|1.0|0.006|0.012|2|30,obv,-0.1613,-0.2905,-0.4334,-0.421,407,0.4693,0.917,0.000193,-0.002307,0.1297
原策略（双向、无门控）,False,obv|0.1|1.0|0.006|0.012|2|60,obv,-0.1415,-0.2707,-0.4189,-0.37,381,0.5328,0.888,0.000191,-0.002309,0.1297
原策略（双向、无门控）,False,obv|0.1|1.0|0.015|0.008|1|30,obv,-0.1745,-0.3036,-0.4592,-0.483,213,0.3803,0.8838,0.000365,-0.002135,0.1297
原策略（双向、无门控）,False,obv|0.1|1.0|0.015|0.008|1|60,obv,-0.1407,-0.2699,-0.4371,-0.386,204,0.4118,0.8465,0.000521,-0.001979,0.1297
原策略（双向、无门控）,False,obv|0.1|1.0|0.015|0.008|2|30,obv,-0.134,-0.2632,-0.4334,-0.355,418,0.378,0.9253,0.000478,-0.002022,0.1297
原策略（双向、无门控）,False,obv|0.1|1.0|0.015|0.008|2|60,obv,-0.1528,-0.282,-0.4435,-0.399,371,0.3747,0.8838,2.8e-05,-0.002472,0.1297
原策略（双向、无门控）,False,obv|0.1|1.0|0.015|0.012|1|30,obv,-0.195,-0.3241,-0.4553,-0.539,213,0.385,0.8838,0.000249,-0.002251,0.1297
原策略（双向、无门控）,False,obv|0.1|1.0|0.015|0.012|1|60,obv,-0.1302,-0.2594,-0.4231,-0.366,204,0.451,0.8465,0.000567,-0.001933,0.1297
原策略（双向、无门控）,False,obv|0.1|1.0|0.015|0.012|2|30,obv,-0.1169,-0.2462,-0.422,-0.313,432,0.3843,0.9461,0.000671,-0.001829,0.1297
原策略（双向、无门控）,False,obv|0.1|1.0|0.015|0.012|2|60,obv,-0.1102,-0.2395,-0.4175,-0.293,393,0.4173,0.9046,0.000547,-0.001953,0.1297
原策略（双向、无门控）,False,obv|0.1|2.0|0.006|0.008|1|30,obv,-0.1745,-0.3036,-0.4372,-0.473,213,0.4742,0.8838,0.000311,-0.002189,0.1297
原策略（双向、无门控）,False,obv|0.1|2.0|0.006|0.008|1|60,obv,-0.1766,-0.3057,-0.4317,-0.469,204,0.5245,0.8465,0.000204,-0.002296,0.1297
原策略（双向、无门控）,False,obv|0.1|2.0|0.006|0.008|2|30,obv,-0.1647,-0.2939,-0.44,-0.427,405,0.4519,0.9129,0.000145,-0.002355,0.1297
原策略（双向、无门控）,False,obv|0.1|2.0|0.006|0.008|2|60,obv,-0.1621,-0.2913,-0.4297,-0.418,375,0.496,0.8838,-7.1e-05,-0.002571,0.1297
原策略（双向、无门控）,False,obv|0.1|2.0|0.006|0.012|1|30,obv,-0.1989,-0.328,-0.4377,-0.535,214,0.4813,0.888,0.000201,-0.002299,0.1297
原策略（双向、无门控）,False,obv|0.1|2.0|0.006|0.012|1|60,obv,-0.2061,-0.3352,-0.4468,-0.541,204,0.549,0.8465,7e-06,-0.002493,0.1297
原策略（双向、无门控）,False,obv|0.1|2.0|0.006|0.012|2|30,obv,-0.1613,-0.2905,-0.4334,-0.421,407,0.4693,0.917,0.000193,-0.002307,0.1297
原策略（双向、无门控）,False,obv|0.1|2.0|0.006|0.012|2|60,obv,-0.1415,-0.2707,-0.4189,-0.37,381,0.5328,0.888,0.000191,-0.002309,0.1297
原策略（双向、无门控）,False,obv|0.1|2.0|0.015|0.008|1|30,obv,-0.1745,-0.3036,-0.4592,-0.483,213,0.3803,0.8838,0.000365,-0.002135,0.1297
原策略（双向、无门控）,False,obv|0.1|2.0|0.015|0.008|1|60,obv,-0.1407,-0.2699,-0.4371,-0.386,204,0.4118,0.8465,0.000521,-0.001979,0.1297
原策略（双向、无门控）,False,obv|0.1|2.0|0.015|0.008|2|30,obv,-0.134,-0.2632,-0.4334,-0.355,418,0.378,0.9253,0.000478,-0.002022,0.1297
原策略（双向、无门控）,False,obv|0.1|2.0|0.015|0.008|2|60,obv,-0.1528,-0.282,-0.4435,-0.399,371,0.3747,0.8838,2.8e-05,-0.002472,0.1297
原策略（双向、无门控）,False,obv|0.1|2.0|0.015|0.012|1|30,obv,-0.195,-0.3241,-0.4553,-0.539,213,0.385,0.8838,0.000249,-0.002251,0.1297
原策略（双向、无门控）,False,obv|0.1|2.0|0.015|0.012|1|60,obv,-0.1302,-0.2594,-0.4231,-0.366,204,0.451,0.8465,0.000567,-0.001933,0.1297
原策略（双向、无门控）,False,obv|0.1|2.0|0.015|0.012|2|30,obv,-0.1169,-0.2462,-0.422,-0.313,432,0.3843,0.9461,0.000671,-0.001829,0.1297
原策略（双向、无门控）,False,obv|0.1|2.0|0.015|0.012|2|60,obv,-0.1102,-0.2395,-0.4175,-0.293,393,0.4173,0.9046,0.000547,-0.001953,0.1297
原策略（双向、无门控）,False,obv|0.2|1.0|0.006|0.008|1|30,obv,-0.1049,-0.2342,-0.4147,-0.288,193,0.4974,0.8008,0.000527,-0.001973,0.1297
原策略（双向、无门控）,False,obv|0.2|1.0|0.006|0.008|1|60,obv,-0.1118,-0.2411,-0.4162,-0.306,181,0.5414,0.751,0.000368,-0.002132,0.1297
原策略（双向、无门控）,False,obv|0.2|1.0|0.006|0.008|2|30,obv,-0.1469,-0.2761,-0.4401,-0.387,376,0.4255,0.8838,4.4e-05,-0.002456,0.1297
原策略（双向、无门控）,False,obv|0.2|1.0|0.006|0.008|2|60,obv,-0.1255,-0.2548,-0.4258,-0.332,352,0.4886,0.8714,7.8e-05,-0.002422,0.1297
原策略（双向、无门控）,False,obv|0.2|1.0|0.006|0.012|1|30,obv,-0.1091,-0.2384,-0.4105,-0.301,193,0.513,0.8008,0.000534,-0.001966,0.1297
原策略（双向、无门控）,False,obv|0.2|1.0|0.006|0.012|1|60,obv,-0.0981,-0.2274,-0.4187,-0.275,181,0.5801,0.751,0.000545,-0.001955,0.1297
原策略（双向、无门控）,False,obv|0.2|1.0|0.006|0.012|2|30,obv,-0.1412,-0.2704,-0.4348,-0.373,376,0.4388,0.8838,0.000131,-0.002369,0.1297
原策略（双向、无门控）,False,obv|0.2|1.0|0.006|0.012|2|60,obv,-0.1022,-0.2315,-0.4186,-0.273,363,0.5372,0.888,0.000437,-0.002063,0.1297
原策略（双向、无门控）,False,obv|0.2|1.0|0.015|0.008|1|30,obv,-0.1128,-0.242,-0.4263,-0.312,193,0.3834,0.8008,0.000556,-0.001944,0.1297
原策略（双向、无门控）,False,obv|0.2|1.0|0.015|0.008|1|60,obv,-0.125,-0.2542,-0.4324,-0.342,181,0.4088,0.751,0.000382,-0.002118,0.1297
原策略（双向、无门控）,False,obv|0.2|1.0|0.015|0.008|2|30,obv,-0.1207,-0.25,-0.4195,-0.32,372,0.3495,0.8838,0.00026,-0.00224,0.1297
原策略（双向、无门控）,False,obv|0.2|1.0|0.015|0.008|2|60,obv,-0.1215,-0.2508,-0.4234,-0.324,345,0.3681,0.8755,0.000109,-0.002391,0.1297
原策略（双向、无门控）,False,obv|0.2|1.0|0.015|0.012|1|30,obv,-0.1201,-0.2494,-0.4219,-0.335,193,0.399,0.8008,0.000533,-0.001967,0.1297
原策略（双向、无门控）,False,obv|0.2|1.0|0.015|0.012|1|60,obv,-0.1018,-0.2311,-0.4256,-0.289,181,0.453,0.751,0.000619,-0.001881,0.1297
原策略（双向、无门控）,False,obv|0.2|1.0|0.015|0.012|2|30,obv,-0.1064,-0.2357,-0.41,-0.282,380,0.3553,0.8921,0.000466,-0.002034,0.1297
原策略（双向、无门控）,False,obv|0.2|1.0|0.015|0.012|2|60,obv,-0.0808,-0.2101,-0.4061,-0.219,365,0.411,0.9046,0.000653,-0.001847,0.1297
原策略（双向、无门控）,False,obv|0.2|2.0|0.006|0.008|1|30,obv,-0.1049,-0.2342,-0.4147,-0.288,193,0.4974,0.8008,0.000527,-0.001973,0.1297
原策略（双向、无门控）,False,obv|0.2|2.0|0.006|0.008|1|60,obv,-0.1118,-0.2411,-0.4162,-0.306,181,0.5414,0.751,0.000368,-0.002132,0.1297
原策略（双向、无门控）,False,obv|0.2|2.0|0.006|0.008|2|30,obv,-0.1469,-0.2761,-0.4401,-0.387,376,0.4255,0.8838,4.4e-05,-0.002456,0.1297
原策略（双向、无门控）,False,obv|0.2|2.0|0.006|0.008|2|60,obv,-0.1255,-0.2548,-0.4258,-0.332,352,0.4886,0.8714,7.8e-05,-0.002422,0.1297
原策略（双向、无门控）,False,obv|0.2|2.0|0.006|0.012|1|30,obv,-0.1091,-0.2384,-0.4105,-0.301,193,0.513,0.8008,0.000534,-0.001966,0.1297
原策略（双向、无门控）,False,obv|0.2|2.0|0.006|0.012|1|60,obv,-0.0981,-0.2274,-0.4187,-0.275,181,0.5801,0.751,0.000545,-0.001955,0.1297
原策略（双向、无门控）,False,obv|0.2|2.0|0.006|0.012|2|30,obv,-0.1412,-0.2704,-0.4348,-0.373,376,0.4388,0.8838,0.000131,-0.002369,0.1297
原策略（双向、无门控）,False,obv|0.2|2.0|0.006|0.012|2|60,obv,-0.1022,-0.2315,-0.4186,-0.273,363,0.5372,0.888,0.000437,-0.002063,0.1297
原策略（双向、无门控）,False,obv|0.2|2.0|0.015|0.008|1|30,obv,-0.1128,-0.242,-0.4263,-0.312,193,0.3834,0.8008,0.000556,-0.001944,0.1297
