name,expr,ic_mean,ic_std,icir,t,ic_pos,t_h1,t_h2,n,abs_t,both_sig,same_sign,stable
CNTD30,"Mean($close>Ref($close, 1), 30)-Mean($close<Ref($close, 1), ",-0.018331798136656217,0.12658529240968328,-0.1448177571635005,-7.338703250873238,0.4380841121495327,-6.869198615970791,-3.9960051071037714,2568,7.338703250873238,True,True,True
RESI10,"Resi($close, 10)/$close",-0.02135507846850562,0.15220334230714738,-0.14030623864626393,-7.108695578519388,0.4300740163615115,-6.252301568948284,-3.9501999610465703,2567,7.108695578519388,True,True,True
IMAX60,"IdxMax($high, 60)/60",-0.017998851632351213,0.1303695993656917,-0.13806018979826537,-6.996260565925035,0.4411993769470405,-4.825645199433472,-5.153013526387396,2568,6.996260565925035,True,True,True
CNTN10,"Mean($close<Ref($close, 1), 10)",0.018588368507659818,0.1414477584649688,0.13141508009307512,6.659516722137762,0.5482866043613707,5.91809983057282,3.455921639558811,2568,6.659516722137762,True,True,True
IMXD60,"(IdxMax($high, 60)-IdxMin($low, 60))/60",-0.018416350279628166,0.14484725701113318,-0.12714324495777407,-6.443039606287707,0.4462616822429907,-4.407667711555483,-4.7351495016084515,2568,6.443039606287707,True,True,True
STD30,"Std($close, 30)/$close",-0.027845316781850298,0.21904817031823207,-0.12711960452076254,-6.441841616791483,0.43613707165109034,-3.171561689076222,-5.843522531971877,2568,6.441841616791483,True,True,True
RESI5,"Resi($close, 5)/$close",-0.017709942448369535,0.14991740340032447,-0.11813133129766577,-5.985191254378244,0.4440981690689521,-4.809770943168182,-3.746314552607907,2567,5.985191254378244,True,True,True
KLOW2,"(Less($open, $close)-$low)/($high-$low+1e-12)",-0.011735724696821284,0.10548108951684812,-0.11125903942191248,-5.639198190219925,0.4254573764110549,-3.8598955849987204,-4.111223291206096,2569,5.639198190219925,True,True,True
IMIN10,"IdxMin($low, 10)/10",0.014719768009225772,0.13678311178619415,0.10761392848142144,5.453382943185737,0.5323208722741433,3.9670317454873305,3.7464916229677927,2568,5.453382943185737,True,True,True
CNTP60,"Mean($close>Ref($close, 1), 60)",-0.014676535884761263,0.13680275800386096,-0.10728245613547535,-5.436585436923968,0.45210280373831774,-2.5630163960666934,-5.085457838203009,2568,5.436585436923968,True,True,True
CNTN20,"Mean($close<Ref($close, 1), 20)",0.014485313664675474,0.14114793774117523,0.10262504643346174,5.200569161086834,0.5373831775700935,5.1660020976676035,2.1990408902552034,2568,5.200569161086834,True,True,True
CNTD60,"Mean($close>Ref($close, 1), 60)-Mean($close<Ref($close, 1), ",-0.012884695887065782,0.12695415154966597,-0.10149093771088798,-5.143097705015331,0.46690031152647976,-4.631345627016409,-2.9698040146312032,2568,5.143097705015331,True,True,True
BETA60,"Slope($close, 60)/$close",-0.01860953845709816,0.18421187870085234,-0.1010224671087514,-5.119357752138166,0.4649532710280374,-3.436796413679677,-3.803731700503529,2568,5.119357752138166,True,True,True
STD60,"Std($close, 60)/$close",-0.022259696416384943,0.22292806149751704,-0.09985147794699174,-5.0600173636632855,0.4470404984423676,-2.3608746835100387,-4.668362244273181,2568,5.0600173636632855,True,True,True
IMIN20,"IdxMin($low, 20)/20",0.01340235695242384,0.1362206831833676,0.09838709246805666,4.9858089883556955,0.5245327102803738,3.430447065337651,3.6179098130705127,2568,4.9858089883556955,True,True,True
CNTN30,"Mean($close<Ref($close, 1), 30)",0.01356040337293734,0.14207138092916113,0.09544781844345382,4.836859990235204,0.5280373831775701,4.655625122179585,2.249681894680195,2568,4.836859990235204,True,True,True
CORR60,"Corr($close, Log($volume+1), 60)",-0.010373218526069337,0.11478065427010453,-0.09037427597911087,-4.579756004468593,0.463785046728972,-4.677086457788421,-2.1211003055090543,2568,4.579756004468593,True,True,True
IMIN30,"IdxMin($low, 30)/30",0.012259764563327395,0.13651405675984693,0.08980587680354817,4.550952127380604,0.5206386292834891,2.7010889043168587,3.719702212692907,2568,4.550952127380604,True,True,True
WVMA60,"Std(Abs($close/Ref($close, 1)-1)*$volume, 60)/(Mean(Abs($clo",-0.007267328123220408,0.08364662929492121,-0.08688130274320162,-4.401890740038361,0.44955200623295677,-4.054897327835142,-2.2114837271985324,2567,4.401890740038361,True,True,True
RSQR10,"Rsquare($close, 10)",-0.006333457998383689,0.10678467542638752,-0.05931055156645287,-3.0050029118303683,0.46435527853525516,-2.1669084177073312,-2.096700009960467,2567,3.0050029118303683,True,True,True
